PMVL[Holding date],PMVL[GROUPE],PMVL[Quote],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PRMP_PMVL_future,target
2026-03-03,Groupe MH,226.05,P,1206.002,1,166199.139238006,166199.139238006,272616.75,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,106417.610761994,-0.0034962478983441,271663.6142607591,105464.47502275307,INPR AG,Hors mandat INPR AG,0.0,105464.47502275307,271663.6142607591,PP_FAC_Taux,INPR HM ACT COTE,HE00,105513.110761994,True
2026-03-04,Groupe MH,225.3,P,1206.002,1,166199.139238006,166199.139238006,271712.25,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,105513.110761994,-0.0039790146816283,270631.10296807176,104431.96373006576,INPR AG,Hors mandat INPR AG,0.0,104431.96373006576,270631.10296807176,PP_FAC_Taux,INPR HM ACT COTE,HE00,104427.71076199398,True
2026-03-05,Groupe MH,224.4,P,1206.002,1,166199.139238006,166199.139238006,270626.85,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,104427.71076199398,0.0025041206244556,271304.53227661643,105105.39303861043,INPR AG,Hors mandat INPR AG,0.0,105105.39303861043,271304.53227661643,PP_FAC_Taux,INPR HM ACT COTE,HE00,105223.670761994,True
2026-03-06,Groupe MH,225.06,P,1206.002,1,166199.139238006,166199.139238006,271422.81,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,105223.670761994,-0.0005674664396802,271268.7866643613,105069.64742635532,INPR AG,Hors mandat INPR AG,0.0,105069.64742635532,271268.7866643613,PP_FAC_Taux,INPR HM ACT COTE,HE00,104934.230761994,True
2026-03-09,Groupe MH,224.82,P,1206.002,1,166199.139238006,166199.139238006,271133.37,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,104934.230761994,-0.003343362576138,270226.8728375998,104027.73359959378,INPR AG,Hors mandat INPR AG,0.0,104027.73359959378,270226.8728375998,PP_FAC_Taux,INPR HM ACT COTE,HE00,104234.75076199402,True
2026-03-10,Groupe MH,224.24,P,1206.002,1,166199.139238006,166199.139238006,270433.89,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,104234.75076199402,-0.0067752814132465,268601.6242915711,102402.48505356508,INPR AG,Hors mandat INPR AG,0.0,102402.48505356508,268601.6242915711,PP_FAC_Taux,INPR HM ACT COTE,HE00,103221.71076199398,True
2026-03-11,Groupe MH,223.4,P,1206.002,1,166199.139238006,166199.139238006,269420.85,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,103221.71076199398,0.0056897037359486,270953.77481678745,104754.63557878144,INPR AG,Hors mandat INPR AG,0.0,104754.63557878144,270953.77481678745,PP_FAC_Taux,INPR HM ACT COTE,HE00,104319.170761994,True
2026-03-12,Groupe MH,224.31,P,1206.002,1,166199.139238006,166199.139238006,270518.31,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,104319.170761994,-0.0022380535299629,269912.87554138486,103713.73630337886,INPR AG,Hors mandat INPR AG,0.0,103713.73630337886,269912.87554138486,PP_FAC_Taux,INPR HM ACT COTE,HE00,103619.69076199402,True
2026-03-13,Groupe MH,223.73,P,1206.002,1,166199.139238006,166199.139238006,269818.83,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,103619.69076199402,-0.0033378160781681,268918.2243710335,102719.08513302747,INPR AG,Hors mandat INPR AG,0.0,102719.08513302747,268918.2243710335,PP_FAC_Taux,INPR HM ACT COTE,HE00,102944.33076199396,True
2026-03-16,Groupe MH,223.17,P,1206.002,1,166199.139238006,166199.139238006,269143.47,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,102944.33076199396,-0.0025603932764072,268454.35686902306,102255.21763101706,INPR AG,Hors mandat INPR AG,0.0,102255.21763101706,268454.35686902306,PP_FAC_Taux,INPR HM ACT COTE,HE00,102461.930761994,True
2026-03-17,Groupe MH,222.77,P,1206.002,1,166199.139238006,166199.139238006,268661.07,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,102461.930761994,-0.0010370541501418,268382.453922375,102183.314684369,INPR AG,Hors mandat INPR AG,0.0,102183.314684369,268382.453922375,PP_FAC_Taux,INPR HM ACT COTE,HE00,102871.970761994,True
2026-03-20,Groupe MH,223.11,P,1206.002,1,166199.139238006,166199.139238006,269071.11,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,102871.970761994,-0.0044521293627921,267873.1706104899,101674.0313724839,INPR AG,Hors mandat INPR AG,0.0,101674.0313724839,267873.1706104899,PP_FAC_Taux,INPR HM ACT COTE,HE00,101931.28076199398,True
2026-03-23,Groupe MH,222.33,P,1206.002,1,166199.139238006,166199.139238006,268130.42,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,101931.28076199398,-0.0023286511577641,267506.0377870352,101306.89854902924,INPR AG,Hors mandat INPR AG,0.0,101306.89854902924,267506.0377870352,PP_FAC_Taux,INPR HM ACT COTE,HE00,101159.44076199402,True
2026-03-24,Groupe MH,221.69,P,1206.002,1,166199.139238006,166199.139238006,267358.58,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,101159.44076199402,-0.0028344320303716,266600.7702772533,100401.63103924735,INPR AG,Hors mandat INPR AG,0.0,100401.63103924735,266600.7702772533,PP_FAC_Taux,INPR HM ACT COTE,HE00,100568.50076199402,True
2026-03-25,Groupe MH,221.2,P,1206.002,1,166199.139238006,166199.139238006,266767.64,PP,FC_Taux_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,100568.50076199402,0.0007448924432213,266966.353199132,100767.21396112602,INPR AG,Hors mandat INPR AG,0.0,100767.21396112602,266966.353199132,PP_FAC_Taux,INPR HM ACT COTE,HE00,100652.920761994,True
2026-01-05,Groupe MH,108.21,P,4593.0,1,458565.12,458565.12,497008.53,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38443.41000000003,-0.0002152676036914,496901.5401647327,38336.42016473267,INPR AG,Hors mandat INPR AG,0.0,38336.42016473267,496901.5401647327,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38443.41000000003,True
2026-01-06,Groupe MH,108.21,P,4593.0,1,458565.12,458565.12,497008.53,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38443.41000000003,-0.0002152676036914,496901.5401647327,38336.42016473267,INPR AG,Hors mandat INPR AG,0.0,38336.42016473267,496901.5401647327,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38489.340000000026,True
2026-01-07,Groupe MH,108.22,P,4593.0,1,458565.12,458565.12,497054.46,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38489.340000000026,0.0008608156914557,497482.3322786761,38917.2122786761,INPR AG,Hors mandat INPR AG,0.0,38917.2122786761,497482.3322786761,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38489.340000000026,True
2026-01-08,Groupe MH,108.22,P,4593.0,1,458565.12,458565.12,497054.46,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38489.340000000026,-0.0002453480889581,496932.5086381309,38367.38863813091,INPR AG,Hors mandat INPR AG,0.0,38367.38863813091,496932.5086381309,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38627.130000000005,True
2026-01-14,Groupe MH,108.25,P,4593.0,1,458565.12,458565.12,497192.25,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38627.130000000005,-0.000352268273611,497017.1049444397,38451.984944439726,INPR AG,Hors mandat INPR AG,0.0,38451.984944439726,497017.1049444397,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38673.06,True
2026-01-15,Groupe MH,108.26,P,4593.0,1,458565.12,458565.12,497238.18,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38673.06,0.0003847244818445,497429.47970115376,38864.35970115376,INPR AG,Hors mandat INPR AG,0.0,38864.35970115376,497429.47970115376,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38994.57000000001,True
2026-01-16,Groupe MH,108.33,P,4593.0,1,458565.12,458565.12,497559.69,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38994.57000000001,0.0006539973688012,497885.0927280815,39319.97272808151,INPR AG,Hors mandat INPR AG,0.0,39319.97272808151,497885.0927280815,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,0.0,False
2026-01-19,Groupe MH,108.33,P,4593.0,1,458565.12,458565.12,497559.69,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,497559.69,0.0,0.0008571320004994,497986.1643324576,426.47433245764114,INPR AG,Hors mandat INPR AG,0.0,426.47433245764114,497986.1643324576,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38856.78000000003,False
2026-01-20,Groupe MH,108.3,P,4593.0,1,458565.12,458565.12,497421.9,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38856.78000000003,-0.0006182987131251,497114.34467934974,38549.22467934975,INPR AG,Hors mandat INPR AG,0.0,38549.22467934975,497114.34467934974,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38856.78000000003,True
2026-01-21,Groupe MH,108.3,P,4593.0,1,458565.12,458565.12,497421.9,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38856.78000000003,-0.000133776251215,497355.35676294577,38790.23676294577,INPR AG,Hors mandat INPR AG,0.0,38790.23676294577,497355.35676294577,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38443.41000000003,True
2026-01-22,Groupe MH,108.21,P,4593.0,1,458565.12,458565.12,497008.53,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38443.41000000003,-0.0029296305191782,495552.4786422201,36987.35864222009,INPR AG,Hors mandat INPR AG,0.0,36987.35864222009,495552.4786422201,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38535.27000000002,True
2026-01-23,Groupe MH,108.23,P,4593.0,1,458565.12,458565.12,497100.39,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38535.27000000002,0.0023984953606045,498292.68297916977,39727.56297916977,INPR AG,Hors mandat INPR AG,0.0,39727.56297916977,498292.68297916977,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38810.84999999998,True
2026-01-26,Groupe MH,108.29,P,4593.0,1,458565.12,458565.12,497375.97,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38810.84999999998,0.0015618627439799,498152.8029972939,39587.68299729389,INPR AG,Hors mandat INPR AG,0.0,39587.68299729389,498152.8029972939,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,38902.71000000002,True
2026-01-27,Groupe MH,108.31,P,4593.0,1,458565.12,458565.12,497467.83,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38902.71000000002,0.0008233623439555,497877.4262785513,39312.30627855129,INPR AG,Hors mandat INPR AG,0.0,39312.30627855129,497877.4262785513,PP_FAC_Taux,INPR HM ACT COTE,LG20TREH,39270.15000000002,True
2026-01-28,Groupe MH,108.39,P,4593.0,1,458565.12,458565.12,497835.27,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39270.15000000002,0.0,497835.27,39270.15000000002,INPR AG,Hors mandat INPR AG,0.0,39270.15000000002,497835.27,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,0.0,False
2026-01-29,Groupe MH,108.39,P,4593.0,1,458565.12,458565.12,497835.27,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,497835.27,0.0,0.0,497835.27,0.0,INPR AG,Hors mandat INPR AG,0.0,0.0,497835.27,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39407.94,False
2026-01-30,Groupe MH,108.42,P,4593.0,1,458565.12,458565.12,497973.06,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39407.94,0.0,497973.06,39407.94,INPR AG,Hors mandat INPR AG,0.0,39407.94,497973.06,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39545.72999999998,True
2026-02-02,Groupe MH,108.45,P,4593.0,1,458565.12,458565.12,498110.85,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39545.72999999998,0.0,498110.85,39545.72999999998,INPR AG,Hors mandat INPR AG,0.0,39545.72999999998,498110.85,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39545.72999999998,True
2026-02-03,Groupe MH,108.45,P,4593.0,1,458565.12,458565.12,498110.85,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39545.72999999998,0.0,498110.85,39545.72999999998,INPR AG,Hors mandat INPR AG,0.0,39545.72999999998,498110.85,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39637.590000000026,True
2026-02-04,Groupe MH,108.47,P,4593.0,1,458565.12,458565.12,498202.71,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39637.590000000026,0.0,498202.71,39637.590000000026,INPR AG,Hors mandat INPR AG,0.0,39637.590000000026,498202.71,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39637.590000000026,True
2026-02-06,Groupe MH,108.47,P,4593.0,1,458565.12,458565.12,498202.71,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39637.590000000026,0.0,498202.71,39637.590000000026,INPR AG,Hors mandat INPR AG,0.0,39637.590000000026,498202.71,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39959.09999999998,True
2026-02-09,Groupe MH,108.54,P,4593.0,1,458565.12,458565.12,498524.22,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39959.09999999998,0.0,498524.22,39959.09999999998,INPR AG,Hors mandat INPR AG,0.0,39959.09999999998,498524.22,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,40188.75,True
2026-02-10,Groupe MH,108.59,P,4593.0,1,458565.12,458565.12,498753.87,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,40188.75,0.0,498753.87,40188.75,INPR AG,Hors mandat INPR AG,0.0,40188.75,498753.87,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,40372.47000000003,True
2026-02-11,Groupe MH,108.63,P,4593.0,1,458565.12,458565.12,498937.59,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,40372.47000000003,0.0,498937.59,40372.47000000003,INPR AG,Hors mandat INPR AG,0.0,40372.47000000003,498937.59,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,41337.0,True
2026-02-17,Groupe MH,108.84,P,4593.0,1,458565.12,458565.12,499902.12,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,41337.0,0.0,499902.12,41337.0,INPR AG,Hors mandat INPR AG,0.0,41337.0,499902.12,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,41337.0,True
2026-02-18,Groupe MH,108.84,P,4593.0,1,458565.12,458565.12,499902.12,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,41337.0,0.0,499902.12,41337.0,INPR AG,Hors mandat INPR AG,0.0,41337.0,499902.12,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,0.0,False
2026-02-25,Groupe MH,109.03,P,4593.0,1,458565.12,458565.12,500774.79,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,42209.669999999984,0.0,500774.79,42209.669999999984,INPR AG,Hors mandat INPR AG,0.0,42209.669999999984,500774.79,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,42347.46000000002,True
2026-02-26,Groupe MH,109.06,P,4593.0,1,458565.12,458565.12,500912.58,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,42347.46000000002,0.0,500912.58,42347.46000000002,INPR AG,Hors mandat INPR AG,0.0,42347.46000000002,500912.58,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,42347.46000000002,True
2026-02-27,Groupe MH,109.06,P,4593.0,1,458565.12,458565.12,500912.58,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,42347.46000000002,0.0,500912.58,42347.46000000002,INPR AG,Hors mandat INPR AG,0.0,42347.46000000002,500912.58,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,42393.390000000014,True
2026-03-02,Groupe MH,109.07,P,4593.0,1,458565.12,458565.12,500958.51,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,42393.390000000014,0.0,500958.51,42393.390000000014,INPR AG,Hors mandat INPR AG,0.0,42393.390000000014,500958.51,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,42806.76000000001,True
2026-03-03,Groupe MH,109.16,P,4593.0,1,458565.12,458565.12,501371.88,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,42806.76000000001,0.0,501371.88,42806.76000000001,INPR AG,Hors mandat INPR AG,0.0,42806.76000000001,501371.88,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,41934.090000000026,True
2026-03-04,Groupe MH,108.97,P,4593.0,1,458565.12,458565.12,500499.21,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,41934.090000000026,0.0,500499.21,41934.090000000026,INPR AG,Hors mandat INPR AG,0.0,41934.090000000026,500499.21,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,41245.140000000014,True
2026-03-05,Groupe MH,108.82,P,4593.0,1,458565.12,458565.12,499810.26,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,41245.140000000014,0.0,499810.26,41245.140000000014,INPR AG,Hors mandat INPR AG,0.0,41245.140000000014,499810.26,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,40510.26000000001,True
2026-03-06,Groupe MH,108.66,P,4593.0,1,458565.12,458565.12,499075.38,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,40510.26000000001,0.0,499075.38,40510.26000000001,INPR AG,Hors mandat INPR AG,0.0,40510.26000000001,499075.38,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39913.169999999984,True
2026-03-09,Groupe MH,108.53,P,4593.0,1,458565.12,458565.12,498478.29,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39913.169999999984,0.0,498478.29,39913.169999999984,INPR AG,Hors mandat INPR AG,0.0,39913.169999999984,498478.29,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,39270.15000000002,True
2026-03-10,Groupe MH,108.39,P,4593.0,1,458565.12,458565.12,497835.27,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,39270.15000000002,0.0,497835.27,39270.15000000002,INPR AG,Hors mandat INPR AG,0.0,39270.15000000002,497835.27,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,38167.830000000016,True
2026-03-11,Groupe MH,108.15,P,4593.0,1,458565.12,458565.12,496732.95,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38167.830000000016,0.0,496732.95,38167.830000000016,INPR AG,Hors mandat INPR AG,0.0,38167.830000000016,496732.95,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,38902.71000000002,True
2026-03-12,Groupe MH,108.31,P,4593.0,1,458565.12,458565.12,497467.83,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38902.71000000002,0.0,497467.83,38902.71000000002,INPR AG,Hors mandat INPR AG,0.0,38902.71000000002,497467.83,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,38075.97000000003,True
2026-03-13,Groupe MH,108.13,P,4593.0,1,458565.12,458565.12,496641.09,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38075.97000000003,0.0,496641.09,38075.97000000003,INPR AG,Hors mandat INPR AG,0.0,38075.97000000003,496641.09,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,37295.16000000003,True
2026-03-16,Groupe MH,107.96,P,4593.0,1,458565.12,458565.12,495860.28,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,37295.16000000003,0.0,495860.28,37295.16000000003,INPR AG,Hors mandat INPR AG,0.0,37295.16000000003,495860.28,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,36330.630000000005,True
2026-03-17,Groupe MH,107.75,P,4593.0,1,458565.12,458565.12,494895.75,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,36330.630000000005,0.0,494895.75,36330.630000000005,INPR AG,Hors mandat INPR AG,0.0,36330.630000000005,494895.75,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,36422.48999999999,True
2026-03-20,Groupe MH,107.77,P,4593.0,1,458565.12,458565.12,494987.61,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,36422.48999999999,0.0,494987.61,36422.48999999999,INPR AG,Hors mandat INPR AG,0.0,36422.48999999999,494987.61,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,34906.79999999999,True
2026-03-23,Groupe MH,107.44,P,4593.0,1,458565.12,458565.12,493471.92,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,34906.79999999999,0.0,493471.92,34906.79999999999,INPR AG,Hors mandat INPR AG,0.0,34906.79999999999,493471.92,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,33804.47999999998,True
2026-03-24,Groupe MH,107.2,P,4593.0,1,458565.12,458565.12,492369.6,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,33804.47999999998,0.0,492369.6,33804.47999999998,INPR AG,Hors mandat INPR AG,0.0,33804.47999999998,492369.6,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,32748.090000000026,True
2026-03-25,Groupe MH,106.97,P,4593.0,1,458565.12,458565.12,491313.21,PP,FC_Taux_Emerg,LU42,11008396,PP_FAC_Taux_Eme,458565.12,32748.090000000026,0.0,491313.21,32748.090000000026,INPR AG,Hors mandat INPR AG,0.0,32748.090000000026,491313.21,PP_FAC_Taux,INPR HM ACT COTE,pas de ticker,32610.29999999999,True
2026-01-05,Groupe MH,952.76,P,5400.0,1,2432947.11,2432947.11,5144904.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2711956.89,0.0,5144904.0,2711956.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2711956.89,5144904.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2711956.89,True
2026-01-06,Groupe MH,952.76,P,5400.0,1,2432947.11,2432947.11,5144904.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2711956.89,0.0,5144904.0,2711956.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2711956.89,5144904.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2830648.89,True
2026-01-07,Groupe MH,974.74,P,5400.0,1,2432947.11,2432947.11,5263596.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2830648.89,0.0,5263596.0,2830648.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2830648.89,5263596.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2871958.89,True
2026-01-08,Groupe MH,982.39,P,5400.0,1,2432947.11,2432947.11,5304906.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2871958.89,0.0,5304906.0,2871958.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2871958.89,5304906.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2947936.89,True
2026-01-14,Groupe MH,996.46,P,5400.0,1,2432947.11,2432947.11,5380884.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2947936.89,0.0,5380884.0,2947936.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2947936.89,5380884.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2943022.89,True
2026-01-15,Groupe MH,995.55,P,5400.0,1,2432947.11,2432947.11,5375970.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2943022.89,0.0,5375970.0,2943022.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2943022.89,5375970.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2965918.89,True
2026-01-16,Groupe MH,999.79,P,5400.0,1,2432947.11,2432947.11,5398866.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2965918.89,0.0,5398866.0,2965918.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2965918.89,5398866.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,0.0,False
2026-01-19,Groupe MH,1006.15,P,5400.0,1,2432947.11,2432947.11,5433210.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,5433210.0,0.0,0.0,5433210.0,0.0,MHP PERE,Mandats LBPAM MHP PERE,0.0,0.0,5433210.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,3003178.89,False
2026-01-20,Groupe MH,1006.69,P,5400.0,1,2432947.11,2432947.11,5436126.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,3003178.89,0.0,5436126.0,3003178.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,3003178.89,5436126.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2935786.89,True
2026-01-21,Groupe MH,994.21,P,5400.0,1,2432947.11,2432947.11,5368734.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2935786.89,0.0,5368734.0,2935786.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2935786.89,5368734.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2888914.89,True
2026-01-22,Groupe MH,985.53,P,5400.0,1,2432947.11,2432947.11,5321862.0,PP,FC_Act_EUR,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2888914.89,0.0,5321862.0,2888914.89,MHP PERE,Mandats LBPAM MHP PERE,0.0,2888914.89,5321862.0,PP_FAC_Act,MHP PERE HM ACT COTE,pas de ticker,2906734.89,True
