threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,roc_auc,pr_auc,brier,total_cost,fp_cost_total,fn_cost_total,n_fp,n_fn,cost_per_sample,avg_cost_fp,avg_cost_fn,fold
0.05,0.8660672030288689,0.7215371762740184,0.8624933119315141,0.9841269841269841,0.919304248645566,0.5787364036552263,218,257,26,1612,0.9490180579654264,0.983820100717607,0.08038962654119201,315360549.54576635,315284657.0211482,75892.52461816731,257,26,149247.77545942564,1226788.548720421,2918.9432545448967,1
0.9,0.29058211074301943,0.5,0.0,0.0,0.0,0.0,614,0,1499,0,0.7880492532480938,0.8747242867201213,0.16837136831649702,113511982.94630548,0.0,113511982.94630548,0,1499,53720.76807681282,0.0,75725.13872335256,2
0.95,0.29058211074301943,0.5,0.0,0.0,0.0,0.0,614,0,1499,0,0.7880492532480938,0.8747242867201213,0.16837136831649702,113511982.94630548,0.0,113511982.94630548,0,1499,53720.76807681282,0.0,75725.13872335256,2
0.85,0.2953147184098438,0.5028547804942709,0.9166666666666666,0.00733822548365577,0.01455989410986102,0.03449721768079918,613,1,1488,11,0.7880492532480938,0.8747242867201213,0.16837136831649702,117836024.48542614,4516803.181230975,113319221.30419517,1,1488,55767.167290783786,4516803.181230975,76155.39066142148,2
0.8,0.3379081874112636,0.5290285814864633,0.923728813559322,0.07271514342895263,0.13481756338899195,0.11479642358064104,605,9,1390,109,0.7880492532480938,0.8747242867201213,0.16837136831649702,141405379.7355628,29269255.824747995,112136123.91081479,9,1390,66921.61842667431,3252139.5360831106,80673.4704394351,2
0.75,0.43729294841457644,0.586094312603625,0.9057591623036649,0.23082054703135424,0.3678894205209995,0.20314645362201852,578,36,1153,346,0.7880492532480938,0.8747242867201213,0.16837136831649702,247176082.9430757,143597508.45765856,103578574.48541713,36,1153,116978.74251920287,3988819.6793794045,89833.9761365283,2
0.7,0.637008991954567,0.6907965788267096,0.8836477987421384,0.5623749166110741,0.6873216469629025,0.3481526261325269,503,111,656,843,0.7880492532480938,0.8747242867201213,0.16837136831649702,559218564.7647498,492112932.106267,67105632.65848282,111,656,264656.2067036203,4433449.838795198,102295.17173549213,2
0.65,0.677709417889257,0.7050590730410936,0.8718181818181818,0.6397598398932621,0.7379761446710273,0.37272877522272363,473,141,540,959,0.7880492532480938,0.8747242867201213,0.16837136831649702,646271759.0599744,597457838.043188,48813921.01678648,141,540,305855.0681779339,4237289.631511971,90396.15003108606,2
0.6,0.7321344060577378,0.7203407048781707,0.8558352402745996,0.7484989993328885,0.798576512455516,0.4123074689280629,425,189,377,1122,0.7880492532480938,0.8747242867201213,0.16837136831649702,726506522.6485982,695111082.4115028,31395440.237095296,189,377,343827.03390847053,3677836.414875677,83277.02980661883,2
0.55,0.7482252721249408,0.7215852913886129,0.8485940879596251,0.7851901267511674,0.8156618156618156,0.4236911433019064,404,210,322,1177,0.7880492532480938,0.8747242867201213,0.16837136831649702,775891944.5830685,750179438.5321834,25712506.05088503,210,322,367199.2165561138,3572283.0406294446,79852.5032636181,2
0.5,0.7780407004259347,0.7276952278717843,0.8406084656084656,0.847898599066044,0.8442377947525739,0.4583062656542899,373,241,228,1271,0.7880492532480938,0.8747242867201213,0.16837136831649702,853676434.0862403,837212731.8818545,16463702.204385698,241,228,404011.56369438727,3473911.7505471143,72209.22019467411,2
