PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3459.72,2026-03-11T00:00:00,P,1620,1,1731890,1731890,5604746.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,3872856.4000000004,M7EM,-0.0062794348508634,5569551.76012559,3837661.7601255896,MHRS AG,Hors mandat MHRS AG,0,3837661.7601255896,5569551.76012559,2026-03-12T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,496.46,2026-03-11T00:00:00,P,114872.6982,1,20164514.04732495,20164514.04732495,57029699.75,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,20164514.04732495,36865185.702675045,M7EM,-0.0062794348508634,56671585.465855576,36507071.41853063,AUXIA AG,Hors mandat AUXIA AG,0,36507071.41853063,56671585.46585558,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2478.18,2026-03-11T00:00:00,P,7888,1,8412826.24,8412826.24,19547883.84,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11135057.6,M7EM,-0.0062794348508634,19425134.176954474,11012307.936954474,AUXIA AG,Hors mandat AUXIA AG,0,11012307.936954474,19425134.176954474,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,459.28,2026-03-11T00:00:00,P,60537,1,11652333.39,11652333.39,27803433.36,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16151099.969999999,M7EM,-0.0062794348508634,27628843.51158556,15976510.12158556,AUXIA AG,Hors mandat AUXIA AG,0,15976510.12158556,27628843.51158556,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6470.3,2026-03-11T00:00:00,P,840,1,1476258,1476258,5435052,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,3958794,M7EM,-0.0062794348508634,5400922.945054946,3924664.9450549455,AUXIA AG,Hors mandat AUXIA AG,0,3924664.9450549455,5400922.945054946,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,976.24,2026-03-11T00:00:00,P,22218,1,8865004.54,8865004.54,21690100.32,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,12825095.780000001,M7EM,-0.0062794348508634,21553898.74813187,12688894.208131872,AUXIA AG,Hors mandat AUXIA AG,0,12688894.208131872,21553898.74813187,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4468.75,2026-03-11T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40191937.5,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19761767.189999998,,0,40191937.5,19761767.189999998,AUXIA AG,Hors mandat AUXIA AG,0,19761767.189999998,40191937.5,,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,149.23,2026-03-11T00:00:00,P,10886,1,1080979.8,1080979.8,1624517.78,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,543537.98,MSDEEEMN,-0.0121987097004259,1604700.7591985997,523720.9591985997,AUXIA AG,Hors mandat AUXIA AG,0,523720.9591985997,1604700.7591985997,2026-03-12T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.13,2026-03-11T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3810393.07,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,292131.3099999996,,0,3810393.07,292131.3099999996,AUXIA AG,Hors mandat AUXIA AG,0,292131.3099999996,3810393.07,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-13T00:00:00
EXPORT_PRMP_ADP,2026-03-13T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33614.86,2026-03-11T00:00:00,P,186,1,5000211.96,5000211.96,6252363.96,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1252152,HE00,-0.00333781607816816,6231494.719047752,1231282.7590477522,AUXIA AG,Hors mandat AUXIA AG,0,1231282.7590477522,6231494.719047752,2026-03-12T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-13T00:00:00
