PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3654.6,2026-02-26T00:00:00,P,1620,1,1731890,1731890,5920452,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,4188562,M7EM,-0.00222369900828137,5907286.696759023,4175396.696759023,MHRS AG,Hors mandat MHRS AG,0,4175396.696759023,5907286.696759023,2026-02-27T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,528.13,2026-02-26T00:00:00,P,114872.6982,1,59527032.10360002,59527032.10360001,60667718.099999994,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,59527032.10360001,1140685.9963999838,M7EM,-0.00222369900828137,60532811.355426334,1005779.2518263236,AUXIA AG,Hors mandat AUXIA AG,0,1005779.2518263236,60532811.355426334,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2607.17,2026-02-26T00:00:00,P,7888,1,8412826.24,8412826.24,20565356.96,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,12152530.72,M7EM,-0.00222369900828137,20519625.7961231,12106799.556123098,AUXIA AG,Hors mandat AUXIA AG,0,12106799.556123098,20519625.7961231,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,493.6,2026-02-26T00:00:00,P,60537,1,11652333.39,11652333.39,29881063.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,18228729.81,M7EM,-0.00222369900828137,29814616.709395766,18162283.319395766,AUXIA AG,Hors mandat AUXIA AG,0,18162283.319395766,29814616.709395766,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6852.21,2026-02-26T00:00:00,P,840,1,1476258,1476258,5755856.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4279598.4,M7EM,-0.00222369900828137,5743057.107831511,4266799.107831511,AUXIA AG,Hors mandat AUXIA AG,0,4266799.107831511,5743057.107831511,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1027.09,2026-02-26T00:00:00,P,22218,1,8865004.54,8865004.54,22819885.62,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13954881.080000002,M7EM,-0.00222369900828137,22769141.062977713,13904136.522977713,AUXIA AG,Hors mandat AUXIA AG,0,13904136.522977713,22769141.062977713,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4450.08,2026-02-26T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40024019.519999996,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19593849.209999993,,0,40024019.519999996,19593849.209999993,AUXIA AG,Hors mandat AUXIA AG,0,19593849.209999993,40024019.519999996,,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,157.04,2026-02-26T00:00:00,P,10886,1,1080979.8,1080979.8,1709537.44,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,628557.6399999999,MSDEEEMN,-0.00246844255811612,1705317.545028411,624337.745028411,AUXIA AG,Hors mandat AUXIA AG,0,624337.745028411,1705317.545028411,2026-02-27T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,109.07,2026-02-26T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3843517.73,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,325255.96999999974,,0,3843517.73,325255.96999999974,AUXIA AG,Hors mandat AUXIA AG,0,325255.96999999974,3843517.73,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-02T00:00:00
EXPORT_PRMP_ADP,2026-03-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33996.36,2026-02-26T00:00:00,P,186,1,5000211.96,5000211.96,6323322.96,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1323111,HE00,-0.000350258283986418,6321108.163750939,1320896.203750939,AUXIA AG,Hors mandat AUXIA AG,0,1320896.203750939,6321108.163750939,2026-02-28T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-02T00:00:00
