PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022793,LBPAM ACTIONS EX-EURO-M,5486.49,2026-02-16T00:00:00,P,46,1,128144.68,128144.68,252378.54,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,128144.68,124233.86000000002,0,252378.54,124233.86000000002,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,124233.86000000002,252378.54,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0010752865,COVEA PROFIL DYNAMIQUE D,121.02,2026-02-13T00:00:00,P,4224.5429,1,,,511254.18,PP,FC_Div,PP_FAC_Act_EUR_LC,FR41,8466180,PP_FAC_Act_EUR_LC,511254.18,0,0,511254.18,0,AUXIA AG,Hors mandat AUXIA AG,0,0,511254.18,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1513.24,2026-02-16T00:00:00,P,13278,1000,,,20092800.720000003,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,20092800.720000003,0,0.00676422593041005,20228712.96364479,135912.24364478886,AUXIA AG,Hors mandat AUXIA AG,0,135912.24364478886,20228712.96364479,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3592.64,2026-02-16T00:00:00,P,1300,1,,,4670432,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,4670432,0,0.00676422593041005,4702023.857240617,31591.857240617275,AUXIA AG,Hors mandat AUXIA AG,0,31591.857240617275,4702023.857240617,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,512.91,2026-02-16T00:00:00,P,114872.698,1,,,58919355.529999994,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,58919355.529999994,0,0.00676422593041005,59317899.362479076,398543.83247908205,AUXIA AG,Hors mandat AUXIA AG,0,398543.83247908205,59317899.362479076,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2534.25,2026-02-16T00:00:00,P,7888,1,,,19990164,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,19990164,0,0.00676422593041005,20125381.98568195,135217.98568195105,AUXIA AG,Hors mandat AUXIA AG,0,135217.98568195105,20125381.98568195,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,474.15,2026-02-16T00:00:00,P,60537,1,,,28703618.55,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,28703618.55,0,0.00676422593041005,28897776.31089251,194157.7608925104,AUXIA AG,Hors mandat AUXIA AG,0,194157.7608925104,28897776.31089251,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6675.95,2026-02-16T00:00:00,P,840,1,,,5607798,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,5607798,0,0.00676422593041005,5645730.412644102,37932.41264410224,AUXIA AG,Hors mandat AUXIA AG,0,37932.41264410224,5645730.412644102,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1009.19,2026-02-16T00:00:00,P,22218,1,,,22422183.42,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,22422183.42,0,0.00676422593041005,22573852.13450598,151668.71450597793,AUXIA AG,Hors mandat AUXIA AG,0,151668.71450597793,22573852.13450598,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,2026-02-17T00:00:00
EXPORT_PRMP_ADP,2026-02-18T00:00:00,Groupe MH,AUXIA,AUX2E,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,223.19,2026-02-17T00:00:00,P,18400,1,,,4106696,PP,FC_Act_US,,LU41,11976073,PP_FAC_Act_EUR_LC,4106696,0,0,4106696,0,AUXIA AG,Hors mandat AUXIA AG,0,0,4106696,PP_FAC_Act,AUXIA HM ACT COTE,,
