PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3394.51,2026-01-21T00:00:00,P,4278,1,5692267.63,5692267.63,14521713.780000001,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,8829446.150000002,0,14521713.780000001,8829446.150000002,MHRS AG,Hors mandat MHRS AG,0,8829446.150000002,14521713.780000001,PP_FAC_Act,MHRS HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2498.77,2026-01-21T00:00:00,P,7888,1,8412826.24,8412826.24,19710297.759999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11297471.519999998,0,19710297.759999998,11297471.519999998,AUXIA AG,Hors mandat AUXIA AG,0,11297471.519999998,19710297.759999998,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,464.17,2026-01-21T00:00:00,P,60537,1,11652333.39,11652333.39,28099459.29,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16447125.899999999,0,28099459.29,16447125.899999999,AUXIA AG,Hors mandat AUXIA AG,0,16447125.899999999,28099459.29,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6648.04,2026-01-21T00:00:00,P,840,1,1476258,1476258,5584353.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4108095.5999999996,0,5584353.6,4108095.5999999996,AUXIA AG,Hors mandat AUXIA AG,0,4108095.5999999996,5584353.6,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33678.03,2026-01-21T00:00:00,P,186,1,5000211.96,5000211.96,6264113.58,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1263901.62,0.00172070804982191,6274892.290662104,1274680.3306621043,AUXIA AG,Hors mandat AUXIA AG,0,1274680.3306621043,6274892.290662104,PP_FAC_Taux,AUXIA HM ACT COTE,HE00,2026-01-22T00:00:00
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,145.63,2026-01-21T00:00:00,P,10886,1,1080979.8,1080979.8,1585328.18,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,504348.3799999999,0.00729546558517158,1596893.8871783926,515914.08717839257,AUXIA AG,Hors mandat AUXIA AG,0,515914.08717839257,1596893.8871783926,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,2026-01-22T00:00:00
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3481.23,2026-01-21T00:00:00,P,1300,1,2478112,2478112,4525599,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,2478112,2047487,0,4525599,2047487,AUXIA AG,Hors mandat AUXIA AG,0,2047487,4525599,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,988.83,2026-01-21T00:00:00,P,22218,1,8865004.54,8865004.54,21969824.939999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13104820.399999999,0,21969824.939999998,13104820.399999999,AUXIA AG,Hors mandat AUXIA AG,0,13104820.399999999,21969824.939999998,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.23,2026-01-21T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3813916.97,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,295655.20999999996,0.00239849536060456,3823064.6321582766,304802.8721582764,AUXIA AG,Hors mandat AUXIA AG,0,304802.8721582764,3823064.6321582766,PP_FAC_Taux,AUXIA HM ACT COTE,LG20TREH,2026-01-21T00:00:00
EXPORT_PRMP_ADP,2026-01-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4412.42,2026-01-21T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39685305.48,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19255135.169999994,0,39685305.48,19255135.169999994,AUXIA AG,Hors mandat AUXIA AG,0,19255135.169999994,39685305.48,PP_FAC_Act,AUXIA HM ACT COTE,,
