PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3453.53,2026-01-22T00:00:00,P,4278,1,5692267.63,5692267.63,14774201.34,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,9081933.71,0,14774201.34,9081933.71,MHRS AG,Hors mandat MHRS AG,0,9081933.71,14774201.34,PP_FAC_Act,MHRS HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2522.45,2026-01-22T00:00:00,P,7888,1,8412826.24,8412826.24,19897085.599999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11484259.359999998,0,19897085.599999998,11484259.359999998,AUXIA AG,Hors mandat AUXIA AG,0,11484259.359999998,19897085.599999998,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,469.98,2026-01-22T00:00:00,P,60537,1,11652333.39,11652333.39,28451179.259999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16798845.869999997,0,28451179.259999998,16798845.869999997,AUXIA AG,Hors mandat AUXIA AG,0,16798845.869999997,28451179.259999998,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6711.12,2026-01-22T00:00:00,P,840,1,1476258,1476258,5637340.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4161082.8,0,5637340.8,4161082.8,AUXIA AG,Hors mandat AUXIA AG,0,4161082.8,5637340.8,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33751.73,2026-01-22T00:00:00,P,186,1,5000211.96,5000211.96,6277821.78,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1277609.8200000003,0.00172070804982191,6288624.078472193,1288412.1184721934,AUXIA AG,Hors mandat AUXIA AG,0,1288412.1184721934,6288624.078472193,PP_FAC_Taux,AUXIA HM ACT COTE,HE00,2026-01-22T00:00:00
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,146.3,2026-01-22T00:00:00,P,10886,1,1080979.8,1080979.8,1592621.8,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,511642,0.00729546558517158,1604240.717532094,523260.91753209406,AUXIA AG,Hors mandat AUXIA AG,0,523260.91753209406,1604240.717532094,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,2026-01-22T00:00:00
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3523.06,2026-01-22T00:00:00,P,1300,1,2478112,2478112,4579978,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,2478112,2101866,0,4579978,2101866,AUXIA AG,Hors mandat AUXIA AG,0,2101866,4579978,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,996.56,2026-01-22T00:00:00,P,22218,1,8865004.54,8865004.54,22141570.08,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13276565.54,0,22141570.08,13276565.54,AUXIA AG,Hors mandat AUXIA AG,0,13276565.54,22141570.08,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.29,2026-01-22T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3816031.31,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,297769.5499999998,0.00156186274397995,3821991.42713295,303729.6671329499,AUXIA AG,Hors mandat AUXIA AG,0,303729.6671329499,3821991.42713295,PP_FAC_Taux,AUXIA HM ACT COTE,LG20TREH,2026-01-22T00:00:00
EXPORT_PRMP_ADP,2026-01-26T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4419.41,2026-01-22T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39748173.54,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19318003.229999997,0,39748173.54,19318003.229999997,AUXIA AG,Hors mandat AUXIA AG,0,19318003.229999997,39748173.54,PP_FAC_Act,AUXIA HM ACT COTE,,
