PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2G,FR0007475975,MH Lazard action euro LC,527.56,2026-03-19T00:00:00,P,1780.31138,1,420607.3084144986,420607.3084144986,939221.07,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,420607.3084144986,518613.7615855014,-0.0189226095922859,921448.556371541,500841.2479570424,MHRS AG SG,Mandats LBPAM MHRS SG,0,500841.2479570424,921448.556371541,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2G,FR0000986531,SELECTION VALEURS MOYENNES,1032.48,2026-03-19T00:00:00,P,467,1,247192.44000000003,247192.44000000003,482168.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,247192.44000000003,234975.71999999994,-0.0189226095922859,473044.2801504891,225851.8401504891,MHRS AG SG,Mandats LBPAM MHRS SG,0,225851.8401504891,473044.2801504891,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2G,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6839.87,2026-03-19T00:00:00,P,139,1,250247.45,250247.45,950741.93,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,250247.45,700494.48,-0.0189226095922859,932751.4116355936,682503.9616355936,MHRS AG SG,Mandats LBPAM MHRS SG,0,682503.9616355936,932751.4116355935,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2G,FR0007074166,LBPAM ACTIONS VALUE EURO,3591.35,2026-03-19T00:00:00,P,25,1,42295.25,42295.25,89783.75,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,42295.25,47488.5,-0.0189226095922859,88084.8071510186,45789.5571510186,MHRS AG SG,Mandats LBPAM MHRS SG,0,45789.5571510186,88084.8071510186,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAY2,MH AMUNDI ACTIONS EUROPE EX EURO,1332.79,2026-03-19T00:00:00,P,14780,1000,14855524,14855524,19698636.2,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,10187321,PP_FAC_Act_ExEUR,14855524,4843112.199999999,0,19698636.2,4843112.199999999,QUATREM AG,Hors mandat QUATREM AG,0,4843112.199999999,19698636.2,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007475975,MH Lazard action euro LC,482.35,2026-03-19T00:00:00,P,49114.81383,1,12305904.813073097,12305904.813073097,23690530.45,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,12305904.813073097,11384625.636926902,-0.0189226095922859,23242243.79126049,10936338.978187392,QUATREM AG,Hors mandat QUATREM AG,0,10936338.978187392,23242243.79126049,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1414.07,2026-03-19T00:00:00,P,118486,1000,121812487.87,121812487.87,167547498.02,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,121812487.87,45735010.150000006,-0.0189226095922859,164377062.12680325,42564574.256803244,QUATREM AG,Hors mandat QUATREM AG,0,42564574.256803244,164377062.12680325,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAV8,MH AMUNDI ACTIONS USA C,1490.79,2026-03-19T00:00:00,P,16523,1000,16603232.9,16603232.9,24632323.17,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,16603232.9,8029090.270000001,0,24632323.17,8029090.270000001,QUATREM AG,Hors mandat QUATREM AG,0,8029090.270000001,24632323.17,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAX4,MH AMUNDI ACTIONS ASIE PACIFIQUE,1311.85,2026-03-19T00:00:00,P,3439,1000,3381610.33,3381610.33,4511452.15,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,10230506,PP_FAC_Act_Asie,3381610.33,1129841.8200000003,-0.00911425247081165,4470333.636094915,1088723.3060949147,QUATREM AG,Hors mandat QUATREM AG,0,1088723.3060949147,4470333.636094915,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,MSDEPN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007021936,FEDERIS ISR FRANCE MH,445.13,2026-03-19T00:00:00,P,104300,1,19871568.76,19871568.76,46427059,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,19871568.76,26555490.24,-0.0189226095922859,45548537.88802498,25676969.128024977,QUATREM AG,Hors mandat QUATREM AG,0,25676969.128024977,45548537.88802498,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6182.52,2026-03-19T00:00:00,P,3760,1,10906823.4,10906823.4,23246275.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,10906823.4,12339451.799999999,-0.0189226095922859,22806395.00991556,11899571.60991556,QUATREM AG,Hors mandat QUATREM AG,0,11899571.60991556,22806395.00991556,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007057674,FEDERIS ISR ACTIONS US MM,4351.99,2026-03-19T00:00:00,P,7301,1,14814235.219999999,14814235.219999999,31773878.990000002,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,14814235.219999999,16959643.770000003,0,31773878.990000002,16959643.770000003,QUATREM AG,Hors mandat QUATREM AG,0,16959643.770000003,31773878.990000002,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,41496,1,17504471.44,17504471.44,38954784.96,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,17504471.44,21450313.52,-0.0189226095922859,38217658.77245047,20713187.332450468,QUATREM AG,Hors mandat QUATREM AG,0,20713187.332450468,38217658.77245047,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007074166,LBPAM ACTIONS VALUE EURO,3263.23,2026-03-19T00:00:00,P,12283,1,17718238.380000003,17718238.38,40082254.089999996,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,17718238.38,22364015.709999997,-0.0189226095922859,39323793.24427612,21605554.864276122,QUATREM AG,Hors mandat QUATREM AG,0,21605554.864276122,39323793.24427612,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400CCX3,GEMEQUITY PART MH,146.75,2026-03-19T00:00:00,P,326337,1,34458500.61,34458500.61,47889954.75,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,34458500.61,13431454.14,-0.0113853202235166,47344712.27968153,12886211.669681534,QUATREM AG,Hors mandat QUATREM AG,0,12886211.669681534,47344712.27968153,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,MSDEEEMN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400N7S5,MH EDRAM DIVERSIFIE,11151.32,2026-03-19T00:00:00,P,5000,1,50000000,50000000,55756600,PP,FC_Div,,FR44,10907450,PP_FAC_Act_EUR_LC,50000000,5756600,0,55756600,5756600,QUATREM AG,Hors mandat QUATREM AG,0,5756600,55756600,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,QUATREM,QUA2B,FR0010106849,BNP INDICE FRANCE ESG CL D,406.48,2026-03-19T00:00:00,P,386.1,1,104452.65988470001,104452.65988470001,156941.93,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8466172,PP_FAC_Act_EUR_LC,104452.65988470001,52489.27011529998,-0.0189226095922859,153972.17912995015,49519.519245250136,QUATREM AG,Hors mandat QUATREM AG,0,49519.519245250136,153972.17912995015,PP_FAC_Act,QUATREM HM ACT NC,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,107.44,2026-03-19T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3786078.16,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,267816.3999999999,0,3786078.16,267816.3999999999,AUXIA AG,Hors mandat AUXIA AG,0,267816.3999999999,3786078.16,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,186,1,5000211.96,5000211.96,6214628.28,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1214416.3200000003,-0.00232865115776412,6200156.578660704,1199944.6186607042,AUXIA AG,Hors mandat AUXIA AG,0,1199944.6186607042,6200156.578660704,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,10,1,302123.6,302123.6,334119.8,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,302123.6,31996.20000000001,-0.00232865115776412,333341.75154089805,31218.151540898078,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,31218.151540898078,333341.75154089805,PP_FAC_Taux,AUXIA ASS HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU2541301847,EdRF EM Climate Bonds S EUR H,107.44,2026-03-19T00:00:00,P,1825,1,182208,182208,196078,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,182208,13870,0,196078,13870,CAPREVAL AG,batch,0,13870,196078,PP_FAC_Taux,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,68,1,1990568.76,1990568.76,2272014.64,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,1990568.76,281445.8800000001,-0.00232865115776412,2266723.910478107,276155.15047810716,CAPREVAL AG,batch,0,276155.15047810716,2266723.910478107,PP_FAC_Taux,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU0593537219,OSTRUM EURO HIGH INCOME FD IDE,95.57,2026-03-19T00:00:00,P,6352,1,545827.36,545827.36,607060.64,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,7240285,PP_FAC_Taux_Corp_HY,545827.36,61233.28000000003,-0.00232865115776412,605647.007537831,59819.647537830984,CAPREVAL AG,batch,0,59819.647537830984,605647.007537831,PP_FAC_Taux,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU0144746509,CANDRIAM BONDS EURO HIGH YIELD-IC,1579.36,2026-03-19T00:00:00,P,458,1,573608.36,573608.36,723346.88,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,4932779,PP_FAC_Taux_Corp_HY,573608.36,149738.52000000002,-0.00232865115776412,721662.4574504229,148054.09745042294,CAPREVAL AG,batch,0,148054.09745042294,721662.4574504229,PP_FAC_Taux,CAPREVAL HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CMAV,CMA2C,FR0011034560,EDR FINANCIAL BDS S,1475.32,2026-03-19T00:00:00,P,3582,1,3500473.6799999997,3500473.68,5284596.24,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,3500473.68,1784122.56,-0.00306815269579624,5268382.29180005,1767908.61180005,CMAV AG,Hors mandat CMAV AG,0,1767908.61180005,5268382.29180005,PP_FAC_Taux,CMAV HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CMAV,CMA2C,FR0010135103,CARMIGNAC PATRIMOINE,798.71,2026-03-19T00:00:00,P,644,1,369620.11999999994,369620.11999999994,514369.24,PP,FC_Div,PP_FAC_DIV_Autres,FR44,1559507,PP_FAC_DIV_Autres,369620.11999999994,144749.12000000005,0,514369.24,144749.12000000005,CMAV AG,Hors mandat CMAV AG,0,144749.12000000005,514369.24,PP_FAC_DIV,CMAV HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,CMAV,CMA2C,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,177,1,4942262.46,4942262.46,5913920.46,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,4942262.46,971658,-0.00232865115776412,5900149.002273896,957886.5422738958,CMAV AG,Hors mandat CMAV AG,0,957886.5422738958,5900149.002273896,PP_FAC_Taux,CMAV HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,EMUT,EMU2A,FR0013241031,OSTRUM SRI EURO BONDS 3-5 GP,101.53,2026-03-19T00:00:00,P,6731.03633,1,627359.6662277433,627359.6662277433,683402.12,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,FR42,9315963,PP_FAC_Taux_Gov,627359.6662277433,56042.45377225673,0,683402.12,56042.45377225673,EMUT AG,Hors mandat EMUT AG,0,56042.45377225673,683402.12,PP_FAC_Taux,EMUT HORS MDT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,EMUT,EMU2A,FR0013305935,LAZARD CREDIT FI SRI TC,271.2,2026-03-19T00:00:00,P,743.752,1,168415.19990499198,168415.19990499198,201705.54,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_IG,FR49,9315968,PP_FAC_Taux_Corp_IG,168415.19990499198,33290.340095008025,-0.00306815269579624,201086.67660369197,32671.47669869999,EMUT AG,Hors mandat EMUT AG,0,32671.47669869999,201086.67660369197,PP_FAC_Taux,EMUT HORS MDT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,INPR,INP2C,FR0010590950,OBJECTIF CREDIT FI-C,19795.9,2026-03-19T00:00:00,P,26,1,364847.86,364847.86,514693.4,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR49,2956515,PP_FAC_Taux_Corp_HY,364847.86,149845.54000000004,-0.00306815269579624,513114.2420572815,148266.3820572815,INPR AG,Hors mandat INPR AG,0,148266.3820572815,513114.2420572815,PP_FAC_Taux,INPR HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,INPR,INP2C,FR0011034560,EDR FINANCIAL BDS S,1475.32,2026-03-19T00:00:00,P,326,1,355737.72000000003,355737.72000000003,480954.32,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,355737.72000000003,125216.59999999998,-0.00306815269579624,479478.6787065372,123740.95870653715,INPR AG,Hors mandat INPR AG,0,123740.95870653715,479478.6787065372,PP_FAC_Taux,INPR HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1414.07,2026-03-19T00:00:00,P,13278,1000,13651228.329999998,13651228.329999998,18776021.46,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5124793.130000003,-0.0189226095922859,18420730.13621604,4769501.8062160425,AUXIA AG,Hors mandat AUXIA AG,0,4769501.8062160425,18420730.13621604,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,INPR,INP2C,FR001400EBG6,MH Lazard Total Return,1126.16,2026-03-19T00:00:00,P,990,1,1003998.5999999999,1003998.6,1114898.4,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR42,9745480,PP_FAC_Taux_Autre,1003998.6,110899.79999999993,-0.00306815269579624,1111477.721468501,107479.12146850105,INPR AG,Hors mandat INPR AG,0,107479.12146850105,1111477.721468501,PP_FAC_Taux,INPR HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,INPR,INP2C,LU1585264762,TIKEHAU SUBFIN FUND I CAP,222.33,2026-03-19T00:00:00,P,1206.002,1,166199.139238006,166199.139238006,268130.42,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU49,7240288,PP_FAC_Taux_Corp_HY,166199.139238006,101931.28076199398,-0.00232865115776412,267506.0377870352,101306.89854902923,INPR AG,Hors mandat INPR AG,0,101306.89854902923,267506.0377870352,PP_FAC_Taux,INPR HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2B,FR0012599645,GROUPAMA ULTRA SHT TERM BD IC,11098.49,2026-03-19T00:00:00,P,455.11,1,,,5051033.78,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR43,5370699,PP_FAC_Taux_Autre,5051033.78,0,-0.00306815269579624,5035536.437091336,-15497.342908664607,MHP AG,Hors mandat MHP AG,0,-15497.342908664607,5035536.437091336,PP_FAC_Taux,MHP HM ACT NC,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,LU2066074910,BDLCM Funds BDL Transition E Acc,149.91,2026-03-19T00:00:00,P,72100,1,9938985,9938985,10808511,PP,FC_Act_exEUR,PP_FAC_Taux_Gov,LU41,11008390,PP_FAC_Taux_Gov,9938985,869526,0,10808511,869526,MHP AG,Hors mandat MHP AG,0,869526,10808511,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0010590950,OBJECTIF CREDIT FI-C,19795.9,2026-03-19T00:00:00,P,2568,1,48047074.559999995,48047074.559999995,50835871.199999996,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR49,2956515,PP_FAC_Taux_Corp_HY,48047074.559999995,2788796.6400000006,-0.00306815269579624,50679898.984734565,2632824.42473457,MHP AG,Hors mandat MHP AG,0,2632824.42473457,50679898.984734565,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,LU2541301847,EdRF EM Climate Bonds S EUR H,107.44,2026-03-19T00:00:00,P,115822,1,11563668.48,11563668.48,12443915.68,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,11563668.48,880247.1999999993,0,12443915.68,880247.1999999993,MHP AG,Hors mandat MHP AG,0,880247.1999999993,12443915.68,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0007053749,OSTRUM SRI CRDT ULTRA SHT PLSS,1759.24,2026-03-19T00:00:00,P,87914,1,140626954.03000003,140626954.03000003,154661825.35999998,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8297652,PP_FAC_Taux_Corp_IG,140626954.03000003,14034871.329999954,-0.00306815269579624,154187299.26358494,13560345.23358491,MHP AG,Hors mandat MHP AG,0,13560345.23358491,154187299.26358494,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400EBG6,MH Lazard Total Return,1126.16,2026-03-19T00:00:00,P,263978,1,285106487.94,285106487.94,297281464.48,PP,FC_Taux_Autre,PP_FAC_Taux_Autre,FR42,9745480,PP_FAC_Taux_Autre,285106487.94,12174976.540000021,-0.00306815269579624,296369359.55334544,11262871.613345444,MHP AG,Hors mandat MHP AG,0,11262871.613345444,296369359.55334544,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33411.98,2026-03-19T00:00:00,P,3354,1,107577490.98000002,107577490.98,112063780.92,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,107577490.98,4486289.939999998,-0.00232865115776412,111802823.46681722,4225332.486817211,MHP AG,Hors mandat MHP AG,0,4225332.486817211,111802823.46681722,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,HE00,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400MAX6,MH Lazard Diversifi�,1119.87,2026-03-19T00:00:00,P,129170,1,135965735.6,135965735.6,144653607.9,PP,FC_Div,PP_FAC_DIV_Autres,FR44,10831093,PP_FAC_DIV_Autres,135965735.6,8687872.300000012,0,144653607.9,8687872.300000012,MHP AG,Hors mandat MHP AG,0,8687872.300000012,144653607.9,PP_FAC_DIV,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0011790492,BDL REMPART EUROPE I,185.37,2026-03-19T00:00:00,P,136000,1,15116434,15116434,25210320,PP,FC_Alter_LS,PP_FAC_DIV_Autres,FR46,4373074,PP_FAC_DIV_Autres,15116434,10093886,0,25210320,10093886,MHP AG,Hors mandat MHP AG,0,10093886,25210320,PP_FAC_DIV,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400EC14,SIENNA COURT TERME - FS-C,110.8632,2026-03-19T00:00:00,P,0.06698999999207444,100,6.929999942249999,6.929999942249999,7.43,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_IG,FR42,9708308,PP_FAC_Taux_Corp_IG,6.929999942249999,0.5000000577500003,-0.00306815269579624,7.407203625470234,0.47720368322023443,MHP AG,Hors mandat MHP AG,0,0.47720368322023443,7.407203625470234,PP_FAC_Taux,MHP HM ACT COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011034560,EDR FINANCIAL BDS S,1475.32,2026-03-19T00:00:00,P,1184,1,1192613.92,1192613.92,1746778.88,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,4879142,PP_FAC_Taux_Corp_HY,1192613.92,554164.96,-0.00306815269579624,1741419.495670368,548805.575670368,MMH AG,Hors mandat MUTUELLE MH AG,0,548805.575670368,1741419.495670368,PP_FAC_Taux,MHM HM ACTIFS COTE,2026-03-23T00:00:00,LECPTREU,2026-03-19T00:00:00
