PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP1R,FR0007057674,FEDERIS ISR ACTIONS US MM,4351.99,2026-03-19T00:00:00,P,664,1,1138801.3299999998,1138801.3299999998,2889721.36,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1138801.3299999998,1750920.03,0,2889721.36,1750920.03,MHP PERE,Mandats LBPAM MHP PERE,0,1750920.03,2889721.36,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP1R,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,5400,1,2432947.11,2432947.11,5069304,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2636356.89,-0.0189226095922859,4973379.539503387,2540432.4295033873,MHP PERE,Mandats LBPAM MHP PERE,0,2540432.4295033873,4973379.539503387,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP1R,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6182.52,2026-03-19T00:00:00,P,932,1,2417368.6799999997,2417368.6799999997,5762108.64,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2417368.6799999997,3344739.96,-0.0189226095922859,5653074.507776942,3235705.8277769424,MHP PERE,Mandats LBPAM MHP PERE,0,3235705.8277769424,5653074.507776942,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0007475975,MH Lazard action euro LC,482.35,2026-03-19T00:00:00,P,1903737.57248,1,713346927.3070494,713346927.3070494,918267818.09,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,713346927.3070494,204920890.78295064,-0.0189226095922859,900891794.6671228,187544867.36007345,MHP AG,Hors mandat MHP AG,0,187544867.36007345,900891794.6671228,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0007021936,FEDERIS ISR FRANCE MH,445.13,2026-03-19T00:00:00,P,202477,1,86652809.35000001,86652809.35000001,90128587.01,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,86652809.35000001,3475777.6599999964,-0.0189226095922859,88423118.94490542,1770309.5949054062,MHP AG,Hors mandat MHP AG,0,1770309.5949054062,88423118.94490542,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAV8,MH AMUNDI ACTIONS USA C,1490.79,2026-03-19T00:00:00,P,80245,1000,111914639.50999998,111914639.50999998,119628443.55,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,111914639.50999998,7713804.040000021,0,119628443.55,7713804.040000021,MHP AG,Hors mandat MHP AG,0,7713804.040000021,119628443.55,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400N7S5,MH EDRAM DIVERSIFIE,11151.32,2026-03-19T00:00:00,P,19315,1,199496299.18,199496299.18,215387745.8,PP,FC_Div,,FR44,10907450,PP_FAC_Act_EUR_LC,199496299.18,15891446.620000005,0,215387745.8,15891446.620000005,MHP AG,Hors mandat MHP AG,0,15891446.620000005,215387745.8,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400WZF9,Fonds Objectif Biodiversit� Actions Cot�,10626.18,2026-03-19T00:00:00,P,1500,1,15000000,15000000,15939270.000000002,PP,FC_Act_Mixte,,FR41,11972345,PP_FAC_Act_EUR_LC,15000000,939270.0000000019,0,15939270.000000002,939270.0000000019,MHP AG,Hors mandat MHP AG,0,939270.0000000019,15939270.000000002,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAX4,MH AMUNDI ACTIONS ASIE PACIFIQUE,1311.85,2026-03-19T00:00:00,P,25000,1000,25000000,25000000,32796249.999999996,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,10230506,PP_FAC_Act_Asie,25000000,7796249.999999996,-0.00911425247081165,32497336.69740414,7497336.697404139,MHP AG,Hors mandat MHP AG,0,7497336.697404139,32497336.69740414,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,MSDEPN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAY2,MH AMUNDI ACTIONS EUROPE EX EURO,1332.79,2026-03-19T00:00:00,P,27715,1000,28086023.700000003,28086023.700000003,36938274.85,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,10187321,PP_FAC_Act_ExEUR,28086023.700000003,8852251.149999999,0,36938274.85,8852251.149999999,MHP AG,Hors mandat MHP AG,0,8852251.149999999,36938274.85,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,168110,1,138060805.9,138060805.9,157814943.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,138060805.9,19754137.699999988,-0.0189226095922859,154828673.03442857,16767867.13442856,MHP AG,Hors mandat MHP AG,0,16767867.13442856,154828673.03442857,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0013032430,DOM REFLEX I,1237.97,2026-03-19T00:00:00,P,8115,1,10004334.299999999,10004334.299999999,10046126.55,PP,FC_Div,,FR44,7271877,PP_FAC_Act_EUR_LC,10004334.299999999,41792.25000000186,0,10046126.55,41792.25000000186,MHP AG,Hors mandat MHP AG,0,41792.25000000186,10046126.55,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400CCX3,GEMEQUITY PART MH,146.75,2026-03-19T00:00:00,P,769495,1,103166055.69999999,103166055.69999999,112923391.25,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,103166055.69999999,9757335.550000012,-0.0113853202235166,111637722.2798933,8471666.579893306,MHP AG,Hors mandat MHP AG,0,8471666.579893306,111637722.2798933,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,MSDEEEMN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1414.07,2026-03-19T00:00:00,P,214120,1000,220445155.6,220445155.6,302780668.40000004,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,220445155.6,82335512.80000004,-0.0189226095922859,297051268.01977545,76606112.41977546,MHP AG,Hors mandat MHP AG,0,76606112.41977546,297051268.01977545,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2C,FR0011945989,MH EDRAM Euro Smidcap H - EUR,2052.62,2026-03-19T00:00:00,P,160709.63,1,234723560.97559997,234723560.97559997,329875800.73,PP,FC_Act_Mixte,PP_FAC_Act_EUR_LC,FR41,8426038,PP_FAC_Act_EUR_LC,234723560.97559997,95152239.75440004,0,329875800.73,95152239.75440004,MHP AG,Hors mandat MHP AG,0,95152239.75440004,329875800.73,PP_FAC_Act,MHP HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAV8,MH AMUNDI ACTIONS USA C,1490.79,2026-03-19T00:00:00,P,410,1000,603294.5,603294.5,611223.9,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,603294.5,7929.400000000023,0,611223.9,7929.400000000023,MMH AG,Hors mandat MUTUELLE MH AG,0,7929.400000000023,611223.9,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,8102,1,5435895.16,5435895.16,7605833.52,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,5435895.16,2169938.3599999994,-0.0189226095922859,7461911.301677118,2026016.141677118,MMH AG,Hors mandat MUTUELLE MH AG,0,2026016.141677118,7461911.301677118,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6182.52,2026-03-19T00:00:00,P,299,1,1431845.22,1431845.22,1848573.48,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1431845.22,416728.26,-0.0189226095922859,1813593.6457353067,381748.4257353067,MMH AG,Hors mandat MUTUELLE MH AG,0,381748.4257353067,1813593.6457353067,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400CCX3,GEMEQUITY PART MH,146.75,2026-03-19T00:00:00,P,27856,1,2973227.24,2973227.24,4087868,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,2973227.24,1114640.7599999998,-0.0113853202235166,4041326.3137885337,1068099.0737885335,MMH AG,Hors mandat MUTUELLE MH AG,0,1068099.0737885335,4041326.3137885337,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,MSDEEEMN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0014003QV0,LBPAM ISR ACTIONS ENVIRON-MH,13091.51,2026-03-19T00:00:00,P,475,1,4750000,4750000,6218467.25,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,9529463,PP_FAC_Act_EUR_LC,4750000,1468467.25,-0.0189226095922859,6100797.621965835,1350797.6219658349,MMH AG,Hors mandat MUTUELLE MH AG,0,1350797.6219658349,6100797.621965835,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1414.07,2026-03-19T00:00:00,P,7556,1000,7760837.859999999,7760837.859999999,10684712.92,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,7760837.859999999,2923875.0600000005,-0.0189226095922859,10482530.268809186,2721692.408809187,MMH AG,Hors mandat MUTUELLE MH AG,0,2721692.408809187,10482530.268809186,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAX4,MH AMUNDI ACTIONS ASIE PACIFIQUE,1311.85,2026-03-19T00:00:00,P,1778,1000,1736163.6600000001,1736163.6600000001,2332469.3,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,10230506,PP_FAC_Act_Asie,1736163.6600000001,596305.6399999997,-0.00911425247081165,2311210.5859193825,575046.9259193824,MMH AG,Hors mandat MUTUELLE MH AG,0,575046.9259193824,2311210.5859193825,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,MSDEPN,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007475975,MH Lazard action euro LC,482.35,2026-03-19T00:00:00,P,5307.79006,1,1126750.7257925575,1126750.7257925575,2560212.54,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,1126750.7257925575,1433461.8142074426,-0.0189226095922859,2511766.6376323053,1385015.9118397478,MMH AG,Hors mandat MUTUELLE MH AG,0,1385015.9118397478,2511766.6376323053,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4351.99,2026-03-19T00:00:00,P,295,1,1228087.95,1228087.95,1283837.05,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1228087.95,55749.10000000009,0,1283837.05,55749.10000000009,MMH AG,Hors mandat MUTUELLE MH AG,0,55749.10000000009,1283837.05,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAY2,MH AMUNDI ACTIONS EUROPE EX EURO,1332.79,2026-03-19T00:00:00,P,2415,1000,2810464.7600000002,2810464.7600000002,3218687.85,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,10187321,PP_FAC_Act_ExEUR,2810464.7600000002,408223.08999999985,0,3218687.85,408223.08999999985,MMH AG,Hors mandat MUTUELLE MH AG,0,408223.08999999985,3218687.85,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3333.05,2026-03-19T00:00:00,P,402,1,789805.1799999999,789805.1799999999,1339886.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,789805.1799999999,550080.9200000002,-0.0189226095922859,1314531.9584315696,524726.7784315697,MMH AG,Hors mandat MUTUELLE MH AG,0,524726.7784315697,1314531.9584315696,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2D,FR0007057674,FEDERIS ISR ACTIONS US MM,4424.87,2026-03-19T00:00:00,P,127,1,418538.04000000004,418538.04,561958.49,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,418538.04,143420.45,0,561958.49,143420.45,MHP AG,Hors mandat MHP AG,0,143420.45,561958.49,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2D,FR0007475975,MH Lazard action euro LC,527.56,2026-03-19T00:00:00,P,4071.9888,1,771861.337436376,771861.337436376,2148218.41,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,771861.337436376,1376357.072563624,-0.0189226095922859,2107568.511708609,1335707.1742722327,MHP AG,Hors mandat MHP AG,0,1335707.1742722327,2107568.511708609,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2D,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6839.87,2026-03-19T00:00:00,P,120,1,233177.95,233177.95,820784.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,233177.95,587606.45,-0.0189226095922859,805253.0172393614,572075.0672393613,MHP AG,Hors mandat MHP AG,0,572075.0672393613,805253.0172393613,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHP,MHP2D,FR0007021936,FEDERIS ISR FRANCE MH,492.25,2026-03-19T00:00:00,P,900,1,140329.71999999997,140329.71999999997,443025,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,140329.71999999997,302695.28,-0.0189226095922859,434641.8108853776,294312.0908853776,MHP AG,Hors mandat MHP AG,0,294312.0908853776,434641.8108853776,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3333.05,2026-03-19T00:00:00,P,1620,1,1731890,1731890,5399541,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,3667651,-0.0189226095922859,5297367.593679459,3565477.593679459,MHRS AG,Hors mandat MHRS AG,0,3565477.593679459,5297367.593679459,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007021936,FEDERIS ISR FRANCE MH,445.13,2026-03-19T00:00:00,P,800,1,105511.99999999999,105511.99999999999,356104,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,105511.99999999999,250592,-0.0189226095922859,349365.5830337486,243853.5830337486,MHRS AG,Hors mandat MHRS AG,0,243853.5830337486,349365.5830337486,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6182.52,2026-03-19T00:00:00,P,1584,1,3694444.3199999994,3694444.3199999994,9793111.68,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,3694444.3199999994,6098667.36,-0.0189226095922859,9607800.450985705,5913356.130985706,MHRS AG,Hors mandat MHRS AG,0,5913356.130985706,9607800.450985705,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR001400OLK6,MH AMUNDI ACTIONS EURO U,118.8,2026-03-19T00:00:00,P,1,1,100,100,118.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,11110054,PP_FAC_Act_EUR_LC,100,18.799999999999997,-0.0189226095922859,116.55199398043644,16.551993980436436,MHRS AG,Hors mandat MHRS AG,0,16.551993980436436,116.55199398043644,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4351.99,2026-03-19T00:00:00,P,3059,1,4316548.46,4316548.46,13312737.41,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,4316548.46,8996188.95,0,13312737.41,8996188.95,MHRS AG,Hors mandat MHRS AG,0,8996188.95,13312737.41,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007475975,MH Lazard action euro LC,482.35,2026-03-19T00:00:00,P,18513.34446,1,2756712.802239564,2756712.802239564,8929911.7,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,2756712.802239564,6173198.897760436,-0.0189226095922859,8760934.467207313,6004221.664967749,MHRS AG,Hors mandat MHRS AG,0,6004221.664967749,8760934.467207313,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3263.23,2026-03-19T00:00:00,P,4278,1,5692267.63,5692267.63,13960097.94,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,8267830.31,-0.0189226095922859,13695936.456811305,8003668.826811305,MHRS AG,Hors mandat MHRS AG,0,8003668.826811305,13695936.456811305,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,6580,1,1417462,1417462,6177040.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,1417462,4759578.8,-0.0189226095922859,6060155.068505978,4642693.068505978,MHRS AG,Hors mandat MHRS AG,0,4642693.068505978,6060155.068505978,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1414.07,2026-03-19T00:00:00,P,8830,1000,9278387.4,9278387.4,12486238.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,9278387.4,3207850.6999999993,-0.0189226095922859,12249965.891157374,2971578.4911573734,MHRS AG,Hors mandat MHRS AG,0,2971578.4911573734,12249965.891157374,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2C,FR0014010YJ4,LBPAM ISR Actions Focus Euro I2,10047.12,2026-03-19T00:00:00,P,532.21668,1,1696133.3395103505,1696133.3395103507,5347244.85,PP,FC_Act_EUR,,FR41,12771012,PP_FAC_Act_EUR_LC,1696133.3395103507,3651111.510489649,-0.0189226095922859,5246061.023309088,3549927.683798738,MHRS AG,Hors mandat MHRS AG,0,3549927.683798738,5246061.023309088,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2F,FR0000986531,SELECTION VALEURS MOYENNES,938.76,2026-03-19T00:00:00,P,546,1,301354.46,301354.46,512562.96,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,301354.46,211208.5,-0.0189226095922859,502863.9312164536,201509.4712164536,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,201509.4712164536,502863.9312164536,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2F,FR0007475975,MH Lazard action euro LC,482.35,2026-03-19T00:00:00,P,7395.86804,1,1973456.1246080261,1973456.1246080261,3567396.95,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,1973456.1246080261,1593940.825391974,-0.0189226095922859,3499892.490254439,1526436.3656464128,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,1526436.3656464128,3499892.490254439,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2F,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6182.52,2026-03-19T00:00:00,P,58,1,193215.49000000002,193215.49000000002,358586.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,193215.49000000002,165370.66999999995,-0.0189226095922859,351800.774089123,158585.284089123,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,158585.284089123,351800.774089123,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-03-23T00:00:00,M7EM,2026-03-20T00:00:00
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2F,FR0007057674,FEDERIS ISR ACTIONS US MM,4351.99,2026-03-19T00:00:00,P,208,1,699104.29,699104.29,905213.92,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,699104.29,206109.63,0,905213.92,206109.63,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,206109.63,905213.92,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-03-23T00:00:00,,
EXPORT_PRMP_ADP,2026-03-23T00:00:00,Groupe MH,MHRS,MRS2G,FR0007057674,FEDERIS ISR ACTIONS US MM,4424.87,2026-03-19T00:00:00,P,150,1,547843.44,547843.44,663730.5,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,547843.44,115887.06000000006,0,663730.5,115887.06000000006,MHRS AG SG,Mandats LBPAM MHRS SG,0,115887.06000000006,663730.5,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-23T00:00:00,,
