PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name]
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,MHRS,MRS2C,FR0010590950,OBJECTIF CREDIT FI-C,20055.66,2026-01-23T00:00:00,P,170,1,2211485.6,2211485.6,3409462.2,PP,FC_Taux_Autre,PP_FAC_Taux_Corp_HY,FR42,2956515,PP_FAC_Taux_Corp_HY,2211485.6,1197976.6,HE00,0.000328849179647766,3410583.3988475106,1199097.7988475105,MHRS AG,Hors mandat MHRS AG,0,1199097.7988475105,3410583.3988475106,2026-01-26T00:00:00,PP_FAC_Taux,MHRS HM ACTIFS COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2519.83,2026-01-23T00:00:00,P,7888,1,8412826.24,8412826.24,19876419.04,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11463592.799999999,,0,19876419.04,11463592.799999999,AUXIA AG,Hors mandat AUXIA AG,0,11463592.799999999,19876419.04,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,468.55,2026-01-23T00:00:00,P,60537,1,11652333.39,11652333.39,28364611.35,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16712277.96,,0,28364611.35,16712277.96,AUXIA AG,Hors mandat AUXIA AG,0,16712277.96,28364611.35,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6729.72,2026-01-23T00:00:00,P,840,1,1476258,1476258,5652964.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4176706.8,,0,5652964.8,4176706.8,AUXIA AG,Hors mandat AUXIA AG,0,4176706.8,5652964.8,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33796.13,2026-01-23T00:00:00,P,186,1,5000211.96,5000211.96,6286080.18,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1285868.2199999997,HE00,0.000328849179647766,6288147.352310393,1287935.392310393,AUXIA AG,Hors mandat AUXIA AG,0,1287935.392310393,6288147.352310393,2026-01-26T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,146.62,2026-01-23T00:00:00,P,10886,1,1080979.8,1080979.8,1596105.32,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,515125.52,MSDEEEMN,-0.00621868692501982,1586179.6407155616,505199.8407155615,AUXIA AG,Hors mandat AUXIA AG,0,505199.8407155615,1586179.6407155616,2026-01-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3518.93,2026-01-23T00:00:00,P,1300,1,2478112,2478112,4574609,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,2478112,2096497,,0,4574609,2096497,AUXIA AG,Hors mandat AUXIA AG,0,2096497,4574609,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,995.43,2026-01-23T00:00:00,P,22218,1,8865004.54,8865004.54,22116463.74,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13251459.2,,0,22116463.74,13251459.2,AUXIA AG,Hors mandat AUXIA AG,0,13251459.2,22116463.74,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.31,2026-01-23T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3816736.09,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,298474.3299999996,LG20TREH,0.000823362343955599,3819878.646773322,301616.8867733218,AUXIA AG,Hors mandat AUXIA AG,0,301616.8867733218,3819878.646773322,2026-01-23T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-01-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4396.85,2026-01-23T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39545268.9,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19115098.589999996,,0,39545268.9,19115098.589999996,AUXIA AG,Hors mandat AUXIA AG,0,19115098.589999996,39545268.9,,PP_FAC_Act,AUXIA HM ACT COTE
