PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name]
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3440.89,2026-01-29T00:00:00,P,4278,1,5692267.63,5692267.63,14720127.42,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,9027859.79,M7EM,0.00886211512717538,14850578.88388273,9158311.253882729,MHRS AG,Hors mandat MHRS AG,0,9158311.253882729,14850578.883882727,2026-01-30T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007045950,FEDERIS ISR EURO M,2433.07,2026-01-29T00:00:00,P,24261,1,20164514.1,20164514.1,59028711.27,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,20164514.1,38864197.17,M7EM,0.00886211512717538,59551830.50508353,39387316.40508353,AUXIA AG,Hors mandat AUXIA AG,0,39387316.40508353,59551830.50508353,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2500.16,2026-01-29T00:00:00,P,7888,1,8412826.24,8412826.24,19721262.08,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11308435.839999998,M7EM,0.00886211512717538,19896034.175006155,11483207.935006155,AUXIA AG,Hors mandat AUXIA AG,0,11483207.935006155,19896034.175006155,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,464.44,2026-01-29T00:00:00,P,60537,1,11652333.39,11652333.39,28115804.28,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16463470.89,M7EM,0.00886211512717538,28364969.77442249,16712636.384422489,AUXIA AG,Hors mandat AUXIA AG,0,16712636.384422489,28364969.77442249,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6581.87,2026-01-29T00:00:00,P,840,1,1476258,1476258,5528770.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4052512.8,M7EM,0.00886211512717538,5577767.403341365,4101509.403341365,AUXIA AG,Hors mandat AUXIA AG,0,4101509.403341365,5577767.403341365,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,986.15,2026-01-29T00:00:00,P,22218,1,8865004.54,8865004.54,21910280.700000003,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13045276.160000004,M7EM,0.00886211512717538,22104452.13003213,13239447.59003213,AUXIA AG,Hors mandat AUXIA AG,0,13239447.59003213,22104452.13003213,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4379.9,2026-01-29T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39392820.6,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,18962650.29,,0,39392820.6,18962650.29,AUXIA AG,Hors mandat AUXIA AG,0,18962650.29,39392820.6,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,149.64,2026-01-29T00:00:00,P,10886,1,1080979.8,1080979.8,1628981.04,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,548001.24,MSDEEEMN,-0.0144390013186233,1605460.1806154277,524480.3806154276,AUXIA AG,Hors mandat AUXIA AG,0,524480.3806154276,1605460.1806154277,2026-01-30T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.45,2026-01-29T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3821669.55,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,303407.7899999996,,0,3821669.55,303407.7899999996,AUXIA AG,Hors mandat AUXIA AG,0,303407.7899999996,3821669.55,,PP_FAC_Taux,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-02T00:00:00,Groupe MH,AUXIA,AUX2E,IE00B4WXJJ64,ISHARES CORE EUR GVT (GER),110.01,2026-01-29T00:00:00,P,150000,1,16379280,16379280,16501500,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,GB42,5030921,PP_FAC_Taux_Gov,16379280,122220,,0,16501500,122220,AUXIA AG,Hors mandat AUXIA AG,0,122220,16501500,,PP_FAC_Taux,AUXIA HM ACT COTE
