PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,MHRS,MRS2C,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2228.75,2026-03-05T00:00:00,P,1550,1,1554170,1554170,3454562.5,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,1554170,1900392.5,MSDEEEMN,-0.00221131327688698,3446923.3800779143,1892753.3800779143,MHRS AG,Hors mandat MHRS AG,0,1892753.3800779143,3446923.3800779143,2026-03-06T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,498.33,2026-03-05T00:00:00,P,114872.6982,1,20164514.04732495,20164514.04732495,57244511.69,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,20164514.04732495,37079997.64267504,M7EM,-0.0108616159700967,56622743.7876275,36458229.74030255,AUXIA AG,Hors mandat AUXIA AG,0,36458229.74030255,56622743.7876275,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2480.06,2026-03-05T00:00:00,P,7888,1,8412826.24,8412826.24,19562713.279999997,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11149887.039999997,M7EM,-0.0108616159700967,19350230.601019528,10937404.361019528,AUXIA AG,Hors mandat AUXIA AG,0,10937404.361019528,19350230.601019528,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,462.76,2026-03-05T00:00:00,P,60537,1,11652333.39,11652333.39,28014102.12,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16361768.73,M7EM,-0.0108616159700967,27709823.70102549,16057490.31102549,AUXIA AG,Hors mandat AUXIA AG,0,16057490.31102549,27709823.70102549,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6481.94,2026-03-05T00:00:00,P,840,1,1476258,1476258,5444829.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,3968571.5999999996,M7EM,-0.0108616159700967,5385689.951862184,3909431.9518621843,AUXIA AG,Hors mandat AUXIA AG,0,3909431.9518621843,5385689.951862184,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,984.45,2026-03-05T00:00:00,P,22218,1,8865004.54,8865004.54,21872510.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13007505.560000002,M7EM,-0.0108616159700967,21634939.29499174,12769934.75499174,AUXIA AG,Hors mandat AUXIA AG,0,12769934.75499174,21634939.29499174,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4474.58,2026-03-05T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40244372.52,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19814202.21,,0,40244372.52,19814202.21,AUXIA AG,Hors mandat AUXIA AG,0,19814202.21,40244372.52,,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,148.4,2026-03-05T00:00:00,P,10886,1,1080979.8,1080979.8,1615482.4,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,534502.5999999999,MSDEEEMN,-0.00221131327688698,1611910.0623203027,530930.2623203027,AUXIA AG,Hors mandat AUXIA AG,0,530930.2623203027,1611910.0623203027,2026-03-06T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.53,2026-03-05T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3824488.67,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,306226.9099999997,,0,3824488.67,306226.9099999997,AUXIA AG,Hors mandat AUXIA AG,0,306226.9099999997,3824488.67,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-09T00:00:00
EXPORT_PRMP_ADP,2026-03-09T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33790.11,2026-03-05T00:00:00,P,186,1,5000211.96,5000211.96,6284960.46,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1284748.5,HE00,-0.00334336257613807,6263947.558405528,1263735.5984055279,AUXIA AG,Hors mandat AUXIA AG,0,1263735.5984055279,6263947.558405528,2026-03-06T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-09T00:00:00
