PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4502.96,2026-01-06T00:00:00,P,295,1,1228087.95,1228087.95,1328373.2,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1228087.95,100285.25,0,1328373.2,100285.25,MMH AG,Hors mandat MUTUELLE MH AG,0,100285.25,1328373.2,PP_FAC_Act,MHM HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2528.07,2026-01-06T00:00:00,P,7888,1,8412826.24,8412826.24,19941416.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11528589.92,0,19941416.16,11528589.92,AUXIA AG,Hors mandat AUXIA AG,0,11528589.92,19941416.16,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,479.98,2026-01-06T00:00:00,P,60537,1,11652333.39,11652333.39,29056549.259999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17404215.869999997,0,29056549.259999998,17404215.869999997,AUXIA AG,Hors mandat AUXIA AG,0,17404215.869999997,29056549.259999998,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6710.18,2026-01-06T00:00:00,P,1306,1,2295229.7,2295229.7,8763495.08,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2295229.7,6468265.38,0,8763495.08,6468265.38,AUXIA AG,Hors mandat AUXIA AG,0,6468265.38,8763495.08,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,LU0396332305,UBS CONVERT GLOBAL-IA3A,268.63,2026-01-06T00:00:00,P,23944,1,5551416.399999999,5551416.399999999,6432076.72,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,5338906,PP_FAC_Conv_Global,5551416.399999999,880660.3200000003,0.0142516206563871,6523744.237446219,972327.8374462193,AUXIA AG,Hors mandat AUXIA AG,0,972327.8374462193,6523744.237446219,PP_FAC_Conv,AUXIA HM ACT COTE,UCBIFX13,2026-01-06T00:00:00
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5355.74,2026-01-06T00:00:00,P,2379,1,6254703.91,6254703.91,12741305.46,PP,FC_Act_AsPac,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,6254703.91,6486601.550000001,-0.00739104930816734,12647133.84309472,6392429.933094719,AUXIA AG,Hors mandat AUXIA AG,0,6392429.933094719,12647133.84309472,PP_FAC_Act,AUXIA HM ACT COTE,MSDEPN,2026-01-07T00:00:00
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33608.34,2026-01-06T00:00:00,P,186,1,5000211.96,5000211.96,6251151.24,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1250939.2800000003,0.00135081607572691,6259595.395586792,1259383.4355867924,AUXIA AG,Hors mandat AUXIA AG,0,1259383.4355867924,6259595.395586792,PP_FAC_Taux,AUXIA HM ACT COTE,HE00,2026-01-07T00:00:00
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,144.39,2026-01-06T00:00:00,P,10886,1,1080979.8,1080979.8,1571829.54,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,490849.74,-0.00229732378111182,1568218.538617904,487238.738617904,AUXIA AG,Hors mandat AUXIA AG,0,487238.738617904,1568218.538617904,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,2026-01-07T00:00:00
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3511.43,2026-01-06T00:00:00,P,2700,1,3878112,3878112,9480861,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,3878112,5602749,0,9480861,5602749,AUXIA AG,Hors mandat AUXIA AG,0,5602749,9480861,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-08T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,982.39,2026-01-06T00:00:00,P,22218,1,8865004.540000001,8865004.540000001,21826741.02,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.540000001,12961736.479999999,0,21826741.02,12961736.479999999,AUXIA AG,Hors mandat AUXIA AG,0,12961736.479999999,21826741.02,PP_FAC_Act,AUXIA HM ACT COTE,,
