PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3649.76,2026-02-25T00:00:00,P,1620,1,1731890,1731890,5912611.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,4180721.2,M7EM,-0.00130185067007017,5904913.863147416,4173023.863147416,MHRS AG,Hors mandat MHRS AG,0,4173023.863147416,5904913.863147416,2026-02-26T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,527.3,2026-02-25T00:00:00,P,114872.6982,1,59527032.10360002,59527032.10360001,60572373.76,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,59527032.10360001,1045341.6563999876,M7EM,-0.00130185067007017,60493517.5746328,966485.4710327908,AUXIA AG,Hors mandat AUXIA AG,0,966485.4710327908,60493517.5746328,2026-02-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2614.19,2026-02-25T00:00:00,P,7888,1,8412826.24,8412826.24,20620730.72,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,12207904.479999999,M7EM,-0.00130185067007017,20593885.60789483,12181059.36789483,AUXIA AG,Hors mandat AUXIA AG,0,12181059.36789483,20593885.60789483,2026-02-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,489.58,2026-02-25T00:00:00,P,60537,1,11652333.39,11652333.39,29637704.459999997,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17985371.069999997,M7EM,-0.00130185067007017,29599120.594589405,17946787.204589404,AUXIA AG,Hors mandat AUXIA AG,0,17946787.204589404,29599120.594589405,2026-02-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6878.72,2026-02-25T00:00:00,P,840,1,1476258,1476258,5778124.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4301866.8,M7EM,-0.00130185067007017,5770602.544357371,4294344.544357371,AUXIA AG,Hors mandat AUXIA AG,0,4294344.544357371,5770602.544357371,2026-02-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1026.68,2026-02-25T00:00:00,P,22218,1,8865004.54,8865004.54,22810776.24,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13945771.7,M7EM,-0.00130185067007017,22781080.015667133,13916075.475667134,AUXIA AG,Hors mandat AUXIA AG,0,13916075.475667134,22781080.015667133,2026-02-26T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4466.25,2026-02-25T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40169452.5,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19739282.189999998,,0,40169452.5,19739282.189999998,AUXIA AG,Hors mandat AUXIA AG,0,19739282.189999998,40169452.5,,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,157.08,2026-02-25T00:00:00,P,10886,1,1080979.8,1080979.8,1709972.88,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,628993.0799999998,MSDEEEMN,0.0120189117930435,1730524.8932132167,649545.0932132166,AUXIA AG,Hors mandat AUXIA AG,0,649545.0932132166,1730524.8932132167,2026-02-25T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,109.06,2026-02-25T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3843165.34,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,324903.5799999996,,0,3843165.34,324903.5799999996,AUXIA AG,Hors mandat AUXIA AG,0,324903.5799999996,3843165.34,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33994.25,2026-02-25T00:00:00,P,186,1,5000211.96,5000211.96,6322930.5,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1322718.54,HE00,0.000302472714440563,6324843.013951554,1324631.053951554,AUXIA AG,Hors mandat AUXIA AG,0,1324631.053951554,6324843.013951554,2026-02-26T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0011758044,LBPAM PRO ALTO M,1141.73,2026-02-25T00:00:00,P,1153,1,1152877.74,1152877.74,1316414.69,PP,FC_Div,PP_FAC_Taux_Corp_IG,FR42,5873495,PP_FAC_Taux_Corp_IG,1152877.74,163536.94999999995,,0,1316414.69,163536.94999999995,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,163536.94999999995,1316414.69,,PP_FAC_Taux,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0000986531,SELECTION VALEURS MOYENNES,1026.68,2026-02-25T00:00:00,P,737,1,291444.63,291444.63,756663.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,291444.63,465218.53,M7EM,-0.00130185067007017,755678.0975581367,464233.4675581367,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,464233.4675581367,755678.0975581367,2026-02-26T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6878.72,2026-02-25T00:00:00,P,80,1,354119.48,354119.48,550297.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,354119.48,196178.12,M7EM,-0.00130185067007017,549581.194700702,195461.714700702,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,195461.714700702,549581.194700702,2026-02-26T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007475975,MH Lazard action euro LC,527.3,2026-02-25T00:00:00,P,4450.77846,1,1058205.1096047643,1058205.1096047643,2346895.48,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,1058205.1096047643,1288690.3703952357,M7EM,-0.00130185067007017,2343840.1725467774,1285635.0629420131,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,1285635.0629420131,2343840.1725467774,2026-02-26T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007074166,LBPAM ACTIONS VALUE EURO,3586.8,2026-02-25T00:00:00,P,360,1,482660.91000000003,482660.91000000003,1291248,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,482660.91000000003,808587.09,M7EM,-0.00130185067007017,1289566.9879259733,806906.0779259732,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,806906.0779259732,1289566.9879259733,2026-02-26T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
EXPORT_PRMP_ADP,2026-02-27T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4298.34,2026-02-25T00:00:00,P,459,1,824285.82,824285.82,1972938.06,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,824285.82,1148652.2400000002,M7EM,-0.00130185067007017,1970369.5892645821,1146083.769264582,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,1146083.769264582,1970369.589264582,2026-02-26T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE,2026-02-27T00:00:00
