PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Ref Unik Asset]
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4298.97,2026-03-23T00:00:00,P,6115,1,7530823.43,7530823.43,26288201.55,PP,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,7530823.43,18757378.12,,0,26288201.55,18757378.12,INPR AG,Hors mandat INPR AG,0,18757378.12,26288201.55,,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_US
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3243.58,2026-03-23T00:00:00,P,4166,1,4766835.38,4766835.38,13512754.28,PP,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,4766835.38,8745918.899999999,M7EM,0.00258550431385779,13547691.564483041,8780856.18448304,INPR AG,Hors mandat INPR AG,0,8780856.18448304,13547691.56448304,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0014010YJ4,LBPAM ISR Actions Focus Euro I2,9959.3,2026-03-23T00:00:00,P,191.82795,1,477592.1998118414,477592.1998118414,1910472.1,PP,,FR41,12771012,PP_FAC_Act_EUR_LC,477592.1998118414,1432879.9001881587,M7EM,0.00258550431385779,1915411.633856055,1437819.4340442137,INPR AG,Hors mandat INPR AG,0,1437819.4340442137,1915411.633856055,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0007021936,FEDERIS ISR FRANCE MH,440.4,2026-03-23T00:00:00,P,11000,1,1414820,1414820,4844400,PP,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,1414820,3429580,M7EM,0.00258550431385779,4856925.217098053,3442105.2170980526,INPR AG,Hors mandat INPR AG,0,3442105.2170980526,4856925.217098053,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3305.19,2026-03-23T00:00:00,P,3900,1,5566093.5,5566093.5,12890241,PP,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,5566093.5,7324147.5,M7EM,0.00258550431385779,12923568.773712168,7357475.2737121675,INPR AG,Hors mandat INPR AG,0,7357475.2737121675,12923568.773712168,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0007475975,MH Lazard action euro LC,476.58,2026-03-23T00:00:00,P,71023.06059,1,12776999.594229193,12776999.594229193,33848170.22,PP,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,12776999.594229193,21071170.625770807,M7EM,0.00258550431385779,33935684.81012,21158685.21589081,INPR AG,Hors mandat INPR AG,0,21158685.21589081,33935684.81012,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0000986531,SELECTION VALEURS MOYENNES,930.62,2026-03-23T00:00:00,P,9833,1,4420615.980000001,4420615.98,9150786.46,PP,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,4420615.98,4730170.48,M7EM,0.00258550431385779,9174445.857867522,4753829.877867522,INPR AG,Hors mandat INPR AG,0,4753829.877867522,9174445.857867522,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6149.2,2026-03-23T00:00:00,P,700,1,2869788,2869788,4304440,PP,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2869788,1434652,M7EM,0.00258550431385779,4315569.148188742,1445781.1481887419,INPR AG,Hors mandat INPR AG,0,1445781.1481887419,4315569.148188742,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,INPR,INP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1405.49,2026-03-23T00:00:00,P,4140,1000,4983525,4983525,5818728.6,PP,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,4983525,835203.5999999996,M7EM,0.00258550431385779,5833772.9478964675,850247.9478964675,INPR AG,Hors mandat INPR AG,0,850247.9478964675,5833772.9478964675,2026-03-24T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
EXPORT_PRMP_ADP,2026-03-25T00:00:00,Groupe MH,MHP,MHP1R,FR0007475975,MH Lazard action euro LC,476.58,2026-03-23T00:00:00,P,31529.50403,1,9380768.959800778,9380768.959800778,15026331.03,PP,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,9380768.959800778,5645562.070199221,M7EM,0.00258550431385779,15065181.67369952,5684412.713898743,MHP PERE,Mandats LBPAM MHP PERE,0,5684412.713898743,15065181.67369952,2026-03-24T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-25T00:00:00,FC_Act_EUR
