PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name]
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,INPR,INP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1517.27,2026-02-13T00:00:00,P,4140,1000,4983525,4983525,6281497.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,4983525,1297972.7999999998,M7EM,0.000447639360665708,6284309.645659214,1300784.645659214,INPR AG,Hors mandat INPR AG,0,1300784.645659214,6284309.645659214,2026-02-16T00:00:00,PP_FAC_Act,INPR HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,514.37,2026-02-13T00:00:00,P,114872.698,1,20164514.04732495,20164514.04732495,59087069.669999994,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,20164514.04732495,38922555.62267505,M7EM,0.000447639360665708,59113519.368090674,38949005.32076572,AUXIA AG,Hors mandat AUXIA AG,0,38949005.32076572,59113519.368090674,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2537.32,2026-02-13T00:00:00,P,7888,1,8412826.24,8412826.24,20014380.159999996,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11601553.919999996,M7EM,0.000447639360665708,20023339.384338938,11610513.144338937,AUXIA AG,Hors mandat AUXIA AG,0,11610513.144338937,20023339.384338938,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,474.59,2026-02-13T00:00:00,P,60537,1,11652333.39,11652333.39,28730254.830000002,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17077921.44,M7EM,0.000447639360665708,28743115.622903865,17090782.232903864,AUXIA AG,Hors mandat AUXIA AG,0,17090782.232903864,28743115.622903865,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6678.81,2026-02-13T00:00:00,P,840,1,1476258,1476258,5610200.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4133942.4000000004,M7EM,0.000447639360665708,5612711.746520262,4136453.746520262,AUXIA AG,Hors mandat AUXIA AG,0,4136453.746520262,5612711.746520262,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1006.66,2026-02-13T00:00:00,P,22218,1,8865004.54,8865004.54,22365971.880000003,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13500967.340000004,M7EM,0.000447639360665708,22375983.769353032,13510979.229353033,AUXIA AG,Hors mandat AUXIA AG,0,13510979.229353033,22375983.769353032,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,221.62,2026-02-13T00:00:00,P,18400,1,3696560,3696560,4077808,PP,FC_Act_US,,LU41,11976073,PP_FAC_Act_EUR_LC,3696560,381248,,0,4077808,381248,AUXIA AG,Hors mandat AUXIA AG,0,381248,4077808,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4333.41,2026-02-13T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,38974689.54,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,18544519.229999997,,0,38974689.54,18544519.229999997,AUXIA AG,Hors mandat AUXIA AG,0,18544519.229999997,38974689.54,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,150.87,2026-02-13T00:00:00,P,10886,1,1080979.8,1080979.8,1642370.82,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,561391.02,MSDEEEMN,0.00134629901509155,1644581.9422173814,563602.1422173814,AUXIA AG,Hors mandat AUXIA AG,0,563602.1422173814,1644581.9422173814,2026-02-16T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-17T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0000986531,SELECTION VALEURS MOYENNES,1006.66,2026-02-13T00:00:00,P,737,1,291444.63,291444.63,741908.42,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,291444.63,450463.79000000004,M7EM,0.000447639360665708,742240.5274108013,450795.89741080126,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,450795.89741080126,742240.5274108013,2026-02-16T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE
