PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name]
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,QUATREM,QUA2B,FR0010106849,BNP INDICE FRANCE ESG CL D,441.76,2026-02-06T00:00:00,P,386.1,1,104452.65988470001,104452.65988470001,170563.54,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8466172,PP_FAC_Act_EUR_LC,104452.65988470001,66110.8801153,M7EM,-0.00106698589496687,170381.55110862438,65928.89122392437,QUATREM AG,Hors mandat QUATREM AG,0,65928.89122392437,170381.55110862438,2026-02-10T00:00:00,PP_FAC_Act,QUATREM HM ACT NC
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,524.58,2026-02-09T00:00:00,P,114872.698,1,20164514.04732495,20164514.04732495,60259919.919999994,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,20164514.04732495,40095405.87267505,M7EM,-0.00106698589496687,60195623.43541352,40031109.38808857,AUXIA AG,Hors mandat AUXIA AG,0,40031109.38808857,60195623.435413525,2026-02-10T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2558.78,2026-02-09T00:00:00,P,7888,1,8412826.24,8412826.24,20183656.64,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11770830.4,M7EM,-0.00106698589496687,20162120.963056266,11749294.723056266,AUXIA AG,Hors mandat AUXIA AG,0,11749294.723056266,20162120.963056266,2026-02-10T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,477.7,2026-02-09T00:00:00,P,60537,1,11652333.39,11652333.39,28918524.900000002,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17266191.51,M7EM,-0.00106698589496687,28887669.241828453,17235335.851828452,AUXIA AG,Hors mandat AUXIA AG,0,17235335.851828452,28887669.241828453,2026-02-10T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6732.5,2026-02-09T00:00:00,P,840,1,1476258,1476258,5655300,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4179042,M7EM,-0.00106698589496687,5649265.874668194,4173007.874668194,AUXIA AG,Hors mandat AUXIA AG,0,4173007.874668194,5649265.874668194,2026-02-10T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1007.47,2026-02-09T00:00:00,P,22218,1,8865004.54,8865004.54,22383968.46,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13518963.920000002,M7EM,-0.00106698589496687,22360085.081379797,13495080.541379798,AUXIA AG,Hors mandat AUXIA AG,0,13495080.541379798,22360085.081379797,2026-02-10T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.63,2026-02-09T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39192524.22,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,18762353.909999996,,0,39192524.22,18762353.909999996,AUXIA AG,Hors mandat AUXIA AG,0,18762353.909999996,39192524.22,,PP_FAC_Act,AUXIA HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0000986531,SELECTION VALEURS MOYENNES,1007.47,2026-02-09T00:00:00,P,737,1,291444.63,291444.63,742505.39,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,291444.63,451060.76,M7EM,-0.00106698589496687,741713.1472219331,450268.5172219331,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,450268.5172219331,741713.1472219331,2026-02-10T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6732.5,2026-02-09T00:00:00,P,80,1,354119.48,354119.48,538600,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,354119.48,184480.52000000002,M7EM,-0.00106698589496687,538025.3213969708,183905.8413969708,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,183905.8413969708,538025.3213969708,2026-02-10T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE
EXPORT_PRMP_ADP,2026-02-11T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007475975,MH Lazard action euro LC,524.58,2026-02-09T00:00:00,P,4450.77846,1,1058205.1096047643,1058205.1096047643,2334789.36,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,1058205.1096047643,1276584.2503952356,M7EM,-0.00106698589496687,2332298.1726851612,1274093.063080397,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,1274093.063080397,2332298.1726851612,2026-02-10T00:00:00,PP_FAC_Act,AUXIA ASS HM ACT COTE
