PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007021936,FEDERIS ISR FRANCE MH,467.63,2026-01-19T00:00:00,P,104300,1,19871568.76,19871568.76,48773809,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,19871568.76,28902240.24,,0,48773809,28902240.24,QUATREM AG,Hors mandat QUATREM AG,0,28902240.24,48773809,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,10373,1,12305904.819999998,12305904.819999998,25451296.53,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,12305904.819999998,13145391.710000003,,0,25451296.53,13145391.710000003,QUATREM AG,Hors mandat QUATREM AG,0,13145391.710000003,25451296.53,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011441583,LBPAM ISR Opti Euro Equity MH,2520.46,2026-01-19T00:00:00,P,105623,1,119171160.15000002,119171160.15000002,266218546.57999998,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,119171160.15000002,147047386.42999995,,0,266218546.57999998,147047386.42999995,QUATREM AG,Hors mandat QUATREM AG,0,147047386.42999995,266218546.57999998,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6687.29,2026-01-19T00:00:00,P,5240,1,14290512.200000001,14290512.200000001,35041399.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,14290512.200000001,20750887.4,,0,35041399.6,20750887.4,QUATREM AG,Hors mandat QUATREM AG,0,20750887.4,35041399.6,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007057674,FEDERIS ISR ACTIONS US MM,4500.43,2026-01-16T00:00:00,P,7301,1,14814235.219999999,14814235.219999999,32857639.43,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,14814235.219999999,18043404.21,,0,32857639.43,18043404.21,QUATREM AG,Hors mandat QUATREM AG,0,18043404.21,32857639.43,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,41496,1,17504471.439999998,17504471.439999998,41255738.160000004,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,17504471.439999998,23751266.720000006,,0,41255738.160000004,23751266.720000006,QUATREM AG,Hors mandat QUATREM AG,0,23751266.720000006,41255738.160000004,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007074166,LBPAM ACTIONS VALUE EURO,3434.82,2026-01-19T00:00:00,P,12283,1,17718238.380000003,17718238.380000003,42189894.06,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,17718238.380000003,24471655.68,,0,42189894.06,24471655.68,QUATREM AG,Hors mandat QUATREM AG,0,24471655.68,42189894.06,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,2268,1,25865008.31,25865008.31,53406818.63999999,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,25865008.31,27541810.329999994,,0,53406818.63999999,27541810.329999994,QUATREM AG,Hors mandat QUATREM AG,0,27541810.329999994,53406818.63999999,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400N7S5,MH EDRAM DIVERSIFIE,11417.77,2026-01-19T00:00:00,P,5000,1,50000000,50000000,57088850.00000001,PP,FC_Div,,FR44,10907450,PP_FAC_Act_EUR_LC,50000000,7088850.000000007,,0,57088850.00000001,7088850.000000007,QUATREM AG,Hors mandat QUATREM AG,0,7088850.000000007,57088850.00000001,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2B,FR0010106849,BNP INDICE FRANCE ESG CL D,445.36,2026-01-16T00:00:00,P,386.1,1,104452.65988470001,104452.65988470001,171953.5,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8466172,PP_FAC_Act_EUR_LC,104452.65988470001,67500.84011529999,,0,171953.5,67500.84011529999,QUATREM AG,Hors mandat QUATREM AG,0,67500.84011529999,171953.5,PP_FAC_Act,QUATREM HM ACT NC,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2E,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,298.6,1,33184131.200000003,33184131.200000003,33205171.01,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,33184131.200000003,21039.80999999866,Monetaire,0,33205171.01,21039.80999999866,AUXIA AG,Hors mandat AUXIA AG,0,21039.80999999866,33205171.01,PP_Mon_Fonds,AUXIA HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,2,1,,,222405.7,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,222405.7,0,Monetaire,0,222405.7,0,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,0,222405.7,PP_Mon_Fonds,AUXIA ASS HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CMAV,CMA2C,FR0010135103,CARMIGNAC PATRIMOINE,807.55,2026-01-19T00:00:00,P,644,1,369620.11999999976,369620.11999999976,520062.2,PP,FC_Div,PP_FAC_DIV_Autres,FR44,1559507,PP_FAC_DIV_Autres,369620.11999999976,150442.08000000025,Diversifié,0,520062.2,150442.08000000025,CMAV AG,Hors mandat CMAV AG,0,150442.08000000025,520062.2,PP_FAC_DIV,CMAV HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CMAV,CMA2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,124.35,1,13810639.180804048,13810639.180804048,13828074.4,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,13810639.180804048,17435.21919595264,Monetaire,0,13828074.4,17435.21919595264,CMAV AG,Hors mandat CMAV AG,0,17435.21919595264,13828074.4,PP_Mon_Fonds,CMAV HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,EMUT,EMU2A,FR0010831693,Ostrum SRI Cash Plus I C EUR,111077.06,2026-01-19T00:00:00,P,2,1,221995.39999999997,221995.4,222154.12,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,221995.4,158.72000000000116,Monetaire,0,222154.12,158.72000000000116,EMUT AG,Hors mandat EMUT AG,0,158.72000000000116,222154.12,PP_Mon_Fonds,EMUT HORS MDT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,216.3,1,24018997.379970405,24018997.3799704,24053176.459999997,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,24018997.3799704,34179.08002959564,Monetaire,0,24053176.459999997,34179.08002959564,INPR AG,Hors mandat INPR AG,0,34179.08002959564,24053176.459999997,PP_Mon_Fonds,INPR HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,52,1,5780522.28,5780522.28,5782548.2,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,5780522.28,2025.9199999999255,Monetaire,0,5782548.2,2025.9199999999255,MHP PERE,Mandats LBPAM MHP PERE,0,2025.9199999999255,5782548.2,PP_Mon_Fonds,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2A,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,228,1,2306420.67,2306420.67,5368939.44,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,2306420.67,3062518.7700000005,,0,5368939.44,3062518.7700000005,AUXIA AG,Hors mandat AUXIA AG,0,3062518.7700000005,5368939.44,PP_FAC_Act,AUXIA HM ACT NC,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400MAX6,MH Lazard Diversifi�,1158.43,2026-01-19T00:00:00,P,129170,1,135965735.6,135965735.6,149634403.1,PP,FC_Div,PP_FAC_DIV_Autres,FR44,10831093,PP_FAC_DIV_Autres,135965735.6,13668667.5,Diversifié,0,149634403.1,13668667.5,MHP AG,Hors mandat MHP AG,0,13668667.5,149634403.1,PP_FAC_DIV,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0011790492,BDL REMPART EUROPE I,182.95,2026-01-19T00:00:00,P,136000,1,15116434,15116434,24881200,PP,FC_Alter_LS,PP_FAC_DIV_Autres,FR46,4373074,PP_FAC_DIV_Autres,15116434,9764766,Diversifié,0,24881200,9764766,MHP AG,Hors mandat MHP AG,0,9764766,24881200,PP_FAC_DIV,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,8.5,1,943480.4500000001,943480.45,945224.23,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,943480.45,1743.780000000028,Monetaire,0,945224.23,1743.780000000028,MMH AG,Hors mandat MUTUELLE MH AG,0,1743.780000000028,945224.23,PP_Mon_Fonds,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,231.5,1,25720998.68,25720998.68,25743459.78,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,25720998.68,22461.10000000149,Monetaire,0,25743459.78,22461.10000000149,MHRS AG,Hors mandat MHRS AG,0,22461.10000000149,25743459.78,PP_Mon_Fonds,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,9,1,1000475.0099999999,1000475.01,1000825.65,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,1000475.01,350.64000000001397,Monetaire,0,1000825.65,350.64000000001397,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,350.64000000001397,1000825.65,PP_Mon_Fonds,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010831693,Ostrum SRI Cash Plus I C EUR,111202.85,2026-01-19T00:00:00,P,561.8499999999999,1,62445462.919941194,62445462.919941194,62479321.27,PP,FC_Mon,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,62445462.919941194,33858.35005880892,Monetaire,0,62479321.27,33858.35005880892,QUATREM AG,Hors mandat QUATREM AG,0,33858.35005880892,62479321.27,PP_Mon_Fonds,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010708453,CENTRAL VALOR SP FCP,0.03,2024-03-28T00:00:00,P,14340,1,458.88,458.88,430.2,PP,FC_Div,PP_FAC_DIV_Autres,FR46,8615535,PP_FAC_DIV_Autres,458.88,-28.680000000000007,Diversifié,0,430.2,-28.680000000000007,QUATREM AG,Hors mandat QUATREM AG,0,-28.680000000000007,430.2,PP_FAC_DIV,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400MAX6,MH Lazard Diversifi�,1158.43,2026-01-19T00:00:00,P,63200,1,64177988,64177988,73212776,PP,FC_Div,PP_FAC_DIV_Autres,FR44,10831093,PP_FAC_DIV_Autres,64177988,9034788,Diversifié,0,73212776,9034788,QUATREM AG,Hors mandat QUATREM AG,0,9034788,73212776,PP_FAC_DIV,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR0007023700,EQUILIBRE DISCOVERY,628.2,2026-01-19T00:00:00,P,0.53,1,227.27999964000003,227.27999964000003,332.95,PP,FC_Div,PP_FAC_DIV_Autres,FR41,8470123,PP_FAC_DIV_Autres,227.27999964000003,105.67000035999996,Diversifié,0,332.95,105.67000035999996,QUATREM AG,Hors mandat QUATREM AG,0,105.67000035999996,332.95,PP_FAC_DIV,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2B,FR0000009987,UNION PLUS,207856.45,2026-01-20T00:00:00,P,77,1,11618779.73,11618779.73,16004946.65,PP,FC_Mon,PP_Mon_Fonds,FR43,5080831,PP_Mon_Fonds,11618779.73,4386166.92,Monetaire,0,16004946.65,4386166.92,QUATREM AG,Hors mandat QUATREM AG,0,4386166.92,16004946.65,PP_Mon_Fonds,QUATREM HM ACT NC,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA1B,FR0000009987,UNION PLUS,207856.45,2026-01-20T00:00:00,P,6.4,1,1329749.568,1329749.568,1330281.28,PP,FC_Mon,PP_Mon_Fonds,FR43,5080831,PP_Mon_Fonds,1329749.568,531.7120000000577,Monetaire,0,1330281.28,531.7120000000577,QUATREM AG,Mandats OSTRUM QUATREM AG,0,531.7120000000577,1330281.28,PP_Mon_Fonds,QUATREM MDT OSTRUM PA,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2E,LU1105449521,AWF GL CNVRTBLS I EUR PF C,147.17,2026-01-20T00:00:00,P,28884,1,3747410.16,3747410.16,4250858.28,PP,FC_Conv_Monde,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,3747410.16,503448.1200000001,UCBIFX13,-0.000773930082826843,4247568.412899274,500158.25289927423,AUXIA AG,Hors mandat AUXIA AG,0,500158.25289927423,4247568.412899274,PP_FAC_Conv,AUXIA HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2E,IE00B4WXJJ64,ISHARES CORE EUR GVT (GER),109.565,2026-01-20T00:00:00,P,150000,1,16379280,16379280,16434750,PP,FC_Taux_Souv,PP_FAC_Taux_Gov,GB42,5030921,PP_FAC_Taux_Gov,16379280,55470,LEATTREU,0.000812429772934299,16448102.080210734,68822.08021073416,AUXIA AG,Hors mandat AUXIA AG,0,68822.08021073416,16448102.080210734,PP_FAC_Taux,AUXIA HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.3,2026-01-16T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3816383.7,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,298121.93999999994,LG20TREH,-0.000133776251215021,3815873.158495416,297611.3984954157,AUXIA AG,Hors mandat AUXIA AG,0,297611.3984954157,3815873.158495416,PP_FAC_Taux,AUXIA HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2D,FR0011312859,TESTAMENT OBSEQUES FINANCEMENT II,133.19,2026-01-16T00:00:00,P,345277.204375933,1,41618433.35517705,41618433.35517705,45987470.85,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3813610,PP_FAC_Taux_Infl,41618433.35517705,4369037.494822949,LF94TRUU,0.00189612239148678,46074668.723206535,4456235.368029483,AUXIA AG,Hors mandat AUXIA AG,0,4456235.368029483,46074668.723206535,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,AUXIA,AUX2D,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,136.72,2026-01-16T00:00:00,P,139427.4806,100,18499109.134381074,18499109.134381074,19062525.15,PP,FC_Taux_Infl,PP_FAC_Taux_Infl,FR42,3215199,PP_FAC_Taux_Infl,18499109.134381074,563416.015618924,LF94TRUU,0.00189612239148678,19098670.030775193,599560.8963941187,AUXIA AG,Hors mandat AUXIA AG,0,599560.8963941187,19098670.030775193,PP_FAC_Taux,AUXIA HM ACT PIV UC,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12527.73,2026-01-16T00:00:00,P,397,1,4136179.95,4136179.95,4973508.81,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,4136179.95,837328.8599999994,UCBIFX13,-0.000773930082826843,4969659.661914736,833479.7119147358,CAPREVAL AG,batch,0,833479.7119147358,4969659.661914736,PP_FAC_Conv,CAPREVAL HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CAPREVAL,CAP2B,LU2541301847,EdRF EM Climate Bonds S EUR H,108.3,2026-01-16T00:00:00,P,1825,1,182208,182208,197647.5,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,182208,15439.5,LG20TREH,-0.000133776251215021,197621.059458388,15413.059458387987,CAPREVAL AG,batch,0,15413.059458387987,197621.059458388,PP_FAC_Taux,CAPREVAL HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CMAV,CMA2C,FR0011527944,LBPAM SLECTION PRO RENDGLBLMH,1219.47,2026-01-16T00:00:00,P,3010,1,3064270.3,3064270.3,3670604.7,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,7240232,PP_FAC_Taux_Corp_IG,3064270.3,606334.4000000004,LECPTREU,0.000316680676819654,3671767.1095807333,607496.8095807335,CMAV AG,Hors mandat CMAV AG,0,607496.8095807335,3671767.1095807333,PP_FAC_Taux,CMAV HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,CMAV,CMA2C,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2200.07,2026-01-16T00:00:00,P,550,1,550383.4,550383.4,1210038.5,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,550383.4,659655.1,MSDEEEMN,-0.0114939544090962,1196130.3726477488,645746.9726477488,CMAV AG,Hors mandat CMAV AG,0,645746.9726477488,1196130.3726477488,PP_FAC_Act,CMAV HM ACT COTE,2026-01-20T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,EMUT,EMU2A,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12212.36,2026-01-16T00:00:00,P,10,1,107779.40000000001,107779.40000000001,122123.6,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,107779.40000000001,14344.199999999997,UCBIFX13,-0.000773930082826843,122029.08487213688,14249.684872136873,EMUT AG,Hors mandat EMUT AG,0,14249.684872136873,122029.08487213688,PP_FAC_Conv,EMUT HORS MDT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,EMUT,EMU2A,FR0011527944,LBPAM SLECTION PRO RENDGLBLMH,1213.8,2026-01-16T00:00:00,P,289,1,341510.61,341510.61,350788.2,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,7240232,PP_FAC_Taux_Corp_IG,341510.61,9277.590000000026,LECPTREU,0.000316680676819654,350899.2878445963,9388.677844596328,EMUT AG,Hors mandat EMUT AG,0,9388.677844596328,350899.2878445963,PP_FAC_Taux,EMUT HORS MDT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,FR0007484142,CLICHY PREMIERE,4837.5,2026-01-16T00:00:00,P,5375,1,20467371.650000002,20467371.650000002,26001562.5,PP,FC_Taux_Entr,PP_FAC_Taux_Corp_IG,FR42,8468411,PP_FAC_Taux_Corp_IG,20467371.650000002,5534190.849999998,LECPTREU,0.000316680676819654,26009796.692410868,5542425.042410865,INPR AG,Hors mandat INPR AG,0,5542425.042410865,26009796.692410868,PP_FAC_Taux,INPR HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,LU2541301847,EdRF EM Climate Bonds S EUR H,108.3,2026-01-16T00:00:00,P,4593,1,458565.12,458565.12,497421.9,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,458565.12,38856.78000000003,LG20TREH,-0.000133776251215021,497355.35676294577,38790.23676294577,INPR AG,Hors mandat INPR AG,0,38790.23676294577,497355.35676294577,PP_FAC_Taux,INPR HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12527.73,2026-01-16T00:00:00,P,76,1,793829.1200000001,793829.1200000001,952107.48,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,793829.1200000001,158278.35999999987,UCBIFX13,-0.000773930082826843,951370.6153791435,157541.4953791434,INPR AG,Hors mandat INPR AG,0,157541.4953791434,951370.6153791435,PP_FAC_Conv,INPR HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2200.07,2026-01-16T00:00:00,P,419,1,458188.66000000003,458188.66000000003,921829.33,PP,FC_Act_Emerg,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,458188.66000000003,463640.6699999999,MSDEEEMN,-0.0114939544090962,911233.8657080123,453045.2057080122,MHP PERE,Mandats LBPAM MHP PERE,0,453045.2057080122,911233.8657080123,PP_FAC_Act,MHP PERE HM ACT COTE,2026-01-20T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,LU2541301847,EdRF EM Climate Bonds S EUR H,108.3,2026-01-16T00:00:00,P,115822,1,11563668.48,11563668.48,12543522.600000001,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,11563668.48,979854.120000001,LG20TREH,-0.000133776251215021,12541844.574569542,978176.0945695415,MHP AG,Hors mandat MHP AG,0,978176.0945695415,12541844.574569542,PP_FAC_Taux,MHP HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12527.73,2026-01-16T00:00:00,P,13260,1,162563489.4,162563489.4,166117699.79999998,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,162563489.4,3554210.399999976,UCBIFX13,-0.000773930082826843,165989136.31483474,3425646.914834738,MHP AG,Hors mandat MHP AG,0,3425646.914834738,165989136.31483474,PP_FAC_Conv,MHP HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,LU1082505428,SCOR ILS FUND ATROPOS IC EUR H,1494.76,2025-12-31T00:00:00,P,47442.381,1,49999999.99301189,49999999.99301189,70914973.42,PP,FC_Alter_Autre,PP_FAC_Taux_Autre,LU46,8467265,PP_FAC_Taux_Autre,49999999.99301189,20914973.42698811,LECPTREU,0.000316680676819654,70937430.8217793,20937430.828767404,MHP AG,Hors mandat MHP AG,0,20937430.828767404,70937430.8217793,PP_FAC_Taux,MHP HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0013185535,LAZARD CONVERTIBLE GLOB-ACHE,2160.04,2026-01-16T00:00:00,P,4800,1,10141104,10141104,10368192,PP,FC_Conv_Monde,PP_FAC_Conv_Global,FR42,5180440,PP_FAC_Conv_Global,10141104,227088,UCBIFX13,-0.000773930082826843,10360167.744306674,219063.74430667423,MHP AG,Hors mandat MHP AG,0,219063.74430667423,10360167.744306674,PP_FAC_Conv,MHP HM ACT COTE,2026-01-19T00:00:00
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,LU0104884605,PICTET WATER-I,641.79,2026-01-20T00:00:00,P,33430,1,18738199.8,18738199.8,21455039.7,PP,FC_Act_EUR,PP_FAC_Act_Global,LU44,1167622,PP_FAC_Act_Global,18738199.8,2716839.8999999985,ActionMixte,-0.0180979717175898,21066746.998309635,2328547.198309634,MHP AG,Hors mandat MHP AG,0,2328547.198309634,21066746.998309635,PP_FAC_Act,MHP HM ACT COTE,2026-01-20T00:00:00
