PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1490.34,2026-01-19T00:00:00,P,4140,1000,4983525,4983525,6170007.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,4983525,1186482.5999999996,,0,6170007.6,1186482.5999999996,INPR AG,Hors mandat INPR AG,0,1186482.5999999996,6170007.6,PP_FAC_Act,INPR HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,INPR,INP2C,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4100.34,2026-01-19T00:00:00,P,8401,1,13176640.459999999,13176640.459999999,34446956.339999996,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,13176640.459999999,21270315.879999995,,0,34446956.339999996,21270315.879999995,INPR AG,Hors mandat INPR AG,0,21270315.879999995,34446956.339999996,PP_FAC_Act,INPR HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0011441583,LBPAM ISR Opti Euro Equity MH,2520.46,2026-01-19T00:00:00,P,1546,1,1578280.6199999999,1578280.6199999999,3896631.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,1578280.6199999999,2318350.54,,0,3896631.16,2318350.54,MHP PERE,Mandats LBPAM MHP PERE,0,2318350.54,3896631.16,PP_FAC_Act,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0007057674,FEDERIS ISR ACTIONS US MM,4500.43,2026-01-16T00:00:00,P,664,1,1138801.3299999998,1138801.3299999998,2988285.52,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1138801.3299999998,1849484.1900000002,,0,2988285.52,1849484.1900000002,MHP PERE,Mandats LBPAM MHP PERE,0,1849484.1900000002,2988285.52,PP_FAC_Act,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,5400,1,2432947.11,2432947.11,5368734,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,2432947.11,2935786.89,,0,5368734,2935786.89,MHP PERE,Mandats LBPAM MHP PERE,0,2935786.89,5368734,PP_FAC_Act,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,6659,1,9380768.99,9380768.99,16338588.99,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,9380768.99,6957820,,0,16338588.99,6957820,MHP PERE,Mandats LBPAM MHP PERE,0,6957820,16338588.99,PP_FAC_Act,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP1R,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6687.29,2026-01-19T00:00:00,P,932,1,2417368.68,2417368.68,6232554.28,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2417368.68,3815185.6,,0,6232554.28,3815185.6,MHP PERE,Mandats LBPAM MHP PERE,0,3815185.6,6232554.28,PP_FAC_Act,MHP PERE HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2B,BRED,BRED BANQUE POPULAIR,10.7,2025-12-17T00:00:00,P,974103,1,,,10422902.1,PP,Act_Cot_EUR,PP_FAC_Act_EUR_SMC,FR31,8979820,PP_FAC_Act_EUR_SMC,10422902.1,0,,0,10422902.1,0,MHP AG,Hors mandat MHP AG,0,0,10422902.1,PP_FAC_Act,MHP HM ACT NC,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0007475975,MH Lazard action euro LC,518.2,2026-01-19T00:00:00,P,823202.19834,1,220965165.41304103,220965165.41304103,426583379.18000007,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,220965165.41304103,205618213.76695904,,0,426583379.18000007,205618213.76695904,MHP AG,Hors mandat MHP AG,0,205618213.76695904,426583379.18000007,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0007021936,FEDERIS ISR FRANCE MH,467.63,2026-01-19T00:00:00,P,202477,1,86652809.35000001,86652809.35000001,94684319.50999999,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,86652809.35000001,8031510.1599999815,,0,94684319.50999999,8031510.1599999815,MHP AG,Hors mandat MHP AG,0,8031510.1599999815,94684319.50999999,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAV8,MH AMUNDI ACTIONS USA C,1553.08,2026-01-16T00:00:00,P,80245,1000,111914639.50999998,111914639.50999998,124626904.60000001,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,111914639.50999998,12712265.090000033,,0,124626904.60000001,12712265.090000033,MHP AG,Hors mandat MHP AG,0,12712265.090000033,124626904.60000001,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400N7S5,MH EDRAM DIVERSIFIE,11417.77,2026-01-19T00:00:00,P,19315,1,199496299.18000004,199496299.18000004,220534227.55,PP,FC_Div,,FR44,10907450,PP_FAC_Act_EUR_LC,199496299.18000004,21037928.369999975,,0,220534227.55,21037928.369999975,MHP AG,Hors mandat MHP AG,0,21037928.369999975,220534227.55,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400WZF9,Fonds Objectif Biodiversit� Actions Cot�,11221.35,2026-01-19T00:00:00,P,1500,1,15000000,15000000,16832025,PP,FC_Act_Mixte,,XL41,11972345,PP_FAC_Act_EUR_LC,15000000,1832025,,0,16832025,1832025,MHP AG,Hors mandat MHP AG,0,1832025,16832025,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,4506,1,64269710.620000005,64269710.620000005,106107197.88000001,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,64269710.620000005,41837487.260000005,,0,106107197.88000001,41837487.260000005,MHP AG,Hors mandat MHP AG,0,41837487.260000005,106107197.88000001,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,168110,1,138060805.9,138060805.9,167136643.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,138060805.9,29075837.199999988,,0,167136643.1,29075837.199999988,MHP AG,Hors mandat MHP AG,0,29075837.199999988,167136643.1,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0010152967,THEMATICS EUROPE SELECTION I C,316896.85,2026-01-19T00:00:00,P,2.5,1,811692.699999,811692.699999,792242.12,PP,FC_Act_Mixte,PP_FAC_Act_EUR_LC,FR41,10748672,PP_FAC_Act_EUR_LC,811692.699999,-19450.57999899995,,0,792242.12,-19450.57999899995,MHP AG,Hors mandat MHP AG,0,-19450.57999899995,792242.12,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,228208,1,492381762.91999996,492381762.91999996,559933430.88,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,492381762.91999996,67551667.96000004,,0,559933430.88,67551667.96000004,MHP AG,Hors mandat MHP AG,0,67551667.96000004,559933430.88,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0013032430,DOM REFLEX I,1248.32,2026-01-19T00:00:00,P,8115,1,10004334.299999999,10004334.299999999,10130116.799999999,PP,FC_Div,,FR44,7271877,PP_FAC_Act_EUR_LC,10004334.299999999,125782.5,,0,10130116.799999999,125782.5,MHP AG,Hors mandat MHP AG,0,125782.5,10130116.799999999,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1490.34,2026-01-19T00:00:00,P,214120,1000,220445155.6,220445155.6,319111600.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,220445155.6,98666445.20000002,,0,319111600.8,98666445.20000002,MHP AG,Hors mandat MHP AG,0,98666445.20000002,319111600.8,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0010767129,Ostrum Europe Equity I C,35125.8622,2026-01-19T00:00:00,P,45,1,1165240.789995,1165240.789995,1580663.8,PP,FC_Act_Mixte,PP_FAC_Act_EUR_LC,FR41,10748680,PP_FAC_Act_EUR_LC,1165240.789995,415423.01000500005,,0,1580663.8,415423.01000500005,MHP AG,Hors mandat MHP AG,0,415423.01000500005,1580663.8,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHP,MHP2C,FR0011945989,MH EDRAM Euro Smidcap H - EUR,2169.34,2026-01-19T00:00:00,P,160709.63,1,234723560.97559997,234723560.97559997,348633828.74,PP,FC_Act_Mixte,PP_FAC_Act_EUR_LC,FR41,8426038,PP_FAC_Act_EUR_LC,234723560.97559997,113910267.76440004,,0,348633828.74,113910267.76440004,MHP AG,Hors mandat MHP AG,0,113910267.76440004,348633828.74,PP_FAC_Act,MHP HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,414,1,5041185.6,5041185.6,9748863.72,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,5041185.6,4707678.120000001,,0,9748863.72,4707678.120000001,MMH AG,Hors mandat MUTUELLE MH AG,0,4707678.120000001,9748863.72,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAV8,MH AMUNDI ACTIONS USA C,1553.08,2026-01-16T00:00:00,P,410,1000,603294.5,603294.5,636762.8,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,603294.5,33468.30000000005,,0,636762.8,33468.30000000005,MMH AG,Hors mandat MUTUELLE MH AG,0,33468.30000000005,636762.8,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,8102,1,5435895.159999999,5435895.159999999,8055089.42,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,5435895.159999999,2619194.2600000007,,0,8055089.42,2619194.2600000007,MMH AG,Hors mandat MUTUELLE MH AG,0,2619194.2600000007,8055089.42,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6687.29,2026-01-19T00:00:00,P,299,1,1431845.22,1431845.22,1999499.71,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1431845.22,567654.49,,0,1999499.71,567654.49,MMH AG,Hors mandat MUTUELLE MH AG,0,567654.49,1999499.71,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,1121,1,1126750.73,1126750.73,2750496.81,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,1126750.73,1623746.08,,0,2750496.81,1623746.08,MMH AG,Hors mandat MUTUELLE MH AG,0,1623746.08,2750496.81,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0014003QV0,LBPAM ISR ACTIONS ENVIRON-MH,13438.92,2026-01-19T00:00:00,P,475,1,4750000,4750000,6383487,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,9529463,PP_FAC_Act_EUR_LC,4750000,1633487,,0,6383487,1633487,MMH AG,Hors mandat MUTUELLE MH AG,0,1633487,6383487,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011441583,LBPAM ISR Opti Euro Equity MH,2520.46,2026-01-19T00:00:00,P,10935,1,16705930.200000001,16705930.200000001,27561230.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,16705930.200000001,10855299.9,,0,27561230.1,10855299.9,MMH AG,Hors mandat MUTUELLE MH AG,0,10855299.9,27561230.1,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,223.68,2026-01-20T00:00:00,P,20102,1,4038491.8000000007,4038491.8000000003,4496415.36,PP,FC_Act_US,,LU41,11976073,PP_FAC_Act_EUR_LC,4038491.8000000003,457923.56000000006,,0,4496415.36,457923.56000000006,MMH AG,Hors mandat MUTUELLE MH AG,0,457923.56000000006,4496415.36,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1490.34,2026-01-19T00:00:00,P,7556,1000,7760837.859999999,7760837.859999999,11261009.040000001,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,7760837.859999999,3500171.1800000016,,0,11261009.040000001,3500171.1800000016,MMH AG,Hors mandat MUTUELLE MH AG,0,3500171.1800000016,11261009.040000001,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4500.43,2026-01-16T00:00:00,P,295,1,1228087.95,1228087.95,1327626.85,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1228087.95,99538.90000000014,,0,1327626.85,99538.90000000014,MMH AG,Hors mandat MUTUELLE MH AG,0,99538.90000000014,1327626.85,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3515.85,2026-01-19T00:00:00,P,940,1,1600257.28,1600257.28,3304899,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1600257.28,1704641.72,,0,3304899,1704641.72,MMH AG,Hors mandat MUTUELLE MH AG,0,1704641.72,3304899,PP_FAC_Act,MHM HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3515.85,2026-01-19T00:00:00,P,1620,1,1731890,1731890,5695677,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,3963787,,0,5695677,3963787,MHRS AG,Hors mandat MHRS AG,0,3963787,5695677,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0007021936,FEDERIS ISR FRANCE MH,467.63,2026-01-19T00:00:00,P,800,1,105511.99999999999,105511.99999999999,374104,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,105511.99999999999,268592,,0,374104,268592,MHRS AG,Hors mandat MHRS AG,0,268592,374104,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6687.29,2026-01-19T00:00:00,P,1584,1,3694444.3199999994,3694444.3199999994,10592667.360000001,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,3694444.3199999994,6898223.040000002,,0,10592667.360000001,6898223.040000002,MHRS AG,Hors mandat MHRS AG,0,6898223.040000002,10592667.360000001,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,3910,1,2756712.8200000003,2756712.8200000003,9593615.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,2756712.8200000003,6836902.279999999,,0,9593615.1,6836902.279999999,MHRS AG,Hors mandat MHRS AG,0,6836902.279999999,9593615.1,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR001400OLK6,MH AMUNDI ACTIONS EURO U,125.28,2026-01-19T00:00:00,P,1,1,100,100,125.28,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,11110054,PP_FAC_Act_EUR_LC,100,25.28,,0,125.28,25.28,MHRS AG,Hors mandat MHRS AG,0,25.28,125.28,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4500.43,2026-01-16T00:00:00,P,3363,1,4508922.699999999,4508922.7,15134946.090000002,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,4508922.7,10626023.39,,0,15134946.090000002,10626023.39,MHRS AG,Hors mandat MHRS AG,0,10626023.39,15134946.09,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3434.82,2026-01-19T00:00:00,P,4278,1,5692267.63,5692267.63,14694159.959999999,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,9001892.329999998,,0,14694159.959999999,9001892.329999998,MHRS AG,Hors mandat MHRS AG,0,9001892.329999998,14694159.959999997,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,6580,1,1417462,1417462,6541901.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,1417462,5124439.8,,0,6541901.8,5124439.8,MHRS AG,Hors mandat MHRS AG,0,5124439.8,6541901.8,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1490.34,2026-01-19T00:00:00,P,8830,1000,9278387.4,9278387.4,13159702.200000001,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,9278387.4,3881314.8000000007,,0,13159702.200000001,3881314.8000000007,MHRS AG,Hors mandat MHRS AG,0,3881314.8000000007,13159702.200000001,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0011662014,MM STRATIC,23547.98,2025-12-29T00:00:00,P,374,1,3954849.56,3954849.56,8806944.52,PP,FC_Div,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,3954849.56,4852094.959999999,,0,8806944.52,4852094.959999999,MHRS AG,Hors mandat MHRS AG,0,4852094.959999999,8806944.52,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0011441583,LBPAM ISR Opti Euro Equity MH,2520.46,2026-01-19T00:00:00,P,18900,1,20728005,20728005.000000004,47636694.00000001,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,20728005.000000004,26908689.000000004,,0,47636694.00000001,26908689.000000004,MHRS AG,Hors mandat MHRS AG,0,26908689.000000004,47636694.00000001,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2C,FR0014010YJ4,LBPAM ISR Actions Focus Euro I2,10410.43,2026-01-19T00:00:00,P,532.21668,1,1696133.3395103505,1696133.3395103507,5540604.49,PP,FC_Act_EUR,,FR41,12771012,PP_FAC_Act_EUR_LC,1696133.3395103507,3844471.1504896497,,0,5540604.49,3844471.1504896497,MHRS AG,Hors mandat MHRS AG,0,3844471.1504896497,5540604.49,PP_FAC_Act,MHRS HM ACTIFS COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0000986531,SELECTION VALEURS MOYENNES,994.21,2026-01-19T00:00:00,P,546,1,301354.45999999996,301354.45999999996,542838.66,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,301354.45999999996,241484.20000000007,,0,542838.66,241484.20000000007,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,241484.20000000007,542838.66,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6687.29,2026-01-19T00:00:00,P,58,1,193215.49,193215.49,387862.82,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,193215.49,194647.33000000002,,0,387862.82,194647.33000000002,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,194647.33000000002,387862.82,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0007045950,FEDERIS ISR EURO M,2453.61,2026-01-19T00:00:00,P,1562,1,1973456.13,1973456.13,3832538.82,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,1973456.13,1859082.69,,0,3832538.82,1859082.69,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,1859082.69,3832538.82,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0011441583,LBPAM ISR Opti Euro Equity MH,2520.46,2026-01-19T00:00:00,P,250,1,363715.33,363715.33,630115,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,363715.33,266399.67,,0,630115,266399.67,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,266399.67,630115,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,MHRS,MRS2F,FR0007057674,FEDERIS ISR ACTIONS US MM,4500.43,2026-01-16T00:00:00,P,208,1,699104.29,699104.29,936089.44,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,699104.29,236985.1499999999,,0,936089.44,236985.1499999999,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,236985.1499999999,936089.44,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1490.34,2026-01-19T00:00:00,P,118486,1000,121812487.87,121812487.87,176584425.24,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,121812487.87,54771937.370000005,,0,176584425.24,54771937.370000005,QUATREM AG,Hors mandat QUATREM AG,0,54771937.370000005,176584425.24,PP_FAC_Act,QUATREM HM ACT COTE,
EXPORT_PRMP_ADP,2026-01-21T00:00:00,Groupe MH,QUATREM,QUA2A,FR001400IAV8,MH AMUNDI ACTIONS USA C,1553.08,2026-01-16T00:00:00,P,16523,1000,16603232.9,16603232.9,25661540.84,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,10184109,PP_FAC_Act_US_LC,16603232.9,9058307.94,,0,25661540.84,9058307.94,QUATREM AG,Hors mandat QUATREM AG,0,9058307.94,25661540.84,PP_FAC_Act,QUATREM HM ACT COTE,
