PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Ref Unik Asset],PMVL[Flag Fonds Dedie],PMVL[PFMIndice.Perf J / J-1]
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12719.58,2026-03-17T00:00:00,P,397,1,4136179.95,4136179.95,5049673.26,PP,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,4136179.95,913493.3099999996,UCBIFX13,5074882.15782361,938702.2078236099,CAPREVAL AG,batch,0,938702.2078236099,5074882.15782361,2026-03-24T00:00:00,PP_FAC_Conv,CAPREVAL HM ACT COTE,2026-03-26T00:00:00,FC_Conv_Monde,Vrai,0.00499218395441485
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007012182,LBPAM ISR Actions Euromonde MH,9648.36,2026-03-17T00:00:00,P,305,1,1224422.17,1224422.17,2942749.8,PP,PP_FAC_Act_Global,FR41,5873490,PP_FAC_Act_Global,1224422.17,1718327.63,ActionMixte,2973130.885077629,1748708.7150776288,CAPREVAL AG,batch,0,1748708.7150776288,2973130.885077629,2026-03-25T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-03-26T00:00:00,FC_Act_Mixte,Vrai,0.010324046263678
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,EMUT,EMU2A,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12944.23,2026-03-17T00:00:00,P,10,1,107779.40000000001,107779.40000000001,129442.3,PP,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,107779.40000000001,21662.899999999994,UCBIFX13,130088.49977308257,22309.099773082562,EMUT AG,Hors mandat EMUT AG,0,22309.099773082562,130088.49977308257,2026-03-24T00:00:00,PP_FAC_Conv,EMUT HORS MDT COTE,2026-03-26T00:00:00,FC_Conv_Monde,Vrai,0.00499218395441485
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,EMUT,EMU2A,FR0011527944,LBPAM SLECTION PRO RENDGLBLMH,1229,2026-03-16T00:00:00,P,289,1,341510.61,341510.61,355181,PP,PP_FAC_Taux_Corp_IG,FR42,7240232,PP_FAC_Taux_Corp_IG,341510.61,13670.390000000014,LECPTREU,354922.115430404,13411.505430404039,EMUT AG,Hors mandat EMUT AG,0,13411.505430404039,354922.115430404,2026-03-24T00:00:00,PP_FAC_Taux,EMUT HORS MDT COTE,2026-03-26T00:00:00,FC_Taux_Entr,Vrai,-0.000728880682232346
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,EMUT,EMU2A,FR0010831693,Ostrum SRI Cash Plus I C EUR,111439.01,2026-03-25T00:00:00,P,2,1,221995.39999999997,221995.4,222878.02,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,221995.4,882.6199999999953,Monetaire,222878.02,882.6199999999953,EMUT AG,Hors mandat EMUT AG,0,882.6199999999953,222878.02,,PP_Mon_Fonds,EMUT HORS MDT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,EMUT,EMU2A,FR0007022793,LBPAM ACTIONS EX-EURO-M,5610.12,2026-03-17T00:00:00,P,19,1,86212.5,86212.5,106592.28,PP,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,86212.5,20379.78,M7EUM,108066.43654089085,21853.93654089085,EMUT AG,Hors mandat EMUT AG,0,21853.93654089085,108066.43654089085,2026-03-25T00:00:00,PP_FAC_Act,EMUT HORS MDT COTE,2026-03-26T00:00:00,FC_Act_exEUR,Vrai,0.0138298621709831
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR0007484142,CLICHY PREMIERE,4784.43,2026-03-20T00:00:00,P,5375,1,20467371.650000002,20467371.650000002,25716311.25,PP,PP_FAC_Taux_Corp_IG,FR42,8468411,PP_FAC_Taux_Corp_IG,20467371.650000002,5248939.599999998,LECPTREU,25697567.127511602,5230195.4775116,INPR AG,Hors mandat INPR AG,0,5230195.4775116,25697567.127511602,2026-03-24T00:00:00,PP_FAC_Taux,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Taux_Entr,Vrai,-0.000728880682232346
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,244.3,1,27133913.659970406,27133913.6599704,27263235.049999997,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,27133913.6599704,129321.39002959803,Monetaire,27263235.049999997,129321.39002959803,INPR AG,Hors mandat INPR AG,0,129321.39002959803,27263235.049999997,,PP_Mon_Fonds,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR0007442041,UBS MM FRA ACT,11732.57,2026-03-20T00:00:00,P,2053,1,6495313.97,6495313.97,24086966.209999997,PP,PP_FAC_Act_EUR_LC,FR41,8615533,PP_FAC_Act_EUR_LC,6495313.97,17591652.24,M7EM,24428606.151198596,17933292.181198597,INPR AG,Hors mandat INPR AG,0,17933292.181198597,24428606.151198596,2026-03-25T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12719.58,2026-03-17T00:00:00,P,76,1,793829.1200000001,793829.1200000001,966688.08,PP,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,793829.1200000001,172858.95999999985,UCBIFX13,971513.9647219002,177684.84472190007,INPR AG,Hors mandat INPR AG,0,177684.84472190007,971513.9647219002,2026-03-24T00:00:00,PP_FAC_Conv,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Conv_Monde,Vrai,0.00499218395441485
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR0007079330,LBPAM SELECTION ACTIONS ASIE,5446.16,2026-03-17T00:00:00,P,1375,1,2073007.1999999997,2073007.1999999997,7488470,PP,PP_FAC_Act_Asie,FR41,4622700,PP_FAC_Act_Asie,2073007.1999999997,5415462.800000001,MSDEPN,7653395.779247822,5580388.579247823,INPR AG,Hors mandat INPR AG,0,5580388.579247823,7653395.779247822,2026-03-25T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Act_AsPac,Vrai,0.022023962070733
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,INPR,INP2C,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4087.1,2026-03-17T00:00:00,P,8401,1,13176640.459999999,13176640.459999999,34335727.1,PP,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,13176640.459999999,21159086.64,M7EM,34822731.3862677,21646090.9262677,INPR AG,Hors mandat INPR AG,0,21646090.9262677,34822731.3862677,2026-03-25T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP1R,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,1546,1,1578280.62,1578280.62,3807225.98,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,1578280.62,2228945.36,M7EM,3861226.1578803086,2282945.5378803085,MHP PERE,Mandats LBPAM MHP PERE,0,2282945.5378803085,3861226.1578803086,2026-03-25T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP1R,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2234.18,2026-03-17T00:00:00,P,419,1,458188.66000000003,458188.66000000003,936121.42,PP,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,458188.66000000003,477932.76,MSDEEEMN,955503.3209012351,497314.66090123507,MHP PERE,Mandats LBPAM MHP PERE,0,497314.66090123507,955503.3209012351,2026-03-25T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-03-26T00:00:00,FC_Act_Emerg,Vrai,0.020704473252236
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP1R,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,52,1,5780522.28,5780522.28,5803062.72,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,5780522.28,22540.43999999948,Monetaire,5803062.72,22540.43999999948,MHP PERE,Mandats LBPAM MHP PERE,0,22540.43999999948,5803062.72,,PP_Mon_Fonds,MHP PERE HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2B,BRED,BRED BANQUE POPULAIR,10.7,2025-12-17T00:00:00,P,974103,1,,,10422902.1,PP,PP_FAC_Act_EUR_SMC,FR31,8979820,PP_FAC_Act_EUR_SMC,10422902.1,0,M7EUM,10567049.39946465,144147.29946465045,MHP AG,Hors mandat MHP AG,0,144147.29946465045,10567049.39946465,2026-03-25T00:00:00,PP_FAC_Act,MHP HM ACT NC,2026-03-26T00:00:00,Act_Cot_EUR,Vrai,0.0138298621709831
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2C,FR001400GS55,LBPAM ISR CONVS MONDE-MH,12719.58,2026-03-17T00:00:00,P,13260,1,162563489.4,162563489.4,168661630.8,PP,PP_FAC_Conv_Global,FR42,10056894,PP_FAC_Conv_Global,162563489.4,6098141.400000006,UCBIFX13,169503620.68700522,6940131.287005216,MHP AG,Hors mandat MHP AG,0,6940131.287005216,169503620.68700522,2026-03-24T00:00:00,PP_FAC_Conv,MHP HM ACT COTE,2026-03-26T00:00:00,FC_Conv_Monde,Vrai,0.00499218395441485
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,1572.5,1,174816271.985,174816271.985,175486848.6,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,174816271.985,670576.6149999797,Monetaire,175486848.6,670576.6149999797,MHP AG,Hors mandat MHP AG,0,670576.6149999797,175486848.6,,PP_Mon_Fonds,MHP HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2C,FR0011662014,MM STRATIC,23742.55,2026-02-20T00:00:00,P,4506,1,64269710.62,64269710.62,106983930.3,PP,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,64269710.62,42714219.68,Composite_diversifie,108501347.78372249,44231637.16372249,MHP AG,Hors mandat MHP AG,0,44231637.16372249,108501347.78372249,2026-03-25T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-03-26T00:00:00,FC_Div,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2C,LU1082505428,SCOR ILS FUND ATROPOS IC EUR H,1507.54,2026-02-28T00:00:00,P,47442.381,1,49999999.99301189,49999999.99301189,71521287.05,PP,PP_FAC_Taux_Autre,LU46,8467265,PP_FAC_Taux_Autre,49999999.99301189,21521287.056988105,Composite_diversifie,72535716.51733847,22535716.524326578,MHP AG,Hors mandat MHP AG,0,22535716.524326578,72535716.51733847,2026-03-25T00:00:00,PP_FAC_Taux,MHP HM ACT COTE,2026-03-26T00:00:00,FC_Alter_Autre,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2C,LU0104884605,PICTET WATER-I,604.04,2026-03-25T00:00:00,P,33430,1,18738199.8,18738199.8,20193057.200000003,PP,PP_FAC_Act_Global,LU44,1167622,PP_FAC_Act_Global,18738199.8,1454857.4000000022,M7EM,20479467.4857239,1741267.6857239008,MHP AG,Hors mandat MHP AG,0,1741267.6857239008,20479467.4857239,2026-03-25T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011662014,MM STRATIC,23742.55,2026-02-20T00:00:00,P,414,1,5041185.6,5041185.6,9829415.7,PP,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,5041185.6,4788230.1,Composite_diversifie,9968832.21980939,4927646.619809391,MMH AG,Hors mandat MUTUELLE MH AG,0,4927646.619809391,9968832.21980939,2026-03-25T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-26T00:00:00,FC_Div,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1105449521,AWF GL CNVRTBLS I EUR PF C,142.29,2026-03-25T00:00:00,P,15124,1,1962187.7600000002,1962187.7600000002,2151993.96,PP,PP_FAC_Conv_Global,LU42,7240282,PP_FAC_Conv_Global,1962187.7600000002,189806.19999999972,UCBIFX13,2162737.1097171097,200549.34971710946,MMH AG,Hors mandat MUTUELLE MH AG,0,200549.34971710946,2162737.1097171097,2026-03-24T00:00:00,PP_FAC_Conv,MHM HM ACTIFS COTE,2026-03-26T00:00:00,FC_Conv_Monde,Vrai,0.00499218395441485
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,10935,1,16705930.200000001,16705930.200000001,26928859.049999997,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,16705930.200000001,10222928.849999996,M7EM,27310807.268060263,10604877.068060262,MMH AG,Hors mandat MUTUELLE MH AG,0,10604877.068060262,27310807.268060263,2026-03-25T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,LU1956164344,BNPP Rspnb US Mlt-Fac Eq I EUR Acc,217.74,2026-03-25T00:00:00,P,20102,1,4038491.8000000007,4038491.8000000003,4377009.48,PP,,LU41,11976073,PP_FAC_Act_EUR_LC,4038491.8000000003,338517.68000000017,MAUSLCR,4405304.616487241,366812.81648724107,MMH AG,Hors mandat MUTUELLE MH AG,0,366812.81648724107,4405304.616487241,2026-03-25T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-03-26T00:00:00,FC_Act_US,Vrai,0.00646449056519764
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,32.5,1,3613232.43,3613232.4299999997,3626914.2,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,3613232.4299999997,13681.770000000484,Monetaire,3626914.2,13681.770000000484,MMH AG,Hors mandat MUTUELLE MH AG,0,13681.770000000484,3626914.2,,PP_Mon_Fonds,MHM HM ACTIFS COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2D,FR0010831693,Ostrum SRI Cash Plus I C EUR,111439.01,2026-03-25T00:00:00,P,1.7,1,188737.57,188737.57,189446.32,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,188737.57,708.75,Monetaire,189446.32,708.75,MHP AG,Hors mandat MHP AG,0,708.75,189446.32,,PP_Mon_Fonds,MHP EDIT HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2D,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2357.57,2026-03-17T00:00:00,P,57,1,53800.59,53800.590000000004,134381.49,PP,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,53800.590000000004,80580.9,MSDEEEMN,137163.7879653006,83363.19796530061,MHP AG,Hors mandat MHP AG,0,83363.19796530061,137163.7879653006,2026-03-25T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-26T00:00:00,FC_Act_Emerg,Vrai,0.020704473252236
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHP,MHP2D,FR0011441583,LBPAM ISR Opti Euro Equity MH,2602.87,2026-03-17T00:00:00,P,300,1,312926,312926,780861,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,312926,467935,M7EM,791936.421611773,479010.42161177297,MHP AG,Hors mandat MHP AG,0,479010.42161177297,791936.421611773,2026-03-25T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0011049709,LBPAM SELECTION ACTIONS EMERGENTS,2234.18,2026-03-17T00:00:00,P,1550,1,1554170,1554170,3462979,PP,PP_FAC_Act_Eme,FR41,4622717,PP_FAC_Act_Eme,1554170,1908809,MSDEEEMN,3534678.1560785547,1980508.1560785547,MHRS AG,Hors mandat MHRS AG,0,1980508.1560785547,3534678.1560785547,2026-03-25T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-26T00:00:00,FC_Act_Emerg,Vrai,0.020704473252236
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0007022793,LBPAM ACTIONS EX-EURO-M,5330.43,2026-03-17T00:00:00,P,1875,1,3843351.95,3843351.95,9994556.25,PP,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,3843351.95,6151204.3,M7EUM,10132779.585397638,6289427.635397638,MHRS AG,Hors mandat MHRS AG,0,6289427.635397638,10132779.585397638,2026-03-25T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-26T00:00:00,FC_Act_exEUR,Vrai,0.0138298621709831
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,297.5,1,33062507.330000002,33062507.330000002,33200214.6,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,33062507.330000002,137707.26999999955,Monetaire,33200214.6,137707.26999999955,MHRS AG,Hors mandat MHRS AG,0,137707.26999999955,33200214.6,,PP_Mon_Fonds,MHRS HM ACTIFS COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0011662014,MM STRATIC,23742.55,2026-02-20T00:00:00,P,374,1,3954849.56,3954849.56,8879713.7,PP,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,3954849.56,4924864.139999999,Composite_diversifie,9005660.024658725,5050810.464658724,MHRS AG,Hors mandat MHRS AG,0,5050810.464658724,9005660.024658725,2026-03-25T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-26T00:00:00,FC_Div,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2C,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,18900,1,20728005,20728005,46543707,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,20728005,25815702,M7EM,47203864.413931325,26475859.413931325,MHRS AG,Hors mandat MHRS AG,0,26475859.413931325,47203864.413931325,2026-03-25T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2F,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,250,1,363715.33,363715.33,615657.5,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,363715.33,251942.16999999998,M7EM,624389.7409250175,260674.4109250175,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,260674.4109250175,624389.7409250175,2026-03-25T00:00:00,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2F,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,9,1,1000475.0099999999,1000475.01,1004376.24,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,1000475.01,3901.2299999999814,Monetaire,1004376.24,3901.2299999999814,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,3901.2299999999814,1004376.24,,PP_Mon_Fonds,MHRS MICHELIN HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2G,FR0010831693,Ostrum SRI Cash Plus I C EUR,111439.01,2026-03-25T00:00:00,P,8,1,889311.1199999999,889311.12,891512.08,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,889311.12,2200.9599999999627,Monetaire,891512.08,2200.9599999999627,MHRS AG SG,Mandats LBPAM MHRS SG,0,2200.9599999999627,891512.08,,PP_Mon_Fonds,MRS SG HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2G,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4300.68,2026-03-17T00:00:00,P,357,1,503870.44,503870.44,1535342.76,PP,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,503870.44,1031472.3200000001,M7EM,1557119.4505833217,1053249.0105833218,MHRS AG SG,Mandats LBPAM MHRS SG,0,1053249.0105833218,1557119.4505833217,2026-03-25T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,MHRS,MRS2G,FR0007022793,LBPAM ACTIONS EX-EURO-M,5610.12,2026-03-17T00:00:00,P,34,1,56719.14000000001,56719.14,190744.08,PP,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,56719.14,134024.94,M7EUM,193382.04433633096,136662.90433633095,MHRS AG SG,Mandats LBPAM MHRS SG,0,136662.90433633095,193382.04433633096,2026-03-25T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-03-26T00:00:00,FC_Act_exEUR,Vrai,0.0138298621709831
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010831693,Ostrum SRI Cash Plus I C EUR,111597.36,2026-03-25T00:00:00,P,797.8499999999999,1,88707287.7099412,88707287.7099412,89037953.68,PP,PP_Mon_Fonds,FR43,4284156,PP_Mon_Fonds,88707287.7099412,330665.9700588137,Monetaire,89037953.68,330665.9700588137,QUATREM AG,Hors mandat QUATREM AG,0,330665.9700588137,89037953.68,,PP_Mon_Fonds,QUATREM HM ACT COTE,2026-03-26T00:00:00,FC_Mon,Vrai,0
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,QUATREM,QUA2A,FR0010708453,CENTRAL VALOR SP FCP,0.03,2024-03-28T00:00:00,P,14340,1,458.88,458.88,430.2,PP,PP_FAC_DIV_Autres,FR46,8615535,PP_FAC_DIV_Autres,458.88,-28.680000000000007,Composite_diversifie,436.3017855641205,-22.578214435879488,QUATREM AG,Hors mandat QUATREM AG,0,-22.578214435879488,436.3017855641205,2026-03-25T00:00:00,PP_FAC_DIV,QUATREM HM ACT COTE,2026-03-26T00:00:00,FC_Div,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011441583,LBPAM ISR Opti Euro Equity MH,2462.63,2026-03-17T00:00:00,P,105623,1,119171160.15,119171160.15,260110368.49,PP,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,119171160.15,140939208.34,M7EM,263799670.4228925,144628510.2728925,QUATREM AG,Hors mandat QUATREM AG,0,144628510.2728925,263799670.4228925,2026-03-25T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,QUATREM,QUA2A,FR0011662014,MM STRATIC,23742.55,2026-02-20T00:00:00,P,2268,1,25865008.310000002,25865008.31,53848103.4,PP,PP_FAC_Act_EUR_MULTI,XL44,4622726,PP_FAC_Act_EUR_MULTI,25865008.31,27983095.09,Composite_diversifie,54611863.46504275,28746855.15504275,QUATREM AG,Hors mandat QUATREM AG,0,28746855.15504275,54611863.46504275,2026-03-25T00:00:00,PP_FAC_Act,QUATREM HM ACT COTE,2026-03-26T00:00:00,FC_Div,Vrai,0.0141836019621584
EXPORT_PRMP_ADP,2026-03-26T00:00:00,Groupe MH,QUATREM,QUA2B,FR0010106849,BNP INDICE FRANCE ESG CL D,402.93,2026-03-23T00:00:00,P,386.1,1,104452.65988470001,104452.65988470001,155571.27,PP,PP_FAC_Act_EUR_LC,FR41,8466172,PP_FAC_Act_EUR_LC,104452.65988470001,51118.610115299976,M7EM,157777.83097042746,53325.171085727445,QUATREM AG,Hors mandat QUATREM AG,0,53325.171085727445,157777.83097042746,2026-03-25T00:00:00,PP_FAC_Act,QUATREM HM ACT NC,2026-03-26T00:00:00,FC_Act_EUR,Vrai,0.0141836019621584
