PMVL[Holding date],PMVL[ENTITE],PMVL[ISIN],PMVL[Orig. name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[PRMP PMVL],PMVL[PRMP VNC],PMVL[PRMP MtM],PMVL[Ref Unik Asset],PMVL[Selected Fund code],PMVL[3A],PMVL[CANTON],PMVL[CIC],PMVL[GROUPE],PMVL[Ptf name],PMVL[Quantity],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[Quote Date],PMVL[Quote],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PMVL Estimé],PRMP_PMVL_future,target
2025-12-31,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,2991749.8499999996,True
2026-01-01,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,2991749.8499999996,True
2026-01-02,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,2991749.8499999996,True
2026-01-05,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,2991749.8499999996,True
2026-01-06,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,2991749.8499999996,True
2026-01-07,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,2991749.8499999996,2306420.67,5298170.52,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-11-21T00:00:00,23237.59,2306420.67,2991749.8499999996,3062518.7700000005,True
2026-01-08,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-14,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-15,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-16,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-20,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-21,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-22,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-23,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-26,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-27,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-28,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-01-30,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-02-02,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-02-03,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-02-04,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-02-06,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3062518.7700000005,True
2026-02-09,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3062518.7700000005,2306420.67,5368939.44,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2025-12-29T00:00:00,23547.98,2306420.67,3062518.7700000005,3110950.5300000003,True
2026-02-10,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-02-11,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-02-17,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-02-25,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-02-26,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-02-27,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-02,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-03,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-04,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-05,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-06,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-09,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3110950.5300000003,True
2026-03-10,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3110950.5300000003,2306420.67,5417371.2,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-01-23T00:00:00,23760.4,2306420.67,3110950.5300000003,3106880.7300000004,True
2026-03-11,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-12,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-13,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-16,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-17,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-20,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3106880.7300000004,3106880.7300000004,True
2026-03-23,AUXIA,FR0011662014,MM STRATIC,pas de ticker,0.0,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,,3106880.7300000004,False
2026-03-24,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.0107658220656743,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,,3106880.7300000004,False
2026-03-25,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.00258550431385779,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,,3106880.7300000004,False
2026-03-26,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.0141836019621584,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,,3106880.7300000004,False
2026-03-27,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.013736491528703,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,,3106880.7300000004,False
2026-03-30,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.0114617195381683,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3044834.9875776265,3106880.7300000004,True
2026-03-31,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.00720056697377752,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3145859.5692799445,3106880.7300000004,True
2026-04-01,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.00678319119592437,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3143600.1883973656,3106880.7300000004,True
2026-04-02,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.0279004752585966,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3257914.4117780263,3106880.7300000004,True
2026-04-03,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.0036444734551785,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3087152.09674282,3106880.7300000004,True
2026-04-04,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.0036444734551785,3106880.7300000004,2306420.67,5413301.4,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-02-20T00:00:00,23742.55,2306420.67,3087152.09674282,2880009.33,False
2026-04-07,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.000191079325217148,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2881000.3495446863,2880009.33,True
2026-04-08,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.00867880243443139,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2834997.3286899915,2880009.33,True
2026-04-09,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.0463342785562866,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,3120318.822332681,2880009.33,False
2026-04-10,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.00176287954533499,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2870866.278639688,2880009.33,True
2026-04-13,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.00511347162550409,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2906529.9926426634,2880009.33,True
2026-04-14,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.00283219258909602,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2865320.3613901343,2880009.33,True
2026-04-15,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,0.0128336620644313,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2946570.219940829,2880009.33,True
2026-04-16,AUXIA,FR0011662014,MM STRATIC,Composite_diversifie,-0.00542673902318691,2880009.33,2306420.67,5186430.0,FC_Div,AUX2A,Hors mandat AUXIA AG,AUXIA AG,XL44,Groupe MH,AUXIA HM ACT NC,228.0,2306420.67,2026-03-27T00:00:00,22747.5,2306420.67,2851863.9279279727,2880009.33,True
2025-12-31,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.00156581156461264,528594.1116601191,18163616.258339882,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.258339882,2025-12-29T00:00:00,136.46,18163616.258339882,557862.5908256397,528594.1116601191,False
2026-01-01,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.00156581156461264,528594.1116601191,18163616.258339882,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.258339882,2025-12-29T00:00:00,136.46,18163616.258339882,557862.5908256397,528594.1116601005,False
2026-01-02,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.000686085055843224,528594.1116601005,18163616.2583399,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.2583399,2025-12-29T00:00:00,136.46,18163616.2583399,515769.66546456516,528594.1116601154,True
2026-01-05,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.000686085055843224,528594.1116601154,18163616.258339886,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.258339886,2025-12-29T00:00:00,136.46,18163616.258339886,515769.66546458006,528594.1116601154,True
2026-01-06,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.000686085055843224,528594.1116601154,18163616.258339886,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.258339886,2025-12-29T00:00:00,136.46,18163616.258339886,515769.66546458006,528594.1116601154,True
2026-01-07,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.000759259122341942,528594.1116601154,18163616.258339886,18692210.37,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,136979.4106,18163616.258339886,2026-01-02T00:00:00,136.46,18163616.258339886,542786.3429002725,563416.015618924,True
2026-01-08,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.000596432882404703,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-02T00:00:00,136.72,18499109.134381074,574785.5324400477,563416.015618924,True
2026-01-14,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.0019177766692763,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-09T00:00:00,136.72,18499109.134381074,599973.6816090867,563416.0156189092,False
2026-01-15,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.00136173183371503,563416.0156189092,18499109.13438109,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.13438109,2026-01-09T00:00:00,136.72,18499109.13438109,537457.9682911597,563416.015618924,True
2026-01-16,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.00312335896401203,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-09T00:00:00,136.72,18499109.134381074,622955.1244228818,563416.015618924,False
2026-01-20,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.00121484932729413,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-16T00:00:00,136.72,18499109.134381074,540257.919763919,563416.015618924,True
2026-01-21,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.00189612239148678,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-16T00:00:00,136.72,18499109.134381074,599560.8963941187,563416.015618924,False
2026-01-22,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,-0.000287680980443822,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-16T00:00:00,136.72,18499109.134381074,557932.089694038,563416.015618924,True
2026-01-23,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.000656655427484688,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-16T00:00:00,136.72,18499109.134381074,575933.526220236,563416.015618924,True
2026-01-26,AUXIA,FR0010990093,TESTAMENT OBSEQUES FINANCEMENT,LF94TRUU,0.000937302168648251,563416.015618924,18499109.134381074,19062525.15,FC_Taux_Infl,AUX2D,Hors mandat AUXIA AG,AUXIA AG,FR42,Groupe MH,AUXIA HM ACT PIV UC,139427.4806,18499109.134381074,2026-01-16T00:00:00,136.72,18499109.134381074,581283.3617819324,563416.015618924,True
