PMVL[Holding date],PMVL[ENTITE],PMVL[ISIN],PMVL[Orig. name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[PRMP PMVL],PMVL[PRMP VNC],PMVL[PRMP MtM],PMVL[Ref Unik Asset],PMVL[Selected Fund code],PMVL[3A],PMVL[CANTON],PMVL[CIC],PMVL[GROUPE],PMVL[Ptf name],PMVL[Quantity],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[Quote Date],PMVL[Quote],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PMVL Estimé],PRMP_PMVL_future,target
2026-05-01,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00158746698576497,116146.79999999993,1003998.6,1120145.4,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-04-28T00:00:00,1131.46,1003998.6,114368.60615824338,113256.00000000012,True
2026-05-04,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.0029526180320387,113256.00000000012,1003998.6,1117254.6,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-04-29T00:00:00,1128.54,1003998.6,116554.82607833843,117186.29999999993,True
2026-05-05,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.0,117186.29999999993,1003998.6,1121184.9,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-04-30T00:00:00,1132.51,1003998.6,117186.29999999993,115087.50000000012,True
2026-05-06,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00139441188683436,115087.50000000012,1003998.6,1119086.1,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-04T00:00:00,1130.39,1003998.6,113527.03303976904,115839.90000000002,True
2026-05-07,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-1.77183780672639e-05,115839.90000000002,1003998.6,1119838.5,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-05T00:00:00,1131.15,1003998.6,115820.05827808275,115839.90000000002,True
2026-05-08,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-1.77183780672639e-05,115839.90000000002,1003998.6,1119838.5,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-05T00:00:00,1131.15,1003998.6,115820.05827808275,122047.20000000007,False
2026-05-11,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.000435698451637886,122047.20000000007,1003998.6,1126045.8,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-06T00:00:00,1137.42,1003998.6,122537.81641153328,122472.90000000002,True
2026-05-12,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.000614813747820414,122472.90000000002,1003998.6,1126471.5,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-07T00:00:00,1137.85,1003998.6,121780.32983527204,119869.20000000007,True
2026-05-13,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00176262447878531,119869.20000000007,1003998.6,1123867.8,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-11T00:00:00,1135.22,1003998.6,117888.2431048014,119869.20000000007,True
2026-05-14,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00176262447878531,119869.20000000007,1003998.6,1123867.8,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-11T00:00:00,1135.22,1003998.6,117888.2431048014,116117.09999999998,True
2026-05-15,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-3.76841719707087e-06,116117.09999999998,1003998.6,1120115.7,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-12T00:00:00,1131.43,1003998.6,116112.87893673347,116374.50000000012,True
2026-05-18,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.00268010841023453,116374.50000000012,1003998.6,1120373.1,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-13T00:00:00,1131.69,1003998.6,119377.22136791062,114246.00000000012,True
2026-05-19,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00348287090489242,114246.00000000012,1003998.6,1118244.6,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-15T00:00:00,1129.54,1003998.6,110351.2984181071,114453.90000000002,True
2026-05-20,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.000261741698658265,114453.90000000002,1003998.6,1118452.5,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,2026-05-18T00:00:00,1129.75,1003998.6,114746.64565721864,112285.79999999993,True
2026-05-21,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00108552905684899,112285.79999999993,1003998.6,1116284.4,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,,1127.56,1003998.6,111074.04084809276,117730.79999999993,False
2026-05-26,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.00253459584142703,117730.79999999993,1003998.6,1121729.4,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,,1133.06,1003998.6,120573.93067244638,121532.40000000002,True
2026-05-27,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.00391985441719991,121532.40000000002,1003998.6,1125531.0,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,,1136.9,1003998.6,125944.31766204548,125700.29999999993,True
2026-05-28,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,-0.00090820852318191,125700.29999999993,1003998.6,1129698.9,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,,1141.11,1003998.6,124674.29783039063,125977.50000000012,True
2026-05-29,INPR,FR001400EBG6,MH Lazard Total Return,LECPTREU,0.000200511228815709,125977.50000000012,1003998.6,1129976.1,FC_Taux_Autre,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,990.0,1003998.5999999999,,1141.39,1003998.6,126204.07289634354,127611.00000000012,True
2025-12-31,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00233881924022771,137430.03999999992,793829.1200000001,931259.16,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2025-12-29T00:00:00,12253.41,793829.1200000001,135251.9931589536,137430.03999999992,True
2026-01-01,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00233881924022771,137430.03999999992,793829.1200000001,931259.16,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2025-12-29T00:00:00,12253.41,793829.1200000001,135251.9931589536,136853.95999999985,True
2026-01-02,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00359184237337899,136853.95999999985,793829.1200000001,930683.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2025-12-30T00:00:00,12245.83,793829.1200000001,133511.09307706903,134310.23999999987,True
2026-01-05,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0144884837351173,134310.23999999987,793829.1200000001,928139.36,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2025-12-31T00:00:00,12212.36,793829.1200000001,147757.57202128205,134310.23999999987,False
2026-01-06,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0144884837351173,134310.23999999987,793829.1200000001,928139.36,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2025-12-31T00:00:00,12212.36,793829.1200000001,147757.57202128205,147192.99999999988,True
2026-01-07,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00929326750602173,147192.99999999988,793829.1200000001,941022.12,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-05T00:00:00,12381.87,793829.1200000001,155938.17029024358,157253.8799999999,True
2026-01-08,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0142516206563871,157253.8799999999,793829.1200000001,951083.0,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-06T00:00:00,12514.25,793829.1200000001,170808.35412873863,155968.71999999986,False
2026-01-14,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00703989833115955,155968.71999999986,793829.1200000001,949797.84,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-12T00:00:00,12497.34,793829.1200000001,162655.20022875478,158286.71999999986,True
2026-01-15,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00192617438520161,158286.71999999986,793829.1200000001,952115.84,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-13T00:00:00,12527.84,793829.1200000001,160120.66114275262,156574.43999999994,True
2026-01-16,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00129269626609651,156574.43999999994,793829.1200000001,950403.56,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-14T00:00:00,12505.31,793829.1200000001,157803.02313329664,158278.35999999987,True
2026-01-20,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0051641094393962,158278.35999999987,793829.1200000001,952107.48,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-16T00:00:00,12527.73,793829.1200000001,163195.1472247875,158278.35999999987,True
2026-01-21,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.000773930082826843,158278.35999999987,793829.1200000001,952107.48,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-16T00:00:00,12527.73,793829.1200000001,157541.4953791434,151948.31999999983,True
2026-01-22,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.007201476549883,151948.31999999983,793829.1200000001,945777.44,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-20T00:00:00,12444.44,793829.1200000001,145137.32594443148,156924.03999999992,False
2026-01-23,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00423271640800059,156924.03999999992,793829.1200000001,950753.16,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-21T00:00:00,12509.91,793829.1200000001,160948.30850029027,159956.43999999994,True
2026-01-26,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00495867768595041,159956.43999999994,793829.1200000001,953785.56,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-22T00:00:00,12549.81,793829.1200000001,164685.95517355378,158238.83999999985,True
2026-01-27,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00495867768595041,158238.83999999985,793829.1200000001,952067.96,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-23T00:00:00,12527.21,793829.1200000001,162959.83814876026,160002.03999999992,True
2026-01-28,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0013486842105264,160002.03999999992,793829.1200000001,953831.16,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-26T00:00:00,12550.41,793829.1200000001,158715.62297499983,175163.2799999999,False
2026-01-30,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0100697386430293,175163.2799999999,793829.1200000001,968992.4,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-28T00:00:00,12749.9,793829.1200000001,184920.78021508164,173628.07999999984,False
2026-02-02,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0210033876431682,173628.07999999984,793829.1200000001,967457.2,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-29T00:00:00,12729.7,793829.1200000001,153308.20140022575,166705.99999999988,False
2026-02-03,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0210033876431682,166705.99999999988,793829.1200000001,960535.12,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-01-30T00:00:00,12638.62,793829.1200000001,146531.50852976274,166342.71999999986,False
2026-02-04,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.000214210387556017,166342.71999999986,793829.1200000001,960171.84,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-02T00:00:00,12633.84,793829.1200000001,166137.04121803306,163624.95999999985,True
2026-02-06,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00791305489887058,163624.95999999985,793829.1200000001,957454.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-04T00:00:00,12598.08,793829.1200000001,156048.57330181217,160188.23999999987,True
2026-02-09,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0059407579017045,160188.23999999987,793829.1200000001,954017.36,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-05T00:00:00,12552.86,793829.1200000001,165855.82616978325,170188.31999999983,True
2026-02-10,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0059407579017045,170188.31999999983,793829.1200000001,964017.44,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-06T00:00:00,12684.44,793829.1200000001,175915.31422406086,176440.07999999984,True
2026-02-11,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0109230288374541,176440.07999999984,793829.1200000001,970269.2,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-09T00:00:00,12766.7,793829.1200000001,187038.3584516932,186148.31999999983,True
2026-02-17,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00058750571186111,186148.31999999983,793829.1200000001,979977.44,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-13T00:00:00,12894.44,793829.1200000001,186724.06234349497,184496.07999999984,True
2026-02-25,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00307737397420865,184496.07999999984,793829.1200000001,978325.2,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-23T00:00:00,12872.7,793829.1200000001,181485.40749120747,187276.91999999993,True
2026-02-26,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00651673281395464,187276.91999999993,793829.1200000001,981106.04,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-24T00:00:00,12909.29,793829.1200000001,193670.52592483698,195475.79999999993,True
2026-02-27,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00803232401908293,195475.79999999993,793829.1200000001,989304.92,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-25T00:00:00,13017.17,793829.1200000001,203422.21767111286,193302.19999999984,True
2026-03-02,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00967466718179036,193302.19999999984,793829.1200000001,987131.32,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-26T00:00:00,12988.57,793829.1200000001,183752.0330142785,189932.35999999987,True
2026-03-03,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00967466718179036,189932.35999999987,793829.1200000001,983761.48,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-02-27T00:00:00,12944.23,793829.1200000001,180414.7950947344,186350.47999999986,True
2026-03-04,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00214564369310783,186350.47999999986,793829.1200000001,980179.6,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-02T00:00:00,12897.1,793829.1200000001,188453.5961768527,168253.35999999987,False
2026-03-05,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0197073898656978,168253.35999999987,793829.1200000001,962082.48,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-03T00:00:00,12658.98,793829.1200000001,149293.22548368247,169281.6399999999,False
2026-03-06,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00506312358323534,169281.6399999999,793829.1200000001,963110.76,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-04T00:00:00,12672.51,793829.1200000001,174157.98880222347,166099.5199999999,True
2026-03-09,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0182737105510098,166099.5199999999,793829.1200000001,959928.64,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-05T00:00:00,12630.64,793829.1200000001,148558.06188301544,158426.55999999994,False
2026-03-10,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0182737105510098,158426.55999999994,793829.1200000001,952255.68,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-06T00:00:00,12529.68,793829.1200000001,141025.31533312495,160526.43999999994,False
2026-03-11,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00226384719869855,160526.43999999994,793829.1200000001,954355.56,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-09T00:00:00,12557.31,793829.1200000001,162686.95516106847,169967.15999999992,True
2026-03-12,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00818163565787729,169967.15999999992,793829.1200000001,963796.28,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-10T00:00:00,12681.53,793829.1200000001,177852.59001137735,171068.3999999999,True
2026-03-13,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0030535871351045,171068.3999999999,793829.1200000001,964897.52,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-11T00:00:00,12696.02,793829.1200000001,174014.79865376616,162818.59999999986,False
2026-03-16,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0122102546284807,162818.59999999986,793829.1200000001,956647.72,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-12T00:00:00,12587.47,793829.1200000001,151137.6877490444,161718.8799999999,False
2026-03-17,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0122102546284807,161718.8799999999,793829.1200000001,955548.0,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-13T00:00:00,12573.0,793829.1200000001,150051.3956102644,172858.95999999985,False
2026-03-20,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.00057749104888878,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,172300.70628673234,172858.95999999985,True
2026-03-23,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0198606616918708,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,,172858.95999999985,False
2026-03-24,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0198606616918708,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,,172858.95999999985,False
2026-03-25,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00208863211440296,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,,172858.95999999985,False
2026-03-26,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00499218395441485,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,,172858.95999999985,False
2026-03-27,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00720856330490058,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,,172858.95999999985,False
2026-03-30,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0258381627671411,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,147881.5160439047,172858.95999999985,False
2026-03-31,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0258381627671411,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,147881.5160439047,172858.95999999985,False
2026-04-01,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,-0.0130742350634961,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,160220.25280900009,172858.95999999985,False
2026-04-02,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0157691111955508,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,188102.77182493324,172858.95999999985,False
2026-04-03,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0141810205573788,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,186567.58353505295,172858.95999999985,False
2026-04-04,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.0141810205573788,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,186567.58353505295,172858.95999999985,False
2026-04-07,INPR,FR001400GS55,LBPAM ISR CONVS MONDE-MH,UCBIFX13,0.00474473970995042,172858.95999999985,793829.1200000001,966688.08,FC_Conv_Monde,INP2C,Hors mandat INPR AG,INPR AG,FR42,Groupe MH,INPR HM ACT COTE,76.0,793829.1200000001,2026-03-17T00:00:00,12719.58,793829.1200000001,177445.64332031168,172858.95999999985,True
