PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,MHP,MHP2C,FR001400IAW6,MH AMUNDI ACTIONS EURO C,1503.88,2026-01-14T00:00:00,P,214120,1000,220445155.6,220445155.6,322010785.59999996,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,10184067,PP_FAC_Act_EUR_LC,220445155.6,101565629.99999997,0,322010785.59999996,101565629.99999997,MHP AG,Hors mandat MHP AG,0,101565629.99999997,322010785.59999996,PP_FAC_Act,MHP HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007045950,FEDERIS ISR EURO M,2478.11,2026-01-14T00:00:00,P,24261,1,20164514.099999998,20164514.099999998,60121426.71,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,20164514.099999998,39956912.61,0,60121426.71,39956912.61,AUXIA AG,Hors mandat AUXIA AG,0,39956912.61,60121426.70999999,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2545.67,2026-01-14T00:00:00,P,7888,1,8412826.24,8412826.24,20080244.96,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11667418.72,0,20080244.96,11667418.72,AUXIA AG,Hors mandat AUXIA AG,0,11667418.72,20080244.96,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,481.1,2026-01-14T00:00:00,P,60537,1,11652333.39,11652333.39,29124350.7,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17472017.31,0,29124350.7,17472017.31,AUXIA AG,Hors mandat AUXIA AG,0,17472017.31,29124350.7,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6765.14,2026-01-14T00:00:00,P,840,1,1476258,1476258,5682717.6,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4206459.6,0,5682717.6,4206459.6,AUXIA AG,Hors mandat AUXIA AG,0,4206459.6,5682717.6,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,145.74,2026-01-14T00:00:00,P,10886,1,1080979.8,1080979.8,1586525.64,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,505545.83999999985,0.00425476296649384,1593275.9305384646,512296.1305384645,AUXIA AG,Hors mandat AUXIA AG,0,512296.1305384645,1593275.9305384646,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,2026-01-15T00:00:00
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3524.1,2026-01-14T00:00:00,P,2700,1,3878112,3878112,9515070,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,3878112,5636958,0,9515070,5636958,AUXIA AG,Hors mandat AUXIA AG,0,5636958,9515070,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,999.79,2026-01-14T00:00:00,P,22218,1,8865004.54,8865004.54,22213334.22,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13348329.68,0,22213334.22,13348329.68,AUXIA AG,Hors mandat AUXIA AG,0,13348329.68,22213334.22,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4475.51,2026-01-14T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40252736.94,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19822566.629999995,0,40252736.94,19822566.629999995,AUXIA AG,Hors mandat AUXIA AG,0,19822566.629999995,40252736.94,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-16T00:00:00,Groupe MH,AUXIA ASSISTANCE,AAS2E,FR0007045950,FEDERIS ISR EURO M,2478.11,2026-01-14T00:00:00,P,940,1,1058205.11,1058205.11,2329423.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873492,PP_FAC_Act_EUR_LC,1058205.11,1271218.2899999998,0,2329423.4,1271218.2899999998,AUXIA ASS,Hors mandat AUXIA ASSISTANCE,0,1271218.2899999998,2329423.4,PP_FAC_Act,AUXIA ASS HM ACT COTE,,
