PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,MHRS,MRS2C,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3551.57,2026-03-04T00:00:00,P,1620,1,1731890,1731890,5753543.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,1731890,4021653.4000000004,M7EM,-0.014810268452794,5668331.877691199,3936441.877691199,MHRS AG,Hors mandat MHRS AG,0,3936441.877691199,5668331.877691199,2026-03-05T00:00:00,PP_FAC_Act,MHRS HM ACTIFS COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,505.55,2026-03-04T00:00:00,P,114872.6982,1,59527032.10360002,59527032.10360001,58073892.58,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,59527032.10360001,-1453139.523600012,M7EM,-0.014810268452794,57213802.640791476,-2313229.4628085345,AUXIA AG,Hors mandat AUXIA AG,0,-2313229.4628085345,57213802.640791476,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2510.98,2026-03-04T00:00:00,P,7888,1,8412826.24,8412826.24,19806610.24,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11393783.999999998,M7EM,-0.014810268452794,19513269.02520574,11100442.785205739,AUXIA AG,Hors mandat AUXIA AG,0,11100442.785205739,19513269.02520574,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,468.83,2026-03-04T00:00:00,P,60537,1,11652333.39,11652333.39,28381561.71,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16729228.32,M7EM,-0.014810268452794,27961223.161965363,16308889.771965362,AUXIA AG,Hors mandat AUXIA AG,0,16308889.771965362,27961223.161965363,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6594.93,2026-03-04T00:00:00,P,840,1,1476258,1476258,5539741.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4063483.2,M7EM,-0.014810268452794,5457696.145668997,3981438.1456689974,AUXIA AG,Hors mandat AUXIA AG,0,3981438.1456689974,5457696.145668997,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1002.6,2026-03-04T00:00:00,P,22218,1,8865004.54,8865004.54,22275766.799999997,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13410762.259999998,M7EM,-0.014810268452794,21945856.71370016,13080852.173700161,AUXIA AG,Hors mandat AUXIA AG,0,13080852.173700161,21945856.71370016,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4484.97,2026-03-04T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,40337820.18,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,19907649.869999997,,0,40337820.18,19907649.869999997,AUXIA AG,Hors mandat AUXIA AG,0,19907649.869999997,40337820.18,,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,145.67,2026-03-04T00:00:00,P,10886,1,1080979.8,1080979.8,1585763.62,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,504783.82000000007,MSDEEEMN,0.0265119060094064,1627805.2360465762,546825.4360465761,AUXIA AG,Hors mandat AUXIA AG,0,546825.4360465761,1627805.2360465762,2026-03-05T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.66,2026-03-04T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3829069.74,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,310807.98,,0,3829069.74,310807.98,AUXIA AG,Hors mandat AUXIA AG,0,310807.98,3829069.74,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-06T00:00:00
EXPORT_PRMP_ADP,2026-03-06T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33831.47,2026-03-04T00:00:00,P,186,1,5000211.96,5000211.96,6292653.42,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1292441.46,HE00,-0.000567466439680208,6289082.550367611,1288870.5903676115,AUXIA AG,Hors mandat AUXIA AG,0,1288870.5903676115,6289082.550367611,2026-03-05T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-03-06T00:00:00
