PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2],PMVL[Holding date 31-12-2025],PMVL[Quantity 31-12-2025],PMVL[Purch. Val. (clean) (ptf cur.) 31-12-2025],PMVL[VNC Agrege dirty (ptf cur.) 31-12-2025],PMVL[PRMP MtM 31-12-2025],PMVL[PMVL 31-12-2025.1],PMVL[Variation PMVL],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)]
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007021936,FEDERIS ISR FRANCE MH,477.75,2026-02-17T00:00:00,P,11000,1,5255250,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,5255250,0,M7EM,0.012365689785888,5320234.791247288,64984.791247287765,INPR AG,Hors mandat INPR AG,0,64984.791247287765,5320234.791247288,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,11000,1414820,1414820,5230610,3815790,-3815790,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6709.37,2026-02-17T00:00:00,P,700,1,4696559,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,4696559,0,M7EM,0.012365689785888,4754635.19165512,58076.19165511988,INPR AG,Hors mandat INPR AG,0,58076.19165511988,4754635.19165512,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,940,3404388,3404388,6073255.4,2668867.4000000004,-2668867.4000000004,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4187.34,2026-02-17T00:00:00,P,8401,1,35177843.339999996,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,35177843.339999996,0,M7EM,0.012365689785888,35612841.638079,434998.2980790064,INPR AG,Hors mandat INPR AG,0,434998.2980790064,35612841.638079,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,8401,13176640.459999999,13176640.459999999,33402376,20225735.54,-20225735.54,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0011441583,LBPAM ISR Opti Euro Equity MH,2551.79,2026-02-17T00:00:00,P,1546,1,3945067.34,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,3945067.34,0,M7EM,0.012365689785888,3993850.8189108777,48783.478910877835,MHP PERE,Mandats LBPAM MHP PERE,0,48783.478910877835,3993850.8189108777,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,1546,1578280.62,1578280.62,3793914.92,2215634.3,-2215634.3,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6709.37,2026-02-17T00:00:00,P,932,1,6253132.84,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,6253132.84,0,M7EM,0.012365689785888,6330457.1408893885,77324.30088938866,MHP PERE,Mandats LBPAM MHP PERE,0,77324.30088938866,6330457.1408893885,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,932,2417368.6799999997,2417368.6799999997,6021568.12,3604199.4400000004,-3604199.4400000004,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,1903737.57234,1,981167307.41,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,981167307.41,0,M7EM,0.012365689785888,993300117.9614869,12132810.551486969,MHP AG,Hors mandat MHP AG,0,12132810.551486969,993300117.9614869,2026-02-18T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,823202.19834,220965165.41304103,220965165.41304103,413387447.94,192422282.52695897,-192422282.52695897,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0007021936,FEDERIS ISR FRANCE MH,477.75,2026-02-17T00:00:00,P,202477,1,96733386.75,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,96733386.75,0,M7EM,0.012365689785888,97929561.80248882,1196175.0524888188,MHP AG,Hors mandat MHP AG,0,1196175.0524888188,97929561.80248882,2026-02-18T00:00:00,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,202477,86652809.35000001,86652809.35000001,96279838.27,9627028.919999987,-9627028.919999987,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2F,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6709.37,2026-02-17T00:00:00,P,58,1,389143.46,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,389143.46,0,M7EM,0.012365689785888,393955.4873085671,4812.027308567078,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,4812.027308567078,393955.4873085671,2026-02-18T00:00:00,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,58,193215.49,193215.49,374732.78,181517.29000000004,-181517.29000000004,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2F,FR0011441583,LBPAM ISR Opti Euro Equity MH,2551.79,2026-02-17T00:00:00,P,250,1,637947.5,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,637947.5,0,M7EM,0.012365689785888,645836.1608846828,7888.660884682788,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,7888.660884682788,645836.1608846828,2026-02-18T00:00:00,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,250,363715.32999999996,363715.32999999996,613505,249789.67000000004,-249789.67000000004,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6709.37,2026-02-17T00:00:00,P,299,1,2006101.63,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,2006101.63,0,M7EM,0.012365689785888,2030908.460435544,24806.83043554402,MMH AG,Hors mandat MUTUELLE MH AG,0,24806.83043554402,2030908.460435544,2026-02-18T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,299,1431845.22,1431845.22,1931812.09,499966.8700000001,-499966.8700000001,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0014003QV0,LBPAM ISR ACTIONS ENVIRON-MH,14285.91,2026-02-17T00:00:00,P,475,1,6785807.25,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,9529463,PP_FAC_Act_EUR_LC,6785807.25,0,M7EM,0.012365689785888,6869718.437400329,83911.18740032893,MMH AG,Hors mandat MUTUELLE MH AG,0,83911.18740032893,6869718.437400329,2026-02-18T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,475,4750000,4750000,6199937.5,1449937.5,-1449937.5,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0011441583,LBPAM ISR Opti Euro Equity MH,2551.79,2026-02-17T00:00:00,P,10935,1,27903823.650000002,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,27903823.650000002,0,M7EM,0.012365689785888,28248873.677096024,345050.0270960219,MMH AG,Hors mandat MUTUELLE MH AG,0,345050.0270960219,28248873.677096024,2026-02-18T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,10935,16705930.200000001,16705930.200000001,26834708.7,10128778.499999998,-10128778.499999998,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,EMUT,EMU2A,FR0010702084,INSERTION EMP DYN RC,247.78,2026-02-17T00:00:00,P,361.7122,1,89625.05,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,3030930,PP_FAC_Act_EUR_LC,89625.05,0,M7EM,0.012365689785888,90733.3255653447,1108.2755653446948,EMUT AG,Hors mandat EMUT AG,0,1108.2755653446948,90733.3255653447,2026-02-18T00:00:00,PP_FAC_Act,EMUT HORS MDT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,361.7122,70081.9999062084,70081.9999062084,89075.25,18993.250093791605,-18993.250093791605,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,114872.698,1,59204239.82,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,59204239.82,0,M7EM,0.012365689785888,59936341.08362343,732101.2636234313,AUXIA AG,Hors mandat AUXIA AG,0,732101.2636234313,59936341.08362343,2026-02-18T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,3835.246,1,1976647.44,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,1976647.44,0,M7EM,0.012365689785888,2001090.0490591095,24442.609059109585,CAPREVAL AG,batch,0,24442.609059109585,2001090.0490591095,2026-02-18T00:00:00,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,EMUT,EMU2A,FR0007475975,MH Lazard action euro LC,519.15,2026-02-17T00:00:00,P,1671.4094,1,867712.19,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,867712.19,0,M7EM,0.012365689785888,878442.0497649733,10729.8597649734,EMUT AG,Hors mandat EMUT AG,0,10729.8597649734,878442.0497649733,2026-02-18T00:00:00,PP_FAC_Act,EMUT HORS MDT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0014010YJ4,LBPAM ISR Actions Focus Euro I2,10636.27,2026-02-17T00:00:00,P,191.82795,1,2040333.87,PP,FC_Act_EUR,,FR41,12771012,PP_FAC_Act_EUR_LC,2040333.87,0,M7EM,0.012365689785888,2065564.0056960604,25230.135696060257,INPR AG,Hors mandat INPR AG,0,25230.135696060257,2065564.0056960604,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,71023.061,1,36604575.41,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,36604575.41,0,M7EM,0.012365689785888,37057216.234264195,452640.82426419854,INPR AG,Hors mandat INPR AG,0,452640.82426419854,37057216.234264195,2026-02-18T00:00:00,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,31529.504,1,16249991.07,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,16249991.07,0,M7EM,0.012365689785888,16450933.41859507,200942.34859506972,MHP PERE,Mandats LBPAM MHP PERE,0,200942.34859506972,16450933.41859507,2026-02-18T00:00:00,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,5307.79,1,2735581.89,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,2735581.89,0,M7EM,0.012365689785888,2769409.2470356333,33827.35703563318,MMH AG,Hors mandat MUTUELLE MH AG,0,33827.35703563318,2769409.2470356333,2026-02-18T00:00:00,PP_FAC_Act,MHM HM ACTIFS COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2D,FR0007475975,MH Lazard action euro LC,519.15,2026-02-17T00:00:00,P,4071.9888,1,2113972.99,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,2113972.99,0,M7EM,0.012365689785888,2140113.7242100863,26140.734210086055,MHP AG,Hors mandat MHP AG,0,26140.734210086055,2140113.7242100863,2026-02-18T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2D,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6638.44,2026-02-17T00:00:00,P,120,1,796612.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,796612.8,0,M7EM,0.012365689785888,806463.4667642677,9850.666764267604,MHP AG,Hors mandat MHP AG,0,9850.666764267604,806463.4667642677,2026-02-18T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2D,FR0007021936,FEDERIS ISR FRANCE MH,468.01,2026-02-17T00:00:00,P,900,1,421209,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,421209,0,M7EM,0.012365689785888,426417.53982902406,5208.5398290240555,MHP AG,Hors mandat MHP AG,0,5208.5398290240555,426417.53982902406,2026-02-18T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2D,FR0011441583,LBPAM ISR Opti Euro Equity MH,2518.92,2026-02-17T00:00:00,P,300,1,755676,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,755676,0,M7EM,0.012365689785888,765020.4549946407,9344.454994640662,MHP AG,Hors mandat MHP AG,0,9344.454994640662,765020.4549946407,2026-02-18T00:00:00,PP_FAC_Act,MHP EDIT HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2F,FR0007475975,MH Lazard action euro LC,515.39,2026-02-17T00:00:00,P,7395.868,1,3811756.41,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,3811756.41,0,M7EM,0.012365689785888,3858891.40730543,47134.997305430006,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,47134.997305430006,3858891.40730543,2026-02-18T00:00:00,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2G,FR0007475975,MH Lazard action euro LC,519.15,2026-02-17T00:00:00,P,1780.31138,1,924248.65,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,924248.65,0,M7EM,0.012365689785888,935677.6220909257,11428.972090925672,MHRS AG SG,Mandats LBPAM MHRS SG,0,11428.972090925672,935677.6220909257,2026-02-18T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2G,FR0000986531,SELECTION VALEURS MOYENNES,992.52,2026-02-17T00:00:00,P,467,1,463506.84,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,463506.84,0,M7EM,0.012365689785888,469238.42179707723,5731.581797077204,MHRS AG SG,Mandats LBPAM MHRS SG,0,5731.581797077204,469238.42179707723,2026-02-18T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2G,FR0007078480,LBPAM ACTIONS EURO LARGE CAP M,4119.44,2026-02-17T00:00:00,P,357,1,1470640.08,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,4597012,PP_FAC_Act_EUR_LC,1470640.08,0,M7EM,0.012365689785888,1488825.5590159735,18185.479015973397,MHRS AG SG,Mandats LBPAM MHRS SG,0,18185.479015973397,1488825.5590159735,2026-02-18T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2G,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6638.44,2026-02-17T00:00:00,P,139,1,922743.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,922743.16,0,M7EM,0.012365689785888,934153.51566861,11410.355668609962,MHRS AG SG,Mandats LBPAM MHRS SG,0,11410.355668609962,934153.51566861,2026-02-18T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2G,FR0007074166,LBPAM ACTIONS VALUE EURO,3470.14,2026-02-17T00:00:00,P,25,1,86753.5,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,86753.5,0,M7EM,0.012365689785888,87826.26686884003,1072.76686884003,MHRS AG SG,Mandats LBPAM MHRS SG,0,1072.76686884003,87826.26686884003,2026-02-18T00:00:00,PP_FAC_Act,MRS SG HM ACT COTE,2026-02-19T00:00:00,,,,,,,,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,8994,1,39187307.699999996,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,39187307.699999996,0,,0,39187307.699999996,0,AUXIA AG,Hors mandat AUXIA AG,0,0,39187307.699999996,,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,8994,20430170.310000002,20430170.310000002,40022580.48,19592410.169999994,-19592410.169999994,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,71,1,309350.55,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,309350.55,0,,0,309350.55,0,CAPREVAL AG,batch,0,0,309350.55,,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,71,220418.58000000002,220418.58000000002,315944.32,95525.73999999999,-95525.73999999999,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007012182,LBPAM ISR Actions Euromonde MH,9939.04,2026-02-17T00:00:00,P,305,1,3031407.2,PP,FC_Act_Mixte,PP_FAC_Act_Global,FR41,5873490,PP_FAC_Act_Global,3031407.2,0,,0,3031407.2,0,CAPREVAL AG,batch,0,0,3031407.2,,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,305,1224422.17,1224422.17,2897487.8,1673065.63,-1673065.63,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,EMUT,EMU2A,FR0013342326,Tocqueville US Equity SRI GP,245.61,2026-02-17T00:00:00,P,1724,1,423431.64,PP,FC_Act_US,,FR41,12234458,PP_FAC_Act_EUR_LC,423431.64,0,,0,423431.64,0,EMUT AG,Hors mandat EMUT AG,0,0,423431.64,,PP_FAC_Act,EMUT HORS MDT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,1724,387848.27999999997,387848.27999999997,431948.2,44099.92000000004,-44099.92000000004,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,EMUT,EMU2A,FR0007022793,LBPAM ACTIONS EX-EURO-M,5322.99,2026-02-17T00:00:00,P,19,1,101136.81,PP,FC_Act_exEUR,PP_FAC_Act_ExEUR,FR41,5873215,PP_FAC_Act_ExEUR,101136.81,0,,0,101136.81,0,EMUT AG,Hors mandat EMUT AG,0,0,101136.81,,PP_FAC_Act,EMUT HORS MDT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,19,86212.5,86212.5,94771.62,8559.119999999995,-8559.119999999995,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR001400WZF9,Fonds Objectif Biodiversit� Actions Cot�,11229.57,2026-02-17T00:00:00,P,1500,1,16844355,PP,FC_Act_Mixte,,FR41,11972345,PP_FAC_Act_EUR_LC,16844355,0,,0,16844355,0,MHP AG,Hors mandat MHP AG,0,0,16844355,,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,1500,15000000,15000000,16292595,1292595,-1292595,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,INPR,INP2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,6115,1,26643360.75,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,26643360.75,0,,0,26643360.75,0,INPR AG,Hors mandat INPR AG,0,0,26643360.75,,PP_FAC_Act,INPR HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,6115,7530823.43,7530823.43,27211260.8,19680437.37,-19680437.37,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP1R,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,664,1,2893081.2,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,2893081.2,0,,0,2893081.2,0,MHP PERE,Mandats LBPAM MHP PERE,0,0,2893081.2,,PP_FAC_Act,MHP PERE HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,664,1138801.33,1138801.33,2954746.88,1815945.5499999998,-1815945.5499999998,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHP,MHP2C,FR0011945989,MH EDRAM Euro Smidcap H - EUR,2200.54,2026-02-17T00:00:00,P,160709.63,1,353647969.2,PP,FC_Act_Mixte,PP_FAC_Act_EUR_LC,FR41,8426038,PP_FAC_Act_EUR_LC,353647969.2,0,,0,353647969.2,0,MHP AG,Hors mandat MHP AG,0,0,353647969.2,,PP_FAC_Act,MHP HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,160709.63,176972303.37559998,176972303.37559998,334554058.06,157581754.68440002,-157581754.68440002,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MUTUELLE MH,MMH2C,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,295,1,1285329.75,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,1285329.75,0,,0,1285329.75,0,MMH AG,Hors mandat MUTUELLE MH AG,0,0,1285329.75,,PP_FAC_Act,MHM HM ACTIFS COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,295,1228087.95,1228087.95,1312726.4,84638.44999999995,-84638.44999999995,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,MHRS,MRS2F,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,208,1,906266.4,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,906266.4,0,,0,906266.4,0,MHRS MICHELIN,Hors mandat MHRS MICHELIN,0,0,906266.4,,PP_FAC_Act,MHRS MICHELIN HM ACT COTE,2026-02-19T00:00:00,2025-12-31T00:00:00,208,699104.29,699104.29,925583.36,226479.06999999995,-226479.06999999995,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,8994,1,39187307.699999996,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,39187307.699999996,0,,0,39187307.699999996,0,AUXIA AG,Hors mandat AUXIA AG,0,0,39187307.699999996,,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,9935,21436616.150000002,21436616.150000002,42979902.85,21543286.7,-21543286.7,,
EXPORT_PRMP_ADP,2026-02-19T00:00:00,Groupe MH,CAPREVAL,CAP2B,FR0007057674,FEDERIS ISR ACTIONS US MM,4357.05,2026-02-17T00:00:00,P,71,1,309350.55,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,309350.55,0,,0,309350.55,0,CAPREVAL AG,batch,0,0,309350.55,,PP_FAC_Act,CAPREVAL HM ACT COTE,2026-02-19T00:00:00,2025-12-30T00:00:00,71,220418.58000000002,220418.58000000002,307153.81,86735.22999999998,-86735.22999999998,,
