PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Date J]
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,MHRS,MRS2C,FR0007074166,LBPAM ACTIONS VALUE EURO,3397.32,2026-01-20T00:00:00,P,4278,1,5692267.63,5692267.63,14533734.959999999,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873493,PP_FAC_Act_EUR_LC,5692267.63,8841467.329999998,0,14533734.959999999,8841467.329999998,MHRS AG,Hors mandat MHRS AG,0,8841467.329999998,14533734.959999997,PP_FAC_Act,MHRS HM ACTIFS COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2500.82,2026-01-20T00:00:00,P,7888,1,8412826.24,8412826.24,19726468.16,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,11313641.92,0,19726468.16,11313641.92,AUXIA AG,Hors mandat AUXIA AG,0,11313641.92,19726468.16,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,464.3,2026-01-20T00:00:00,P,60537,1,11652333.39,11652333.39,28107329.1,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,16454995.71,0,28107329.1,16454995.71,AUXIA AG,Hors mandat AUXIA AG,0,16454995.71,28107329.1,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6653.07,2026-01-20T00:00:00,P,840,1,1476258,1476258,5588578.8,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4112320.8,0,5588578.8,4112320.8,AUXIA AG,Hors mandat AUXIA AG,0,4112320.8,5588578.8,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33653.62,2026-01-20T00:00:00,P,186,1,5000211.96,5000211.96,6259573.32,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1259361.3600000003,0.000971533805825241,6265654.707090422,1265442.7470904216,AUXIA AG,Hors mandat AUXIA AG,0,1265442.7470904216,6265654.707090422,PP_FAC_Taux,AUXIA HM ACT COTE,HE00,2026-01-21T00:00:00
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,144.11,2026-01-20T00:00:00,P,10886,1,1080979.8,1080979.8,1568781.46,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,487801.6599999999,0.00203656861366538,1571976.3910831362,490996.59108313615,AUXIA AG,Hors mandat AUXIA AG,0,490996.59108313615,1571976.3910831362,PP_FAC_Act,AUXIA HM ACT COTE,MSDEEEMN,2026-01-21T00:00:00
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011304278,TOCQUEVILLE MID CAP EURO ISRMH,3487.77,2026-01-20T00:00:00,P,1300,1,2478112,2478112,4534101,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,7240253,PP_FAC_Act_EUR_SMC,2478112,2055989,0,4534101,2055989,AUXIA AG,Hors mandat AUXIA AG,0,2055989,4534101,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,985.53,2026-01-20T00:00:00,P,22218,1,8865004.54,8865004.54,21896505.54,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.54,13031501,0,21896505.54,13031501,AUXIA AG,Hors mandat AUXIA AG,0,13031501,21896505.54,PP_FAC_Act,AUXIA HM ACT COTE,,
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,108.21,2026-01-20T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3813212.19,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,294950.4299999997,-0.00292963051917828,3802040.8871920733,283779.12719207304,AUXIA AG,Hors mandat AUXIA AG,0,283779.12719207304,3802040.8871920733,PP_FAC_Taux,AUXIA HM ACT COTE,LG20TREH,2026-01-20T00:00:00
EXPORT_PRMP_ADP,2026-01-22T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4363.44,2026-01-20T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39244779.36,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,18814609.049999997,0,39244779.36,18814609.049999997,AUXIA AG,Hors mandat AUXIA AG,0,18814609.049999997,39244779.36,PP_FAC_Act,AUXIA HM ACT COTE,,
