PMVL[Source Name],PMVL[Holding date],PMVL[GROUPE],PMVL[ENTITE],PMVL[Selected Fund code],PMVL[ISIN],PMVL[Orig. name],PMVL[Quote],PMVL[Quote Date],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[Ref Unik Codes],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[Parametres_Indices.TICKER],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[PFMIndice.Date J],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Holding Date 2]
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,MHRS,MRS2C,LU0593537219,OSTRUM EURO HIGH INCOME FD IDE,97.54,2026-02-23T00:00:00,P,15760,1,1361984.8,1361984.8,1537230.4,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,LU42,7240285,PP_FAC_Taux_Corp_HY,1361984.8,175245.59999999986,HE00,-0.00082127660646482,1535967.9086337334,173983.10863373335,MHRS AG,Hors mandat MHRS AG,0,173983.10863373335,1535967.9086337334,2026-02-24T00:00:00,PP_FAC_Taux,MHRS HM ACTIFS COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007475975,MH Lazard action euro LC,523.72,2026-02-23T00:00:00,P,114872.698,1,59527032.10360002,59527032.10360001,60161129.4,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,8009926,PP_FAC_Act_EUR_LC,59527032.10360001,634097.2963999882,M7EM,0.00066965435532888,60201416.56232421,674384.4587242007,AUXIA AG,Hors mandat AUXIA AG,0,674384.4587242007,60201416.56232421,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0011441583,LBPAM ISR Opti Euro Equity MH,2591.37,2026-02-23T00:00:00,P,7888,1,8412826.24,8412826.24,20440726.56,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873494,PP_FAC_Act_EUR_LC,8412826.24,12027900.319999998,M7EM,0.00066965435532888,20454414.78156699,12041588.541566988,AUXIA AG,Hors mandat AUXIA AG,0,12041588.541566988,20454414.78156699,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007021936,FEDERIS ISR FRANCE MH,486.03,2026-02-23T00:00:00,P,60537,1,11652333.39,11652333.39,29422798.110000003,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873258,PP_FAC_Act_EUR_LC,11652333.39,17770464.720000003,M7EM,0.00066965435532888,29442501.214900326,17790167.824900325,AUXIA AG,Hors mandat AUXIA AG,0,17790167.824900325,29442501.214900326,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007022967,LBPAM ACTIONS CROISSANCE EURO M,6821.83,2026-02-23T00:00:00,P,840,1,1476258,1476258,5730337.2,PP,FC_Act_EUR,PP_FAC_Act_EUR_LC,FR41,5873491,PP_FAC_Act_EUR_LC,1476258,4254079.2,M7EM,0.00066965435532888,5734174.545263483,4257916.545263483,AUXIA AG,Hors mandat AUXIA AG,0,4257916.545263483,5734174.545263483,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0000986531,SELECTION VALEURS MOYENNES,1015.97,2026-02-23T00:00:00,P,22218,1,8865004.54,8865004.540000001,22572821.46,PP,FC_Act_EUR,PP_FAC_Act_EUR_SMC,FR41,5873302,PP_FAC_Act_EUR_SMC,8865004.540000001,13707816.92,M7EM,0.00066965435532888,22587937.44820275,13722932.90820275,AUXIA AG,Hors mandat AUXIA AG,0,13722932.90820275,22587937.44820275,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007057674,FEDERIS ISR ACTIONS US MM,4376.57,2026-02-23T00:00:00,P,8994,1,20430170.310000002,20430170.310000002,39362870.58,PP,FC_Act_US,PP_FAC_Act_US_LC,FR41,5876542,PP_FAC_Act_US_LC,20430170.310000002,18932700.269999996,,0,39362870.58,18932700.269999996,AUXIA AG,Hors mandat AUXIA AG,0,18932700.269999996,39362870.58,,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR001400CCX3,GEMEQUITY PART MH,153.76,2026-02-23T00:00:00,P,10886,1,1080979.8,1080979.8,1673831.36,PP,FC_Act_Emerg,PP_FAC_Act_Eme,XL41,9588501,PP_FAC_Act_Eme,1080979.8,592851.56,MSDEEEMN,0.00751870958366632,1686416.4118878734,605436.6118878734,AUXIA AG,Hors mandat AUXIA AG,0,605436.6118878734,1686416.4118878734,2026-02-24T00:00:00,PP_FAC_Act,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,LU2541301847,EdRF EM Climate Bonds S EUR H,109.03,2026-02-23T00:00:00,P,35239,1,3518261.7600000007,3518261.7600000002,3842108.17,PP,FC_Taux_Emerg,PP_FAC_Taux_Eme,LU42,11008396,PP_FAC_Taux_Eme,3518261.7600000002,323846.4099999997,,0,3842108.17,323846.4099999997,AUXIA AG,Hors mandat AUXIA AG,0,323846.4099999997,3842108.17,,PP_FAC_Taux,AUXIA HM ACT COTE,2026-02-25T00:00:00
EXPORT_PRMP_ADP,2026-02-25T00:00:00,Groupe MH,AUXIA,AUX2E,FR0007040365,MH EDRAM HYBRIDES CORPORATE,33992.67,2026-02-23T00:00:00,P,186,1,5000211.96,5000211.96,6322636.62,PP,FC_Taux_HY,PP_FAC_Taux_Corp_HY,XL42,1334621,PP_FAC_Taux_Corp_HY,5000211.96,1322424.6600000001,HE00,-0.00082127660646482,6317443.986452816,1317232.026452816,AUXIA AG,Hors mandat AUXIA AG,0,1317232.026452816,6317443.986452816,2026-02-24T00:00:00,PP_FAC_Taux,AUXIA HM ACT COTE,2026-02-25T00:00:00
