threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,roc_auc,pr_auc,brier,total_cost,fp_cost_total,fn_cost_total,n_fp,n_fn,cost_per_sample,avg_cost_fp,avg_cost_fn,fold
0.9,0.39526276831976315,0.6193305238633638,0.9925373134328358,0.24606845513413506,0.39436619718309857,0.2393286254904251,268,2,815,266,0.8811234453695139,0.9637249683304813,0.11677167530695338,627007760.390862,1136719.693220882,625871040.6976411,2,815,464106.4103559304,568359.846610441,82128.37809900778,3
0.95,0.2716506291635825,0.5434765477781204,0.98989898989899,0.09065679925994449,0.16610169491525423,0.13343200592172036,269,1,983,98,0.8811234453695139,0.9637249683304813,0.11677167530695338,700086414.6926725,62912.37554834622,700023502.3171241,1,983,518198.6785289952,62912.37554834622,76159.67836259221,3
0.2,0.8660251665433013,0.7548530877954372,0.8881057268722466,0.9491525423728814,0.9176149294492489,0.5703038047099879,162,127,54,1008,0.8674499377683941,0.951560729228796,0.14483213516629861,107630208.1356721,91615452.1887812,16014755.94689091,127,54,79667.06745793643,721381.5132974898,31717.033646371445,4
0.25,0.8660251665433013,0.7750017920095922,0.899365367180417,0.9340866290018832,0.9163972286374134,0.5825901030654141,178,111,70,992,0.8674499377683941,0.951560729228796,0.14483213516629861,108040246.64098611,90692930.27199459,17347316.368991528,111,70,79970.57486379432,817053.425873825,26503.318576769027,4
0.05,0.8608438193930422,0.6772590724558352,0.8507223113964687,0.9981167608286252,0.9185441941074524,0.5429951833133497,103,186,2,1060,0.8674499377683941,0.951560729228796,0.14483213516629861,108752825.39821063,107491620.03334299,1261205.3648676353,186,2,80498.02027994866,577911.9356631346,67440.6600000005,4
0.15,0.8652849740932642,0.7354928678018233,0.8780068728522337,0.9623352165725048,0.9182389937106918,0.5592701502686681,147,142,40,1022,0.8674499377683941,0.951560729228796,0.14483213516629861,110840717.8104456,95272057.6277413,15568660.182704303,142,40,82043.46247997454,670929.9832939528,41625.28749421791,4
0.1,0.8638045891931903,0.7043281918949036,0.8628099173553719,0.9830508474576272,0.9190140845070423,0.54810936925595,123,166,18,1044,0.8674499377683941,0.951560729228796,0.14483213516629861,112926263.6302636,100446016.99504611,12480246.635217486,166,18,83587.16775001006,605096.4879219644,74150.94000000435,4
0.3,0.8593634344929681,0.7808388559810764,0.9044526901669759,0.9180790960451978,0.9112149532710281,0.5735980506147107,186,103,87,975,0.8674499377683941,0.951560729228796,0.14483213516629861,119698772.04110193,85638981.55364306,34059790.48745888,103,87,88600.12734352474,831446.4228509035,41868.62683198233,4
0.35,0.8497409326424871,0.7835333867678012,0.9086584205518554,0.89924670433145,0.9039280643634643,0.5594784918957405,193,96,107,955,0.8674499377683941,0.951560729228796,0.14483213516629861,134159589.64078072,80881003.26370019,53278586.37708054,96,107,99303.9153521693,842510.4506635437,53251.87619507242,4
0.4,0.8371576609918578,0.7944190304902287,0.9193227091633466,0.8691148775894538,0.89351403678606,0.5526821773455899,208,81,139,923,0.8674499377683941,0.951560729228796,0.14483213516629861,149626832.17887822,78068319.98383772,71558512.1950405,81,139,110752.65150176034,963806.4195535523,55056.994510129705,4
