feature,importance
PMVL[PFMIndice.Perf J / J-1],15.906264857489216
PMVL[PRMP PMVL],15.40844989571589
PMVL[PRMP VNC],15.351564898151397
PMVL[PMVL Estimé],10.313320788308667
PMVL[CIC],7.723770149891883
PMVL[MtM Estimée + PRATIC],6.479520121825135
PMVL[MtM Estimé],5.356547849408933
PMVL[Ref Unik Light],5.1853726781442795
PMVL[Inst Num],3.396422927037107
PMVL[Ref Unik Codes Completed],3.150371489936286
PMVL[PMVL Estimée + PRATIC],2.2820196700083275
PMVL[Ptf name],1.5846337255945582
PMVL[CANTON],1.5263902072684241
position_group,1.4151137727926615
PMVL[PRMP MtM],1.2870212514329784
PMVL[Parametres_Indices.TICKER],1.0856012416176763
PMVL[Ref Unik Asset],1.0033852300122648
PMVL[3A],0.7609162810088086
PMVL[Quantity],0.4912734058110531
PMVL[Inst. Nominal],0.2769376903409333
PMVL[RefUnik Position],0.009134906205605033
PMVL[PRATIC_PMVLEstimée],0.005966961997961463
PMVL[Purch. Val. (clean) (ptf cur.)],0.0
PMVL[GROUPE],0.0
PMVL[VNC Agrege dirty (ptf cur.)],0.0
PMVL[Quote],0.0
PMVL[Quote Mode],0.0
